from	to
ENSG00000122877	ENSG00000000457
ENSG00000122877	ENSG00000000460
ENSG00000122877	ENSG00000000938
ENSG00000122877	ENSG00000001084
ENSG00000122877	ENSG00000001167
ENSG00000122877	ENSG00000001497
ENSG00000122877	ENSG00000001617
ENSG00000122877	ENSG00000001629
ENSG00000122877	ENSG00000001630
ENSG00000122877	ENSG00000001631
ENSG00000122877	ENSG00000002016
ENSG00000122877	ENSG00000002549
ENSG00000122877	ENSG00000002586
ENSG00000122877	ENSG00000002745
ENSG00000122877	ENSG00000002746
ENSG00000122877	ENSG00000002834
ENSG00000122877	ENSG00000002919
ENSG00000122877	ENSG00000003056
ENSG00000122877	ENSG00000003249
ENSG00000122877	ENSG00000003393
ENSG00000122877	ENSG00000003402
ENSG00000122877	ENSG00000003756
ENSG00000122877	ENSG00000003987
ENSG00000122877	ENSG00000003989
ENSG00000122877	ENSG00000004059
ENSG00000122877	ENSG00000004399
ENSG00000122877	ENSG00000004455
ENSG00000122877	ENSG00000004478
ENSG00000122877	ENSG00000004487
ENSG00000122877	ENSG00000004534
ENSG00000122877	ENSG00000004776
ENSG00000122877	ENSG00000004777
ENSG00000122877	ENSG00000004779
ENSG00000122877	ENSG00000004838
ENSG00000122877	ENSG00000004864
ENSG00000122877	ENSG00000004866
ENSG00000122877	ENSG00000004897
ENSG00000122877	ENSG00000004948
ENSG00000122877	ENSG00000004961
ENSG00000122877	ENSG00000004975
ENSG00000122877	ENSG00000005001
ENSG00000122877	ENSG00000005020
ENSG00000122877	ENSG00000005022
ENSG00000122877	ENSG00000005059
ENSG00000122877	ENSG00000005075
ENSG00000122877	ENSG00000005100
ENSG00000122877	ENSG00000005102
ENSG00000122877	ENSG00000005156
ENSG00000122877	ENSG00000005175
ENSG00000122877	ENSG00000005189
ENSG00000122877	ENSG00000005194
ENSG00000122877	ENSG00000005238
ENSG00000122877	ENSG00000005249
ENSG00000122877	ENSG00000005339
ENSG00000122877	ENSG00000005379
ENSG00000122877	ENSG00000005381
ENSG00000122877	ENSG00000005436
ENSG00000122877	ENSG00000005448
ENSG00000122877	ENSG00000005471
ENSG00000122877	ENSG00000005486
ENSG00000122877	ENSG00000005801
ENSG00000122877	ENSG00000005810
ENSG00000122877	ENSG00000005882
ENSG00000122877	ENSG00000005884
ENSG00000122877	ENSG00000005889
ENSG00000122877	ENSG00000006007
ENSG00000122877	ENSG00000006016
ENSG00000122877	ENSG00000006047
