from	to
ENSG00000134371	ENSG00000002822
ENSG00000134371	ENSG00000004975
ENSG00000134371	ENSG00000005844
ENSG00000134371	ENSG00000007306
ENSG00000134371	ENSG00000008130
ENSG00000134371	ENSG00000008952
ENSG00000134371	ENSG00000009844
ENSG00000134371	ENSG00000024422
ENSG00000134371	ENSG00000027847
ENSG00000134371	ENSG00000030582
ENSG00000134371	ENSG00000038358
ENSG00000134371	ENSG00000049089
ENSG00000134371	ENSG00000063245
ENSG00000134371	ENSG00000066455
ENSG00000134371	ENSG00000068305
ENSG00000134371	ENSG00000077684
ENSG00000134371	ENSG00000081189
ENSG00000134371	ENSG00000082068
ENSG00000134371	ENSG00000085760
ENSG00000134371	ENSG00000086102
ENSG00000134371	ENSG00000088205
ENSG00000134371	ENSG00000089063
ENSG00000134371	ENSG00000092108
ENSG00000134371	ENSG00000092929
ENSG00000134371	ENSG00000095059
ENSG00000134371	ENSG00000095587
ENSG00000134371	ENSG00000099326
ENSG00000134371	ENSG00000099622
ENSG00000134371	ENSG00000100429
ENSG00000134371	ENSG00000100532
ENSG00000134371	ENSG00000100836
ENSG00000134371	ENSG00000100991
ENSG00000134371	ENSG00000101132
ENSG00000134371	ENSG00000101307
ENSG00000134371	ENSG00000101849
ENSG00000134371	ENSG00000102978
ENSG00000134371	ENSG00000103168
ENSG00000134371	ENSG00000104047
ENSG00000134371	ENSG00000104953
ENSG00000134371	ENSG00000105197
ENSG00000134371	ENSG00000105438
ENSG00000134371	ENSG00000106028
ENSG00000134371	ENSG00000107175
ENSG00000134371	ENSG00000108465
ENSG00000134371	ENSG00000109536
ENSG00000134371	ENSG00000110321
ENSG00000134371	ENSG00000110697
ENSG00000134371	ENSG00000110719
ENSG00000134371	ENSG00000111679
ENSG00000134371	ENSG00000112511
ENSG00000134371	ENSG00000112659
ENSG00000134371	ENSG00000112701
ENSG00000134371	ENSG00000113734
ENSG00000134371	ENSG00000114023
ENSG00000134371	ENSG00000114503
ENSG00000134371	ENSG00000115053
ENSG00000134371	ENSG00000115286
ENSG00000134371	ENSG00000116044
ENSG00000134371	ENSG00000116350
ENSG00000134371	ENSG00000116663
ENSG00000134371	ENSG00000116954
ENSG00000134371	ENSG00000117174
ENSG00000134371	ENSG00000117597
ENSG00000134371	ENSG00000117640
ENSG00000134371	ENSG00000118492
ENSG00000134371	ENSG00000118997
ENSG00000134371	ENSG00000120699
ENSG00000134371	ENSG00000120733
ENSG00000134371	ENSG00000123179
ENSG00000134371	ENSG00000123444
ENSG00000134371	ENSG00000124383
ENSG00000134371	ENSG00000124731
ENSG00000134371	ENSG00000125319
ENSG00000134371	ENSG00000125901
ENSG00000134371	ENSG00000126226
ENSG00000134371	ENSG00000127989
ENSG00000134371	ENSG00000128694
ENSG00000134371	ENSG00000129007
ENSG00000134371	ENSG00000129103
ENSG00000134371	ENSG00000129226
ENSG00000134371	ENSG00000129667
ENSG00000134371	ENSG00000130307
ENSG00000134371	ENSG00000130649
ENSG00000134371	ENSG00000130706
ENSG00000134371	ENSG00000130734
ENSG00000134371	ENSG00000130762
ENSG00000134371	ENSG00000132376
ENSG00000134371	ENSG00000132522
ENSG00000134371	ENSG00000132874
ENSG00000134371	ENSG00000133624
ENSG00000134371	ENSG00000134109
ENSG00000134371	ENSG00000134152
ENSG00000134371	ENSG00000134453
ENSG00000134371	ENSG00000134668
ENSG00000134371	ENSG00000135249
ENSG00000134371	ENSG00000135482
ENSG00000134371	ENSG00000135525
ENSG00000134371	ENSG00000135597
ENSG00000134371	ENSG00000135655
ENSG00000134371	ENSG00000136146
ENSG00000134371	ENSG00000136451
ENSG00000134371	ENSG00000136490
ENSG00000134371	ENSG00000136603
ENSG00000134371	ENSG00000136628
ENSG00000134371	ENSG00000137812
ENSG00000134371	ENSG00000138614
ENSG00000134371	ENSG00000139641
ENSG00000134371	ENSG00000139725
ENSG00000134371	ENSG00000139826
ENSG00000134371	ENSG00000139842
ENSG00000134371	ENSG00000141499
ENSG00000134371	ENSG00000141569
ENSG00000134371	ENSG00000142002
ENSG00000134371	ENSG00000142347
ENSG00000134371	ENSG00000143033
ENSG00000134371	ENSG00000143228
ENSG00000134371	ENSG00000143248
ENSG00000134371	ENSG00000143443
ENSG00000134371	ENSG00000143942
ENSG00000134371	ENSG00000144045
ENSG00000134371	ENSG00000144659
ENSG00000134371	ENSG00000145029
ENSG00000134371	ENSG00000146063
ENSG00000134371	ENSG00000146540
ENSG00000134371	ENSG00000146670
ENSG00000134371	ENSG00000148308
ENSG00000134371	ENSG00000148331
ENSG00000134371	ENSG00000149016
ENSG00000134371	ENSG00000149489
ENSG00000134371	ENSG00000149499
ENSG00000134371	ENSG00000149923
ENSG00000134371	ENSG00000151917
ENSG00000134371	ENSG00000152242
ENSG00000134371	ENSG00000152784
ENSG00000134371	ENSG00000153310
ENSG00000134371	ENSG00000154269
ENSG00000134371	ENSG00000155858
ENSG00000134371	ENSG00000156313
ENSG00000134371	ENSG00000157593
ENSG00000134371	ENSG00000159593
ENSG00000134371	ENSG00000160294
ENSG00000134371	ENSG00000160703
ENSG00000134371	ENSG00000160796
ENSG00000134371	ENSG00000161013
ENSG00000134371	ENSG00000162300
ENSG00000134371	ENSG00000162735
ENSG00000134371	ENSG00000163006
ENSG00000134371	ENSG00000163938
ENSG00000134371	ENSG00000163939
ENSG00000134371	ENSG00000164975
ENSG00000134371	ENSG00000165060
ENSG00000134371	ENSG00000166165
ENSG00000134371	ENSG00000166920
ENSG00000134371	ENSG00000166986
ENSG00000134371	ENSG00000167088
ENSG00000134371	ENSG00000167196
ENSG00000134371	ENSG00000167264
ENSG00000134371	ENSG00000167272
ENSG00000134371	ENSG00000167549
ENSG00000134371	ENSG00000167792
ENSG00000134371	ENSG00000167862
ENSG00000134371	ENSG00000167968
ENSG00000134371	ENSG00000167969
ENSG00000134371	ENSG00000168256
ENSG00000134371	ENSG00000168273
ENSG00000134371	ENSG00000168283
ENSG00000134371	ENSG00000169554
ENSG00000134371	ENSG00000169570
ENSG00000134371	ENSG00000169682
ENSG00000134371	ENSG00000170638
ENSG00000134371	ENSG00000171863
ENSG00000134371	ENSG00000172172
ENSG00000134371	ENSG00000172232
ENSG00000134371	ENSG00000172366
ENSG00000134371	ENSG00000173120
ENSG00000134371	ENSG00000173145
ENSG00000134371	ENSG00000173933
ENSG00000134371	ENSG00000174405
ENSG00000134371	ENSG00000174514
ENSG00000134371	ENSG00000175279
ENSG00000134371	ENSG00000176723
ENSG00000134371	ENSG00000177200
ENSG00000134371	ENSG00000177410
ENSG00000134371	ENSG00000178028
ENSG00000134371	ENSG00000178385
ENSG00000134371	ENSG00000178537
ENSG00000134371	ENSG00000178974
ENSG00000134371	ENSG00000179148
ENSG00000134371	ENSG00000179262
ENSG00000134371	ENSG00000182004
ENSG00000134371	ENSG00000182173
ENSG00000134371	ENSG00000182362
ENSG00000134371	ENSG00000182827
ENSG00000134371	ENSG00000183092
ENSG00000134371	ENSG00000184281
ENSG00000134371	ENSG00000185122
ENSG00000134371	ENSG00000185624
ENSG00000134371	ENSG00000185686
ENSG00000134371	ENSG00000186106
ENSG00000134371	ENSG00000186409
ENSG00000134371	ENSG00000186501
ENSG00000134371	ENSG00000187742
ENSG00000134371	ENSG00000196378
ENSG00000134371	ENSG00000196547
ENSG00000134371	ENSG00000196597
ENSG00000134371	ENSG00000197024
ENSG00000134371	ENSG00000197798
ENSG00000134371	ENSG00000198673
