from	to
ENSG00000168283	ENSG00000000003
ENSG00000168283	ENSG00000000457
ENSG00000168283	ENSG00000000460
ENSG00000168283	ENSG00000001084
ENSG00000168283	ENSG00000001460
ENSG00000168283	ENSG00000001497
ENSG00000168283	ENSG00000001626
ENSG00000168283	ENSG00000001629
ENSG00000168283	ENSG00000001630
ENSG00000168283	ENSG00000001631
ENSG00000168283	ENSG00000002079
ENSG00000168283	ENSG00000002330
ENSG00000168283	ENSG00000002586
ENSG00000168283	ENSG00000002726
ENSG00000168283	ENSG00000002746
ENSG00000168283	ENSG00000002822
ENSG00000168283	ENSG00000003056
ENSG00000168283	ENSG00000003147
ENSG00000168283	ENSG00000003393
ENSG00000168283	ENSG00000003402
ENSG00000168283	ENSG00000003509
ENSG00000168283	ENSG00000003989
ENSG00000168283	ENSG00000004139
ENSG00000168283	ENSG00000004142
ENSG00000168283	ENSG00000004455
ENSG00000168283	ENSG00000004478
ENSG00000168283	ENSG00000004487
ENSG00000168283	ENSG00000004534
ENSG00000168283	ENSG00000004766
ENSG00000168283	ENSG00000004776
ENSG00000168283	ENSG00000004777
ENSG00000168283	ENSG00000004779
ENSG00000168283	ENSG00000004799
ENSG00000168283	ENSG00000004838
ENSG00000168283	ENSG00000004864
ENSG00000168283	ENSG00000004866
ENSG00000168283	ENSG00000004897
ENSG00000168283	ENSG00000004975
ENSG00000168283	ENSG00000005020
ENSG00000168283	ENSG00000005022
ENSG00000168283	ENSG00000005059
ENSG00000168283	ENSG00000005100
ENSG00000168283	ENSG00000005108
ENSG00000168283	ENSG00000005156
ENSG00000168283	ENSG00000005189
ENSG00000168283	ENSG00000005194
ENSG00000168283	ENSG00000005206
ENSG00000168283	ENSG00000005238
ENSG00000168283	ENSG00000005249
ENSG00000168283	ENSG00000005302
ENSG00000168283	ENSG00000005339
ENSG00000168283	ENSG00000005421
ENSG00000168283	ENSG00000005436
ENSG00000168283	ENSG00000005448
ENSG00000168283	ENSG00000005471
ENSG00000168283	ENSG00000005483
ENSG00000168283	ENSG00000005486
ENSG00000168283	ENSG00000005801
ENSG00000168283	ENSG00000005844
ENSG00000168283	ENSG00000005882
ENSG00000168283	ENSG00000005884
ENSG00000168283	ENSG00000005889
ENSG00000168283	ENSG00000005981
ENSG00000168283	ENSG00000006007
ENSG00000168283	ENSG00000006025
ENSG00000168283	ENSG00000006042
ENSG00000168283	ENSG00000006062
ENSG00000168283	ENSG00000006125
ENSG00000168283	ENSG00000006451
ENSG00000168283	ENSG00000006468
ENSG00000168283	ENSG00000006530
ENSG00000168283	ENSG00000006607
ENSG00000168283	ENSG00000006625
ENSG00000168283	ENSG00000006638
ENSG00000168283	ENSG00000006652
ENSG00000168283	ENSG00000006704
ENSG00000168283	ENSG00000006740
ENSG00000168283	ENSG00000006744
ENSG00000168283	ENSG00000006747
ENSG00000168283	ENSG00000006837
ENSG00000168283	ENSG00000007047
ENSG00000168283	ENSG00000007174
ENSG00000168283	ENSG00000007202
ENSG00000168283	ENSG00000007216
ENSG00000168283	ENSG00000007237
ENSG00000168283	ENSG00000007264
ENSG00000168283	ENSG00000007306
ENSG00000168283	ENSG00000007341
ENSG00000168283	ENSG00000007350
ENSG00000168283	ENSG00000007372
ENSG00000168283	ENSG00000007376
ENSG00000168283	ENSG00000007384
ENSG00000168283	ENSG00000007392
ENSG00000168283	ENSG00000007520
ENSG00000168283	ENSG00000007541
ENSG00000168283	ENSG00000007923
ENSG00000168283	ENSG00000007944
ENSG00000168283	ENSG00000008056
ENSG00000168283	ENSG00000008128
ENSG00000168283	ENSG00000008130
ENSG00000168283	ENSG00000008226
ENSG00000168283	ENSG00000008277
ENSG00000168283	ENSG00000008282
ENSG00000168283	ENSG00000008283
ENSG00000168283	ENSG00000008300
ENSG00000168283	ENSG00000008324
ENSG00000168283	ENSG00000008394
ENSG00000168283	ENSG00000008405
ENSG00000168283	ENSG00000008441
ENSG00000168283	ENSG00000008513
ENSG00000168283	ENSG00000008710
ENSG00000168283	ENSG00000008838
ENSG00000168283	ENSG00000008988
ENSG00000168283	ENSG00000009307
ENSG00000168283	ENSG00000009413
ENSG00000168283	ENSG00000009790
ENSG00000168283	ENSG00000009830
ENSG00000168283	ENSG00000009844
ENSG00000168283	ENSG00000009950
ENSG00000168283	ENSG00000010165
ENSG00000168283	ENSG00000010219
ENSG00000168283	ENSG00000010244
ENSG00000168283	ENSG00000010292
ENSG00000168283	ENSG00000010318
ENSG00000168283	ENSG00000010361
ENSG00000168283	ENSG00000010404
ENSG00000168283	ENSG00000010438
ENSG00000168283	ENSG00000010626
ENSG00000168283	ENSG00000010704
ENSG00000168283	ENSG00000010803
ENSG00000168283	ENSG00000010810
ENSG00000168283	ENSG00000011007
ENSG00000168283	ENSG00000011009
ENSG00000168283	ENSG00000011021
ENSG00000168283	ENSG00000011028
ENSG00000168283	ENSG00000011052
ENSG00000168283	ENSG00000011114
ENSG00000168283	ENSG00000011132
ENSG00000168283	ENSG00000011143
ENSG00000168283	ENSG00000011201
ENSG00000168283	ENSG00000011243
ENSG00000168283	ENSG00000011258
ENSG00000168283	ENSG00000011275
ENSG00000168283	ENSG00000011295
ENSG00000168283	ENSG00000011304
ENSG00000168283	ENSG00000011332
ENSG00000168283	ENSG00000011376
ENSG00000168283	ENSG00000011405
ENSG00000168283	ENSG00000011422
ENSG00000168283	ENSG00000011426
ENSG00000168283	ENSG00000011454
ENSG00000168283	ENSG00000011485
ENSG00000168283	ENSG00000011523
ENSG00000168283	ENSG00000011566
ENSG00000168283	ENSG00000011590
ENSG00000168283	ENSG00000011600
ENSG00000168283	ENSG00000011638
ENSG00000168283	ENSG00000012048
ENSG00000168283	ENSG00000012061
ENSG00000168283	ENSG00000012124
ENSG00000168283	ENSG00000012174
ENSG00000168283	ENSG00000012822
ENSG00000168283	ENSG00000012963
ENSG00000168283	ENSG00000012983
ENSG00000168283	ENSG00000013016
ENSG00000168283	ENSG00000013288
ENSG00000168283	ENSG00000013297
ENSG00000168283	ENSG00000013306
ENSG00000168283	ENSG00000013364
ENSG00000168283	ENSG00000013441
ENSG00000168283	ENSG00000013503
ENSG00000168283	ENSG00000013523
ENSG00000168283	ENSG00000013561
ENSG00000168283	ENSG00000013583
ENSG00000168283	ENSG00000013588
ENSG00000168283	ENSG00000014123
ENSG00000168283	ENSG00000014138
ENSG00000168283	ENSG00000014216
ENSG00000168283	ENSG00000014641
ENSG00000168283	ENSG00000015133
ENSG00000168283	ENSG00000015153
ENSG00000168283	ENSG00000015171
ENSG00000168283	ENSG00000015285
ENSG00000168283	ENSG00000015413
ENSG00000168283	ENSG00000015475
ENSG00000168283	ENSG00000015479
ENSG00000168283	ENSG00000015676
ENSG00000168283	ENSG00000016402
ENSG00000168283	ENSG00000016864
ENSG00000168283	ENSG00000017260
ENSG00000168283	ENSG00000017483
ENSG00000168283	ENSG00000018189
ENSG00000168283	ENSG00000018236
ENSG00000168283	ENSG00000018280
ENSG00000168283	ENSG00000018408
ENSG00000168283	ENSG00000018510
ENSG00000168283	ENSG00000018625
ENSG00000168283	ENSG00000018869
ENSG00000168283	ENSG00000019186
ENSG00000168283	ENSG00000019505
ENSG00000168283	ENSG00000019549
ENSG00000168283	ENSG00000019991
ENSG00000168283	ENSG00000020129
ENSG00000168283	ENSG00000020256
ENSG00000168283	ENSG00000020426
ENSG00000168283	ENSG00000020922
ENSG00000168283	ENSG00000021300
ENSG00000168283	ENSG00000021355
ENSG00000168283	ENSG00000021488
ENSG00000168283	ENSG00000021645
ENSG00000168283	ENSG00000021776
ENSG00000168283	ENSG00000022267
ENSG00000168283	ENSG00000022277
ENSG00000168283	ENSG00000022355
ENSG00000168283	ENSG00000022840
ENSG00000168283	ENSG00000022976
ENSG00000168283	ENSG00000023171
ENSG00000168283	ENSG00000023228
ENSG00000168283	ENSG00000023287
ENSG00000168283	ENSG00000023330
ENSG00000168283	ENSG00000023445
ENSG00000168283	ENSG00000023608
ENSG00000168283	ENSG00000023892
ENSG00000168283	ENSG00000023902
ENSG00000168283	ENSG00000023909
ENSG00000168283	ENSG00000024862
ENSG00000168283	ENSG00000025293
ENSG00000168283	ENSG00000025423
ENSG00000168283	ENSG00000025434
ENSG00000168283	ENSG00000025772
ENSG00000168283	ENSG00000025796
ENSG00000168283	ENSG00000025800
ENSG00000168283	ENSG00000026025
ENSG00000168283	ENSG00000026036
ENSG00000168283	ENSG00000026103
ENSG00000168283	ENSG00000026508
ENSG00000168283	ENSG00000026950
ENSG00000168283	ENSG00000027001
ENSG00000168283	ENSG00000027075
ENSG00000168283	ENSG00000027847
ENSG00000168283	ENSG00000027869
ENSG00000168283	ENSG00000028116
ENSG00000168283	ENSG00000028203
ENSG00000168283	ENSG00000028277
ENSG00000168283	ENSG00000028310
ENSG00000168283	ENSG00000028528
ENSG00000168283	ENSG00000029153
ENSG00000168283	ENSG00000029364
ENSG00000168283	ENSG00000029725
ENSG00000168283	ENSG00000030304
ENSG00000168283	ENSG00000030419
ENSG00000168283	ENSG00000030582
ENSG00000168283	ENSG00000031003
ENSG00000168283	ENSG00000032219
ENSG00000168283	ENSG00000032389
ENSG00000168283	ENSG00000032742
ENSG00000168283	ENSG00000033011
ENSG00000168283	ENSG00000033030
ENSG00000168283	ENSG00000033050
ENSG00000168283	ENSG00000033100
ENSG00000168283	ENSG00000033170
ENSG00000168283	ENSG00000033627
ENSG00000168283	ENSG00000034053
ENSG00000168283	ENSG00000034533
ENSG00000168283	ENSG00000034677
ENSG00000168283	ENSG00000034693
ENSG00000168283	ENSG00000034713
ENSG00000168283	ENSG00000035115
ENSG00000168283	ENSG00000035664
ENSG00000168283	ENSG00000035681
ENSG00000168283	ENSG00000035720
ENSG00000168283	ENSG00000035928
ENSG00000168283	ENSG00000036549
ENSG00000168283	ENSG00000036672
ENSG00000168283	ENSG00000037241
ENSG00000168283	ENSG00000037749
ENSG00000168283	ENSG00000037757
ENSG00000168283	ENSG00000038210
ENSG00000168283	ENSG00000038219
ENSG00000168283	ENSG00000038295
ENSG00000168283	ENSG00000038358
ENSG00000168283	ENSG00000038382
ENSG00000168283	ENSG00000038427
ENSG00000168283	ENSG00000038532
ENSG00000168283	ENSG00000039123
ENSG00000168283	ENSG00000039139
ENSG00000168283	ENSG00000039319
ENSG00000168283	ENSG00000039537
ENSG00000168283	ENSG00000039560
ENSG00000168283	ENSG00000039600
ENSG00000168283	ENSG00000039650
ENSG00000168283	ENSG00000040199
ENSG00000168283	ENSG00000040275
ENSG00000168283	ENSG00000040341
ENSG00000168283	ENSG00000040731
ENSG00000168283	ENSG00000041353
ENSG00000168283	ENSG00000041357
ENSG00000168283	ENSG00000041802
ENSG00000168283	ENSG00000041982
ENSG00000168283	ENSG00000042088
ENSG00000168283	ENSG00000042286
ENSG00000168283	ENSG00000042317
ENSG00000168283	ENSG00000042493
ENSG00000168283	ENSG00000042753
ENSG00000168283	ENSG00000042781
ENSG00000168283	ENSG00000042813
ENSG00000168283	ENSG00000042832
ENSG00000168283	ENSG00000042980
ENSG00000168283	ENSG00000043093
ENSG00000168283	ENSG00000043143
ENSG00000168283	ENSG00000043514
ENSG00000168283	ENSG00000044090
ENSG00000168283	ENSG00000044115
ENSG00000168283	ENSG00000044459
ENSG00000168283	ENSG00000044524
ENSG00000168283	ENSG00000046647
ENSG00000168283	ENSG00000046653
ENSG00000168283	ENSG00000046889
ENSG00000168283	ENSG00000047056
ENSG00000168283	ENSG00000047249
ENSG00000168283	ENSG00000047346
ENSG00000168283	ENSG00000047457
ENSG00000168283	ENSG00000047578
ENSG00000168283	ENSG00000047579
ENSG00000168283	ENSG00000047621
ENSG00000168283	ENSG00000047932
ENSG00000168283	ENSG00000048052
ENSG00000168283	ENSG00000048162
ENSG00000168283	ENSG00000048342
ENSG00000168283	ENSG00000048462
ENSG00000168283	ENSG00000048471
ENSG00000168283	ENSG00000048540
ENSG00000168283	ENSG00000048649
ENSG00000168283	ENSG00000048707
ENSG00000168283	ENSG00000048828
ENSG00000168283	ENSG00000049089
ENSG00000168283	ENSG00000049130
ENSG00000168283	ENSG00000049167
ENSG00000168283	ENSG00000049283
ENSG00000168283	ENSG00000049323
ENSG00000168283	ENSG00000049449
ENSG00000168283	ENSG00000049541
ENSG00000168283	ENSG00000049618
ENSG00000168283	ENSG00000049656
ENSG00000168283	ENSG00000049769
ENSG00000168283	ENSG00000049860
ENSG00000168283	ENSG00000049883
ENSG00000168283	ENSG00000050130
ENSG00000168283	ENSG00000050165
ENSG00000168283	ENSG00000050426
ENSG00000168283	ENSG00000050438
ENSG00000168283	ENSG00000050555
ENSG00000168283	ENSG00000051009
ENSG00000168283	ENSG00000051108
ENSG00000168283	ENSG00000051128
ENSG00000168283	ENSG00000051180
ENSG00000168283	ENSG00000051341
ENSG00000168283	ENSG00000051523
ENSG00000168283	ENSG00000051620
ENSG00000168283	ENSG00000051825
ENSG00000168283	ENSG00000052126
ENSG00000168283	ENSG00000052723
ENSG00000168283	ENSG00000052749
ENSG00000168283	ENSG00000053108
ENSG00000168283	ENSG00000053254
ENSG00000168283	ENSG00000053372
ENSG00000168283	ENSG00000053501
ENSG00000168283	ENSG00000053524
ENSG00000168283	ENSG00000053747
ENSG00000168283	ENSG00000053900
ENSG00000168283	ENSG00000054116
ENSG00000168283	ENSG00000054118
ENSG00000168283	ENSG00000054148
ENSG00000168283	ENSG00000054179
ENSG00000168283	ENSG00000054356
ENSG00000168283	ENSG00000054392
ENSG00000168283	ENSG00000054611
ENSG00000168283	ENSG00000054654
ENSG00000168283	ENSG00000054690
ENSG00000168283	ENSG00000054796
ENSG00000168283	ENSG00000054938
ENSG00000168283	ENSG00000054967
ENSG00000168283	ENSG00000054983
ENSG00000168283	ENSG00000055070
ENSG00000168283	ENSG00000055118
ENSG00000168283	ENSG00000055147
ENSG00000168283	ENSG00000055163
ENSG00000168283	ENSG00000055211
ENSG00000168283	ENSG00000055483
ENSG00000168283	ENSG00000055950
ENSG00000168283	ENSG00000055957
ENSG00000168283	ENSG00000056097
ENSG00000168283	ENSG00000056487
ENSG00000168283	ENSG00000056558
ENSG00000168283	ENSG00000057294
ENSG00000168283	ENSG00000057593
ENSG00000168283	ENSG00000057663
ENSG00000168283	ENSG00000057704
ENSG00000168283	ENSG00000057935
ENSG00000168283	ENSG00000058056
ENSG00000168283	ENSG00000058262
ENSG00000168283	ENSG00000058272
ENSG00000168283	ENSG00000058335
ENSG00000168283	ENSG00000058404
ENSG00000168283	ENSG00000058453
ENSG00000168283	ENSG00000058600
ENSG00000168283	ENSG00000058668
ENSG00000168283	ENSG00000058729
ENSG00000168283	ENSG00000058804
ENSG00000168283	ENSG00000058866
ENSG00000168283	ENSG00000059145
ENSG00000168283	ENSG00000059377
ENSG00000168283	ENSG00000059378
ENSG00000168283	ENSG00000059588
ENSG00000168283	ENSG00000059691
ENSG00000168283	ENSG00000059728
ENSG00000168283	ENSG00000059758
ENSG00000168283	ENSG00000059769
ENSG00000168283	ENSG00000059915
ENSG00000168283	ENSG00000060138
ENSG00000168283	ENSG00000060140
ENSG00000168283	ENSG00000060656
ENSG00000168283	ENSG00000060709
ENSG00000168283	ENSG00000060749
ENSG00000168283	ENSG00000060762
ENSG00000168283	ENSG00000060982
ENSG00000168283	ENSG00000061273
ENSG00000168283	ENSG00000061656
ENSG00000168283	ENSG00000061676
ENSG00000168283	ENSG00000061794
ENSG00000168283	ENSG00000061936
ENSG00000168283	ENSG00000061987
ENSG00000168283	ENSG00000062038
ENSG00000168283	ENSG00000062194
ENSG00000168283	ENSG00000062370
ENSG00000168283	ENSG00000062485
ENSG00000168283	ENSG00000062524
ENSG00000168283	ENSG00000062582
