from	to
ENSG00000127511	ENSG00000000419
ENSG00000127511	ENSG00000000460
ENSG00000127511	ENSG00000001036
ENSG00000127511	ENSG00000001497
ENSG00000127511	ENSG00000001629
ENSG00000127511	ENSG00000001631
ENSG00000127511	ENSG00000002822
ENSG00000127511	ENSG00000002919
ENSG00000127511	ENSG00000003400
ENSG00000127511	ENSG00000003509
ENSG00000127511	ENSG00000004142
ENSG00000127511	ENSG00000004487
ENSG00000127511	ENSG00000004534
ENSG00000127511	ENSG00000004700
ENSG00000127511	ENSG00000004766
ENSG00000127511	ENSG00000004776
ENSG00000127511	ENSG00000004897
ENSG00000127511	ENSG00000004975
ENSG00000127511	ENSG00000005022
ENSG00000127511	ENSG00000005075
ENSG00000127511	ENSG00000005100
ENSG00000127511	ENSG00000005156
ENSG00000127511	ENSG00000005189
ENSG00000127511	ENSG00000005194
ENSG00000127511	ENSG00000005206
ENSG00000127511	ENSG00000005302
ENSG00000127511	ENSG00000005448
ENSG00000127511	ENSG00000005483
ENSG00000127511	ENSG00000005801
ENSG00000127511	ENSG00000005882
ENSG00000127511	ENSG00000006007
ENSG00000127511	ENSG00000006125
ENSG00000127511	ENSG00000006194
ENSG00000127511	ENSG00000006210
ENSG00000127511	ENSG00000006282
ENSG00000127511	ENSG00000006451
ENSG00000127511	ENSG00000006530
ENSG00000127511	ENSG00000006634
ENSG00000127511	ENSG00000006695
ENSG00000127511	ENSG00000006715
ENSG00000127511	ENSG00000006740
ENSG00000127511	ENSG00000006837
ENSG00000127511	ENSG00000007001
ENSG00000127511	ENSG00000007047
ENSG00000127511	ENSG00000007080
ENSG00000127511	ENSG00000007168
ENSG00000127511	ENSG00000007202
ENSG00000127511	ENSG00000007341
ENSG00000127511	ENSG00000007392
ENSG00000127511	ENSG00000007520
ENSG00000127511	ENSG00000007541
ENSG00000127511	ENSG00000007944
ENSG00000127511	ENSG00000007968
ENSG00000127511	ENSG00000008018
ENSG00000127511	ENSG00000008056
ENSG00000127511	ENSG00000008128
ENSG00000127511	ENSG00000008838
ENSG00000127511	ENSG00000008952
ENSG00000127511	ENSG00000008988
ENSG00000127511	ENSG00000009335
ENSG00000127511	ENSG00000009844
ENSG00000127511	ENSG00000009954
ENSG00000127511	ENSG00000010072
ENSG00000127511	ENSG00000010165
ENSG00000127511	ENSG00000010256
