from	to
ENSG00000154832	ENSG00000000419
ENSG00000154832	ENSG00000000457
ENSG00000154832	ENSG00000001561
ENSG00000154832	ENSG00000001629
ENSG00000154832	ENSG00000001631
ENSG00000154832	ENSG00000002016
ENSG00000154832	ENSG00000002330
ENSG00000154832	ENSG00000002549
ENSG00000154832	ENSG00000002586
ENSG00000154832	ENSG00000002822
ENSG00000154832	ENSG00000003509
ENSG00000154832	ENSG00000003756
ENSG00000154832	ENSG00000003989
ENSG00000154832	ENSG00000004478
ENSG00000154832	ENSG00000004534
ENSG00000154832	ENSG00000004700
ENSG00000154832	ENSG00000004776
ENSG00000154832	ENSG00000004777
ENSG00000154832	ENSG00000004779
ENSG00000154832	ENSG00000004897
ENSG00000154832	ENSG00000004939
ENSG00000154832	ENSG00000004975
ENSG00000154832	ENSG00000005007
ENSG00000154832	ENSG00000005020
ENSG00000154832	ENSG00000005059
ENSG00000154832	ENSG00000005075
ENSG00000154832	ENSG00000005100
ENSG00000154832	ENSG00000005156
ENSG00000154832	ENSG00000005189
ENSG00000154832	ENSG00000005194
ENSG00000154832	ENSG00000005206
ENSG00000154832	ENSG00000005238
ENSG00000154832	ENSG00000005249
ENSG00000154832	ENSG00000005339
ENSG00000154832	ENSG00000005436
ENSG00000154832	ENSG00000005471
ENSG00000154832	ENSG00000005483
ENSG00000154832	ENSG00000005486
ENSG00000154832	ENSG00000005801
ENSG00000154832	ENSG00000005810
ENSG00000154832	ENSG00000005889
ENSG00000154832	ENSG00000006015
ENSG00000154832	ENSG00000006062
ENSG00000154832	ENSG00000006283
ENSG00000154832	ENSG00000006432
ENSG00000154832	ENSG00000006451
ENSG00000154832	ENSG00000006625
ENSG00000154832	ENSG00000006652
ENSG00000154832	ENSG00000006695
ENSG00000154832	ENSG00000006757
ENSG00000154832	ENSG00000006831
ENSG00000154832	ENSG00000006837
ENSG00000154832	ENSG00000007047
ENSG00000154832	ENSG00000007080
ENSG00000154832	ENSG00000007202
ENSG00000154832	ENSG00000007341
ENSG00000154832	ENSG00000007372
ENSG00000154832	ENSG00000007392
ENSG00000154832	ENSG00000007520
ENSG00000154832	ENSG00000007541
ENSG00000154832	ENSG00000007923
ENSG00000154832	ENSG00000008056
ENSG00000154832	ENSG00000008083
ENSG00000154832	ENSG00000008128
ENSG00000154832	ENSG00000008130
ENSG00000154832	ENSG00000008277
ENSG00000154832	ENSG00000008300
ENSG00000154832	ENSG00000008324
ENSG00000154832	ENSG00000008382
ENSG00000154832	ENSG00000008405
ENSG00000154832	ENSG00000008513
ENSG00000154832	ENSG00000008853
ENSG00000154832	ENSG00000008952
ENSG00000154832	ENSG00000008988
ENSG00000154832	ENSG00000009307
ENSG00000154832	ENSG00000009335
ENSG00000154832	ENSG00000009413
ENSG00000154832	ENSG00000009830
ENSG00000154832	ENSG00000009844
ENSG00000154832	ENSG00000010017
ENSG00000154832	ENSG00000010072
ENSG00000154832	ENSG00000010219
ENSG00000154832	ENSG00000010244
ENSG00000154832	ENSG00000010256
ENSG00000154832	ENSG00000010270
ENSG00000154832	ENSG00000010278
ENSG00000154832	ENSG00000010318
ENSG00000154832	ENSG00000010539
ENSG00000154832	ENSG00000010626
ENSG00000154832	ENSG00000010810
ENSG00000154832	ENSG00000011007
ENSG00000154832	ENSG00000011009
ENSG00000154832	ENSG00000011052
ENSG00000154832	ENSG00000011132
ENSG00000154832	ENSG00000011143
ENSG00000154832	ENSG00000011198
ENSG00000154832	ENSG00000011258
ENSG00000154832	ENSG00000011304
ENSG00000154832	ENSG00000011376
ENSG00000154832	ENSG00000011405
ENSG00000154832	ENSG00000011422
ENSG00000154832	ENSG00000011426
ENSG00000154832	ENSG00000011451
ENSG00000154832	ENSG00000011454
ENSG00000154832	ENSG00000011485
ENSG00000154832	ENSG00000011523
ENSG00000154832	ENSG00000011566
ENSG00000154832	ENSG00000012048
ENSG00000154832	ENSG00000012174
ENSG00000154832	ENSG00000012660
ENSG00000154832	ENSG00000012822
ENSG00000154832	ENSG00000012963
ENSG00000154832	ENSG00000013374
ENSG00000154832	ENSG00000013441
ENSG00000154832	ENSG00000013523
ENSG00000154832	ENSG00000013561
ENSG00000154832	ENSG00000014123
ENSG00000154832	ENSG00000014164
ENSG00000154832	ENSG00000014216
ENSG00000154832	ENSG00000014919
ENSG00000154832	ENSG00000015153
ENSG00000154832	ENSG00000015285
ENSG00000154832	ENSG00000015475
ENSG00000154832	ENSG00000015479
ENSG00000154832	ENSG00000015676
ENSG00000154832	ENSG00000016864
ENSG00000154832	ENSG00000017797
ENSG00000154832	ENSG00000018510
ENSG00000154832	ENSG00000018610
ENSG00000154832	ENSG00000018699
ENSG00000154832	ENSG00000018869
ENSG00000154832	ENSG00000019485
ENSG00000154832	ENSG00000020256
ENSG00000154832	ENSG00000021574
ENSG00000154832	ENSG00000021776
ENSG00000154832	ENSG00000022277
