from	to
ENSG00000088930	ENSG00000000460
ENSG00000088930	ENSG00000001084
ENSG00000088930	ENSG00000001461
ENSG00000088930	ENSG00000001497
ENSG00000088930	ENSG00000002822
ENSG00000088930	ENSG00000002919
ENSG00000088930	ENSG00000003756
ENSG00000088930	ENSG00000004455
ENSG00000088930	ENSG00000004487
ENSG00000088930	ENSG00000004766
ENSG00000088930	ENSG00000005075
ENSG00000088930	ENSG00000005100
ENSG00000088930	ENSG00000005194
ENSG00000088930	ENSG00000005700
ENSG00000088930	ENSG00000005882
ENSG00000088930	ENSG00000006125
ENSG00000088930	ENSG00000006652
ENSG00000088930	ENSG00000006712
ENSG00000088930	ENSG00000007047
ENSG00000088930	ENSG00000007372
ENSG00000088930	ENSG00000008128
ENSG00000088930	ENSG00000008988
ENSG00000088930	ENSG00000009307
ENSG00000088930	ENSG00000009413
ENSG00000088930	ENSG00000009844
ENSG00000088930	ENSG00000010165
ENSG00000088930	ENSG00000010810
ENSG00000088930	ENSG00000011052
ENSG00000088930	ENSG00000011275
ENSG00000088930	ENSG00000011376
ENSG00000088930	ENSG00000011422
ENSG00000088930	ENSG00000012061
ENSG00000088930	ENSG00000012174
ENSG00000088930	ENSG00000013561
ENSG00000088930	ENSG00000015479
ENSG00000088930	ENSG00000020129
ENSG00000088930	ENSG00000020426
ENSG00000088930	ENSG00000025434
ENSG00000088930	ENSG00000026025
ENSG00000088930	ENSG00000027001
ENSG00000088930	ENSG00000031691
ENSG00000088930	ENSG00000032219
ENSG00000088930	ENSG00000033800
ENSG00000088930	ENSG00000034693
ENSG00000088930	ENSG00000036565
ENSG00000088930	ENSG00000038002
ENSG00000088930	ENSG00000038219
ENSG00000088930	ENSG00000038274
ENSG00000088930	ENSG00000038358
ENSG00000088930	ENSG00000038532
ENSG00000088930	ENSG00000041880
ENSG00000088930	ENSG00000042753
ENSG00000088930	ENSG00000046647
ENSG00000088930	ENSG00000048162
ENSG00000088930	ENSG00000052723
ENSG00000088930	ENSG00000052802
ENSG00000088930	ENSG00000052841
ENSG00000088930	ENSG00000053501
ENSG00000088930	ENSG00000054118
ENSG00000088930	ENSG00000054611
ENSG00000088930	ENSG00000056277
ENSG00000088930	ENSG00000057663
ENSG00000088930	ENSG00000058729
ENSG00000088930	ENSG00000058804
ENSG00000088930	ENSG00000059145
ENSG00000088930	ENSG00000059728
ENSG00000088930	ENSG00000060138
ENSG00000088930	ENSG00000060140
ENSG00000088930	ENSG00000062582
ENSG00000088930	ENSG00000063241
ENSG00000088930	ENSG00000063245
ENSG00000088930	ENSG00000063322
ENSG00000088930	ENSG00000063854
ENSG00000088930	ENSG00000064419
ENSG00000088930	ENSG00000064489
ENSG00000088930	ENSG00000064490
ENSG00000088930	ENSG00000064545
ENSG00000088930	ENSG00000064601
ENSG00000088930	ENSG00000064687
ENSG00000088930	ENSG00000064995
ENSG00000088930	ENSG00000065029
ENSG00000088930	ENSG00000065328
ENSG00000088930	ENSG00000065491
ENSG00000088930	ENSG00000065526
ENSG00000088930	ENSG00000065615
ENSG00000088930	ENSG00000065989
ENSG00000088930	ENSG00000066136
ENSG00000088930	ENSG00000066379
ENSG00000088930	ENSG00000066557
ENSG00000088930	ENSG00000066654
ENSG00000088930	ENSG00000067225
ENSG00000088930	ENSG00000067334
ENSG00000088930	ENSG00000067533
ENSG00000088930	ENSG00000067560
ENSG00000088930	ENSG00000067596
ENSG00000088930	ENSG00000068323
ENSG00000088930	ENSG00000069424
ENSG00000088930	ENSG00000070444
ENSG00000088930	ENSG00000070718
ENSG00000088930	ENSG00000070761
ENSG00000088930	ENSG00000070831
ENSG00000088930	ENSG00000071282
ENSG00000088930	ENSG00000072062
ENSG00000088930	ENSG00000072110
ENSG00000088930	ENSG00000072274
ENSG00000088930	ENSG00000072501
ENSG00000088930	ENSG00000073536
ENSG00000088930	ENSG00000073614
ENSG00000088930	ENSG00000073803
ENSG00000088930	ENSG00000074266
ENSG00000088930	ENSG00000074319
ENSG00000088930	ENSG00000074855
ENSG00000088930	ENSG00000074935
ENSG00000088930	ENSG00000075131
ENSG00000088930	ENSG00000075415
ENSG00000088930	ENSG00000075856
ENSG00000088930	ENSG00000075975
ENSG00000088930	ENSG00000076003
ENSG00000088930	ENSG00000076108
ENSG00000088930	ENSG00000076242
ENSG00000088930	ENSG00000076351
ENSG00000088930	ENSG00000076513
ENSG00000088930	ENSG00000076924
ENSG00000088930	ENSG00000076928
ENSG00000088930	ENSG00000077458
ENSG00000088930	ENSG00000077721
ENSG00000088930	ENSG00000078487
ENSG00000088930	ENSG00000078618
ENSG00000088930	ENSG00000078674
ENSG00000088930	ENSG00000078699
ENSG00000088930	ENSG00000079134
ENSG00000088930	ENSG00000079215
ENSG00000088930	ENSG00000079277
ENSG00000088930	ENSG00000079332
ENSG00000088930	ENSG00000079337
ENSG00000088930	ENSG00000079785
ENSG00000088930	ENSG00000080345
ENSG00000088930	ENSG00000080819
ENSG00000088930	ENSG00000080824
ENSG00000088930	ENSG00000080839
ENSG00000088930	ENSG00000080986
ENSG00000088930	ENSG00000081154
ENSG00000088930	ENSG00000081177
ENSG00000088930	ENSG00000081692
ENSG00000088930	ENSG00000082068
ENSG00000088930	ENSG00000082213
ENSG00000088930	ENSG00000082516
ENSG00000088930	ENSG00000083093
ENSG00000088930	ENSG00000083097
ENSG00000088930	ENSG00000083168
ENSG00000088930	ENSG00000083223
ENSG00000088930	ENSG00000083312
ENSG00000088930	ENSG00000083544
ENSG00000088930	ENSG00000083845
ENSG00000088930	ENSG00000084072
ENSG00000088930	ENSG00000084073
ENSG00000088930	ENSG00000084733
ENSG00000088930	ENSG00000085185
ENSG00000088930	ENSG00000085644
ENSG00000088930	ENSG00000085662
ENSG00000088930	ENSG00000085721
ENSG00000088930	ENSG00000085760
ENSG00000088930	ENSG00000085999
ENSG00000088930	ENSG00000086189
ENSG00000088930	ENSG00000086200
ENSG00000088930	ENSG00000086504
ENSG00000088930	ENSG00000086589
ENSG00000088930	ENSG00000087008
ENSG00000088930	ENSG00000087053
ENSG00000088930	ENSG00000087077
ENSG00000088930	ENSG00000087086
ENSG00000088930	ENSG00000087087
ENSG00000088930	ENSG00000087263
ENSG00000088930	ENSG00000087269
ENSG00000088930	ENSG00000087299
ENSG00000088930	ENSG00000087302
ENSG00000088930	ENSG00000087995
ENSG00000088930	ENSG00000088682
ENSG00000088930	ENSG00000089006
ENSG00000088930	ENSG00000089022
ENSG00000088930	ENSG00000089048
ENSG00000088930	ENSG00000089053
ENSG00000088930	ENSG00000089063
ENSG00000088930	ENSG00000089157
ENSG00000088930	ENSG00000089280
ENSG00000088930	ENSG00000089486
ENSG00000088930	ENSG00000089723
ENSG00000088930	ENSG00000090060
ENSG00000088930	ENSG00000090061
ENSG00000088930	ENSG00000090263
ENSG00000088930	ENSG00000090266
ENSG00000088930	ENSG00000090615
ENSG00000088930	ENSG00000090686
ENSG00000088930	ENSG00000090863
ENSG00000088930	ENSG00000091009
ENSG00000088930	ENSG00000091039
ENSG00000088930	ENSG00000091656
ENSG00000088930	ENSG00000091732
ENSG00000088930	ENSG00000091947
ENSG00000088930	ENSG00000092199
ENSG00000088930	ENSG00000092203
ENSG00000088930	ENSG00000092330
ENSG00000088930	ENSG00000092421
ENSG00000088930	ENSG00000092841
ENSG00000088930	ENSG00000092871
ENSG00000088930	ENSG00000092931
ENSG00000088930	ENSG00000092964
ENSG00000088930	ENSG00000093183
ENSG00000088930	ENSG00000094804
ENSG00000088930	ENSG00000094914
ENSG00000088930	ENSG00000094916
ENSG00000088930	ENSG00000095002
ENSG00000088930	ENSG00000095066
ENSG00000088930	ENSG00000095485
ENSG00000088930	ENSG00000095587
ENSG00000088930	ENSG00000095794
ENSG00000088930	ENSG00000096070
ENSG00000088930	ENSG00000096093
ENSG00000088930	ENSG00000096384
ENSG00000088930	ENSG00000096654
ENSG00000088930	ENSG00000096746
ENSG00000088930	ENSG00000097033
ENSG00000088930	ENSG00000099246
ENSG00000088930	ENSG00000099377
ENSG00000088930	ENSG00000099622
ENSG00000088930	ENSG00000099860
ENSG00000088930	ENSG00000099889
ENSG00000088930	ENSG00000099958
ENSG00000088930	ENSG00000099968
ENSG00000088930	ENSG00000099991
ENSG00000088930	ENSG00000100028
ENSG00000088930	ENSG00000100038
ENSG00000088930	ENSG00000100058
ENSG00000088930	ENSG00000100099
ENSG00000088930	ENSG00000100101
ENSG00000088930	ENSG00000100104
ENSG00000088930	ENSG00000100109
ENSG00000088930	ENSG00000100124
ENSG00000088930	ENSG00000100129
ENSG00000088930	ENSG00000100216
ENSG00000088930	ENSG00000100221
ENSG00000088930	ENSG00000100281
ENSG00000088930	ENSG00000100294
ENSG00000088930	ENSG00000100296
ENSG00000088930	ENSG00000100316
ENSG00000088930	ENSG00000100320
ENSG00000088930	ENSG00000100324
ENSG00000088930	ENSG00000100347
ENSG00000088930	ENSG00000100348
ENSG00000088930	ENSG00000100354
ENSG00000088930	ENSG00000100360
ENSG00000088930	ENSG00000100416
ENSG00000088930	ENSG00000100461
ENSG00000088930	ENSG00000100596
ENSG00000088930	ENSG00000100601
ENSG00000088930	ENSG00000100650
ENSG00000088930	ENSG00000100664
ENSG00000088930	ENSG00000100796
ENSG00000088930	ENSG00000100802
ENSG00000088930	ENSG00000100804
ENSG00000088930	ENSG00000100813
ENSG00000088930	ENSG00000100836
ENSG00000088930	ENSG00000100888
ENSG00000088930	ENSG00000101019
ENSG00000088930	ENSG00000101052
ENSG00000088930	ENSG00000101161
ENSG00000088930	ENSG00000101247
ENSG00000088930	ENSG00000101353
ENSG00000088930	ENSG00000101391
ENSG00000088930	ENSG00000101417
ENSG00000088930	ENSG00000101439
ENSG00000088930	ENSG00000101473
ENSG00000088930	ENSG00000101557
ENSG00000088930	ENSG00000101574
ENSG00000088930	ENSG00000101665
ENSG00000088930	ENSG00000101849
ENSG00000088930	ENSG00000101868
ENSG00000088930	ENSG00000101882
ENSG00000088930	ENSG00000101901
ENSG00000088930	ENSG00000102054
ENSG00000088930	ENSG00000102078
ENSG00000088930	ENSG00000102096
ENSG00000088930	ENSG00000102158
ENSG00000088930	ENSG00000102309
ENSG00000088930	ENSG00000102393
ENSG00000088930	ENSG00000102543
ENSG00000088930	ENSG00000102738
ENSG00000088930	ENSG00000102786
ENSG00000088930	ENSG00000102870
ENSG00000088930	ENSG00000102978
ENSG00000088930	ENSG00000102984
ENSG00000088930	ENSG00000103061
ENSG00000088930	ENSG00000103091
ENSG00000088930	ENSG00000103111
ENSG00000088930	ENSG00000103148
ENSG00000088930	ENSG00000103342
ENSG00000088930	ENSG00000103351
ENSG00000088930	ENSG00000103429
ENSG00000088930	ENSG00000103550
ENSG00000088930	ENSG00000103642
ENSG00000088930	ENSG00000103671
ENSG00000088930	ENSG00000103932
ENSG00000088930	ENSG00000103942
ENSG00000088930	ENSG00000104147
ENSG00000088930	ENSG00000104221
ENSG00000088930	ENSG00000104343
ENSG00000088930	ENSG00000104408
ENSG00000088930	ENSG00000104613
ENSG00000088930	ENSG00000104671
ENSG00000088930	ENSG00000104679
ENSG00000088930	ENSG00000104714
ENSG00000088930	ENSG00000104731
ENSG00000088930	ENSG00000104738
ENSG00000088930	ENSG00000104823
ENSG00000088930	ENSG00000104824
ENSG00000088930	ENSG00000104866
ENSG00000088930	ENSG00000104953
