from	to
ENSG00000119138	ENSG00000000460
ENSG00000119138	ENSG00000001036
ENSG00000119138	ENSG00000001084
ENSG00000119138	ENSG00000001167
ENSG00000119138	ENSG00000001617
ENSG00000119138	ENSG00000001630
ENSG00000119138	ENSG00000002330
ENSG00000119138	ENSG00000002549
ENSG00000119138	ENSG00000002586
ENSG00000119138	ENSG00000002834
ENSG00000119138	ENSG00000002919
ENSG00000119138	ENSG00000003056
ENSG00000119138	ENSG00000003147
ENSG00000119138	ENSG00000003249
ENSG00000119138	ENSG00000003393
ENSG00000119138	ENSG00000003402
ENSG00000119138	ENSG00000003509
ENSG00000119138	ENSG00000003756
ENSG00000119138	ENSG00000003987
ENSG00000119138	ENSG00000003989
ENSG00000119138	ENSG00000004059
ENSG00000119138	ENSG00000004139
ENSG00000119138	ENSG00000004142
ENSG00000119138	ENSG00000004399
ENSG00000119138	ENSG00000004455
ENSG00000119138	ENSG00000004478
ENSG00000119138	ENSG00000004487
ENSG00000119138	ENSG00000004534
ENSG00000119138	ENSG00000004700
ENSG00000119138	ENSG00000004766
ENSG00000119138	ENSG00000004776
ENSG00000119138	ENSG00000004777
ENSG00000119138	ENSG00000004779
ENSG00000119138	ENSG00000004838
ENSG00000119138	ENSG00000004848
ENSG00000119138	ENSG00000004864
ENSG00000119138	ENSG00000004866
ENSG00000119138	ENSG00000004897
ENSG00000119138	ENSG00000004961
ENSG00000119138	ENSG00000004975
ENSG00000119138	ENSG00000005001
ENSG00000119138	ENSG00000005020
ENSG00000119138	ENSG00000005022
ENSG00000119138	ENSG00000005059
ENSG00000119138	ENSG00000005075
ENSG00000119138	ENSG00000005100
ENSG00000119138	ENSG00000005108
ENSG00000119138	ENSG00000005156
ENSG00000119138	ENSG00000005175
ENSG00000119138	ENSG00000005189
ENSG00000119138	ENSG00000005194
ENSG00000119138	ENSG00000005206
ENSG00000119138	ENSG00000005238
ENSG00000119138	ENSG00000005249
ENSG00000119138	ENSG00000005339
ENSG00000119138	ENSG00000005436
ENSG00000119138	ENSG00000005448
ENSG00000119138	ENSG00000005469
ENSG00000119138	ENSG00000005483
ENSG00000119138	ENSG00000005486
ENSG00000119138	ENSG00000005801
ENSG00000119138	ENSG00000005810
ENSG00000119138	ENSG00000005812
ENSG00000119138	ENSG00000005882
ENSG00000119138	ENSG00000005884
ENSG00000119138	ENSG00000005893
ENSG00000119138	ENSG00000005961
ENSG00000119138	ENSG00000006015
ENSG00000119138	ENSG00000006016
ENSG00000119138	ENSG00000006047
ENSG00000119138	ENSG00000006062
ENSG00000119138	ENSG00000006118
ENSG00000119138	ENSG00000006125
ENSG00000119138	ENSG00000006210
ENSG00000119138	ENSG00000006282
ENSG00000119138	ENSG00000006327
ENSG00000119138	ENSG00000006377
ENSG00000119138	ENSG00000006432
ENSG00000119138	ENSG00000006451
ENSG00000119138	ENSG00000006453
ENSG00000119138	ENSG00000006468
ENSG00000119138	ENSG00000006530
ENSG00000119138	ENSG00000006534
ENSG00000119138	ENSG00000006576
ENSG00000119138	ENSG00000006607
ENSG00000119138	ENSG00000006625
ENSG00000119138	ENSG00000006634
ENSG00000119138	ENSG00000006638
ENSG00000119138	ENSG00000006652
ENSG00000119138	ENSG00000006695
ENSG00000119138	ENSG00000006715
ENSG00000119138	ENSG00000006744
ENSG00000119138	ENSG00000006756
ENSG00000119138	ENSG00000006837
ENSG00000119138	ENSG00000007047
ENSG00000119138	ENSG00000007174
ENSG00000119138	ENSG00000007202
ENSG00000119138	ENSG00000007255
ENSG00000119138	ENSG00000007306
ENSG00000119138	ENSG00000007341
ENSG00000119138	ENSG00000007376
ENSG00000119138	ENSG00000007384
ENSG00000119138	ENSG00000007392
ENSG00000119138	ENSG00000007516
ENSG00000119138	ENSG00000007520
ENSG00000119138	ENSG00000007541
ENSG00000119138	ENSG00000007545
ENSG00000119138	ENSG00000007866
ENSG00000119138	ENSG00000007923
ENSG00000119138	ENSG00000007944
ENSG00000119138	ENSG00000008018
ENSG00000119138	ENSG00000008086
ENSG00000119138	ENSG00000008128
ENSG00000119138	ENSG00000008130
ENSG00000119138	ENSG00000008256
ENSG00000119138	ENSG00000008277
ENSG00000119138	ENSG00000008282
ENSG00000119138	ENSG00000008283
ENSG00000119138	ENSG00000008294
ENSG00000119138	ENSG00000008324
ENSG00000119138	ENSG00000008382
ENSG00000119138	ENSG00000008394
ENSG00000119138	ENSG00000008405
ENSG00000119138	ENSG00000008513
ENSG00000119138	ENSG00000008517
ENSG00000119138	ENSG00000008735
ENSG00000119138	ENSG00000008838
ENSG00000119138	ENSG00000008853
ENSG00000119138	ENSG00000008869
ENSG00000119138	ENSG00000008952
ENSG00000119138	ENSG00000008988
ENSG00000119138	ENSG00000009307
ENSG00000119138	ENSG00000009413
ENSG00000119138	ENSG00000009830
ENSG00000119138	ENSG00000009950
ENSG00000119138	ENSG00000009954
ENSG00000119138	ENSG00000010219
ENSG00000119138	ENSG00000010244
ENSG00000119138	ENSG00000010270
ENSG00000119138	ENSG00000010278
ENSG00000119138	ENSG00000010282
ENSG00000119138	ENSG00000010292
ENSG00000119138	ENSG00000010310
ENSG00000119138	ENSG00000010318
ENSG00000119138	ENSG00000010322
ENSG00000119138	ENSG00000010361
ENSG00000119138	ENSG00000010404
ENSG00000119138	ENSG00000010539
ENSG00000119138	ENSG00000010626
ENSG00000119138	ENSG00000010810
ENSG00000119138	ENSG00000010818
ENSG00000119138	ENSG00000011007
ENSG00000119138	ENSG00000011009
ENSG00000119138	ENSG00000011021
ENSG00000119138	ENSG00000011052
ENSG00000119138	ENSG00000011105
ENSG00000119138	ENSG00000011114
ENSG00000119138	ENSG00000011198
ENSG00000119138	ENSG00000011243
ENSG00000119138	ENSG00000011260
ENSG00000119138	ENSG00000011275
ENSG00000119138	ENSG00000011295
ENSG00000119138	ENSG00000011304
ENSG00000119138	ENSG00000011332
ENSG00000119138	ENSG00000011376
ENSG00000119138	ENSG00000011405
ENSG00000119138	ENSG00000011422
ENSG00000119138	ENSG00000011426
ENSG00000119138	ENSG00000011451
ENSG00000119138	ENSG00000011454
ENSG00000119138	ENSG00000011478
ENSG00000119138	ENSG00000011523
ENSG00000119138	ENSG00000011566
ENSG00000119138	ENSG00000011638
ENSG00000119138	ENSG00000012061
ENSG00000119138	ENSG00000012171
ENSG00000119138	ENSG00000012174
ENSG00000119138	ENSG00000012211
ENSG00000119138	ENSG00000012232
ENSG00000119138	ENSG00000012660
ENSG00000119138	ENSG00000012822
ENSG00000119138	ENSG00000012963
ENSG00000119138	ENSG00000012983
ENSG00000119138	ENSG00000013275
ENSG00000119138	ENSG00000013288
ENSG00000119138	ENSG00000013306
ENSG00000119138	ENSG00000013364
ENSG00000119138	ENSG00000013374
ENSG00000119138	ENSG00000013375
ENSG00000119138	ENSG00000013392
ENSG00000119138	ENSG00000013441
ENSG00000119138	ENSG00000013503
ENSG00000119138	ENSG00000013523
ENSG00000119138	ENSG00000013561
ENSG00000119138	ENSG00000013563
ENSG00000119138	ENSG00000013573
ENSG00000119138	ENSG00000013583
ENSG00000119138	ENSG00000013588
ENSG00000119138	ENSG00000014138
ENSG00000119138	ENSG00000014164
ENSG00000119138	ENSG00000014824
ENSG00000119138	ENSG00000014914
ENSG00000119138	ENSG00000014919
ENSG00000119138	ENSG00000015133
ENSG00000119138	ENSG00000015153
ENSG00000119138	ENSG00000015171
ENSG00000119138	ENSG00000015285
ENSG00000119138	ENSG00000015413
ENSG00000119138	ENSG00000015475
ENSG00000119138	ENSG00000015479
ENSG00000119138	ENSG00000015532
ENSG00000119138	ENSG00000015676
ENSG00000119138	ENSG00000016391
ENSG00000119138	ENSG00000016864
ENSG00000119138	ENSG00000017260
ENSG00000119138	ENSG00000017483
ENSG00000119138	ENSG00000017797
ENSG00000119138	ENSG00000018189
ENSG00000119138	ENSG00000018280
ENSG00000119138	ENSG00000018408
ENSG00000119138	ENSG00000018510
