from	to
ENSG00000120616	ENSG00000005075
ENSG00000120616	ENSG00000006015
ENSG00000120616	ENSG00000007038
ENSG00000120616	ENSG00000011052
ENSG00000120616	ENSG00000011304
ENSG00000120616	ENSG00000013523
ENSG00000120616	ENSG00000022976
ENSG00000120616	ENSG00000027001
ENSG00000120616	ENSG00000051108
ENSG00000120616	ENSG00000060982
ENSG00000120616	ENSG00000061794
ENSG00000120616	ENSG00000063854
ENSG00000120616	ENSG00000065978
ENSG00000120616	ENSG00000067225
ENSG00000120616	ENSG00000070669
ENSG00000120616	ENSG00000077150
ENSG00000120616	ENSG00000079134
ENSG00000120616	ENSG00000080839
ENSG00000120616	ENSG00000086598
ENSG00000120616	ENSG00000089006
ENSG00000120616	ENSG00000089022
ENSG00000120616	ENSG00000089048
ENSG00000120616	ENSG00000099800
ENSG00000120616	ENSG00000099840
ENSG00000120616	ENSG00000099899
ENSG00000120616	ENSG00000099901
ENSG00000120616	ENSG00000100220
ENSG00000120616	ENSG00000100949
ENSG00000120616	ENSG00000100991
ENSG00000120616	ENSG00000101246
ENSG00000120616	ENSG00000101247
ENSG00000120616	ENSG00000101361
ENSG00000120616	ENSG00000101849
ENSG00000120616	ENSG00000102763
ENSG00000120616	ENSG00000104064
ENSG00000120616	ENSG00000104408
ENSG00000120616	ENSG00000105323
ENSG00000120616	ENSG00000105364
ENSG00000120616	ENSG00000106105
ENSG00000120616	ENSG00000106244
ENSG00000120616	ENSG00000106400
ENSG00000120616	ENSG00000106609
ENSG00000120616	ENSG00000108509
ENSG00000120616	ENSG00000108588
ENSG00000120616	ENSG00000108829
ENSG00000120616	ENSG00000108953
ENSG00000120616	ENSG00000109332
ENSG00000120616	ENSG00000109606
ENSG00000120616	ENSG00000110066
ENSG00000120616	ENSG00000110104
ENSG00000120616	ENSG00000111231
ENSG00000120616	ENSG00000111707
ENSG00000120616	ENSG00000111716
ENSG00000120616	ENSG00000112096
ENSG00000120616	ENSG00000112159
ENSG00000120616	ENSG00000112578
ENSG00000120616	ENSG00000114503
ENSG00000120616	ENSG00000114650
ENSG00000120616	ENSG00000114686
ENSG00000120616	ENSG00000115355
ENSG00000120616	ENSG00000115446
ENSG00000120616	ENSG00000115484
ENSG00000120616	ENSG00000115866
ENSG00000120616	ENSG00000116497
ENSG00000120616	ENSG00000117148
ENSG00000120616	ENSG00000117308
ENSG00000120616	ENSG00000117597
ENSG00000120616	ENSG00000118217
ENSG00000120616	ENSG00000119048
ENSG00000120616	ENSG00000119318
ENSG00000120616	ENSG00000119574
ENSG00000120616	ENSG00000120254
ENSG00000120616	ENSG00000122696
ENSG00000120616	ENSG00000123297
ENSG00000120616	ENSG00000124942
ENSG00000120616	ENSG00000125149
ENSG00000120616	ENSG00000125166
ENSG00000120616	ENSG00000125703
ENSG00000120616	ENSG00000125871
ENSG00000120616	ENSG00000126012
ENSG00000120616	ENSG00000126457
ENSG00000120616	ENSG00000127554
ENSG00000120616	ENSG00000130741
ENSG00000120616	ENSG00000131143
ENSG00000120616	ENSG00000131148
ENSG00000120616	ENSG00000131187
ENSG00000120616	ENSG00000132361
ENSG00000120616	ENSG00000132507
ENSG00000120616	ENSG00000133027
ENSG00000120616	ENSG00000133704
ENSG00000120616	ENSG00000134262
ENSG00000120616	ENSG00000134265
ENSG00000120616	ENSG00000134684
ENSG00000120616	ENSG00000135387
ENSG00000120616	ENSG00000135404
ENSG00000120616	ENSG00000136527
ENSG00000120616	ENSG00000136628
ENSG00000120616	ENSG00000136891
ENSG00000120616	ENSG00000137547
ENSG00000120616	ENSG00000137656
ENSG00000120616	ENSG00000138674
ENSG00000120616	ENSG00000140455
ENSG00000120616	ENSG00000141349
ENSG00000120616	ENSG00000141367
ENSG00000120616	ENSG00000141522
ENSG00000120616	ENSG00000143228
ENSG00000120616	ENSG00000143248
ENSG00000120616	ENSG00000146457
ENSG00000120616	ENSG00000147162
ENSG00000120616	ENSG00000147164
ENSG00000120616	ENSG00000148248
ENSG00000120616	ENSG00000148824
ENSG00000120616	ENSG00000150768
ENSG00000120616	ENSG00000153201
ENSG00000120616	ENSG00000156502
ENSG00000120616	ENSG00000158691
ENSG00000120616	ENSG00000160014
ENSG00000120616	ENSG00000160075
ENSG00000120616	ENSG00000160209
ENSG00000120616	ENSG00000161960
ENSG00000120616	ENSG00000162769
ENSG00000120616	ENSG00000162959
ENSG00000120616	ENSG00000163155
ENSG00000120616	ENSG00000163156
ENSG00000120616	ENSG00000163866
ENSG00000120616	ENSG00000164880
ENSG00000120616	ENSG00000164889
ENSG00000120616	ENSG00000166046
ENSG00000120616	ENSG00000166226
ENSG00000120616	ENSG00000166747
ENSG00000120616	ENSG00000166780
ENSG00000120616	ENSG00000167264
ENSG00000120616	ENSG00000168003
ENSG00000120616	ENSG00000168066
ENSG00000120616	ENSG00000168275
ENSG00000120616	ENSG00000168397
ENSG00000120616	ENSG00000168522
ENSG00000120616	ENSG00000169682
ENSG00000120616	ENSG00000169813
ENSG00000120616	ENSG00000169919
ENSG00000120616	ENSG00000170310
ENSG00000120616	ENSG00000170502
ENSG00000120616	ENSG00000170855
ENSG00000120616	ENSG00000172081
ENSG00000120616	ENSG00000172661
ENSG00000120616	ENSG00000173153
ENSG00000120616	ENSG00000173163
ENSG00000120616	ENSG00000174206
ENSG00000120616	ENSG00000174720
ENSG00000120616	ENSG00000174775
ENSG00000120616	ENSG00000174886
ENSG00000120616	ENSG00000174989
ENSG00000120616	ENSG00000175193
ENSG00000120616	ENSG00000175334
ENSG00000120616	ENSG00000175376
ENSG00000120616	ENSG00000175556
ENSG00000120616	ENSG00000175701
ENSG00000120616	ENSG00000175768
ENSG00000120616	ENSG00000176142
ENSG00000120616	ENSG00000176422
ENSG00000120616	ENSG00000176946
ENSG00000120616	ENSG00000177192
ENSG00000120616	ENSG00000177370
ENSG00000120616	ENSG00000177853
ENSG00000120616	ENSG00000178999
ENSG00000120616	ENSG00000179455
