from	to
ENSG00000164985	ENSG00000007237
ENSG00000164985	ENSG00000010810
ENSG00000164985	ENSG00000057608
ENSG00000164985	ENSG00000072041
ENSG00000164985	ENSG00000080293
ENSG00000164985	ENSG00000081189
ENSG00000164985	ENSG00000095787
ENSG00000164985	ENSG00000101782
ENSG00000164985	ENSG00000102760
ENSG00000164985	ENSG00000102805
ENSG00000164985	ENSG00000104524
ENSG00000164985	ENSG00000106144
ENSG00000164985	ENSG00000108352
ENSG00000164985	ENSG00000113658
ENSG00000164985	ENSG00000116584
ENSG00000164985	ENSG00000116678
ENSG00000164985	ENSG00000117054
ENSG00000164985	ENSG00000117859
ENSG00000164985	ENSG00000118407
ENSG00000164985	ENSG00000118513
ENSG00000164985	ENSG00000119185
ENSG00000164985	ENSG00000129474
ENSG00000164985	ENSG00000135365
ENSG00000164985	ENSG00000139974
ENSG00000164985	ENSG00000142864
ENSG00000164985	ENSG00000144357
ENSG00000164985	ENSG00000146872
ENSG00000164985	ENSG00000149948
ENSG00000164985	ENSG00000150991
ENSG00000164985	ENSG00000163125
ENSG00000164985	ENSG00000163468
ENSG00000164985	ENSG00000164125
ENSG00000164985	ENSG00000169756
ENSG00000164985	ENSG00000170004
ENSG00000164985	ENSG00000180592
ENSG00000164985	ENSG00000181381
ENSG00000164985	ENSG00000183092
ENSG00000164985	ENSG00000183571
ENSG00000164985	ENSG00000185737
ENSG00000164985	ENSG00000196455
ENSG00000164985	ENSG00000196547
ENSG00000164985	ENSG00000198431
ENSG00000164985	ENSG00000198815
ENSG00000164985	ENSG00000198888
ENSG00000164985	ENSG00000199220
ENSG00000164985	ENSG00000203684
ENSG00000164985	ENSG00000204310
ENSG00000164985	ENSG00000206704
ENSG00000164985	ENSG00000210117
ENSG00000164985	ENSG00000210176
ENSG00000164985	ENSG00000210184
ENSG00000164985	ENSG00000210195
ENSG00000164985	ENSG00000210196
ENSG00000164985	ENSG00000212907
ENSG00000164985	ENSG00000214401
ENSG00000164985	ENSG00000215156
ENSG00000164985	ENSG00000223475
ENSG00000164985	ENSG00000224276
ENSG00000164985	ENSG00000226515
ENSG00000164985	ENSG00000229578
ENSG00000164985	ENSG00000229896
ENSG00000164985	ENSG00000231034
ENSG00000164985	ENSG00000231721
ENSG00000164985	ENSG00000231889
ENSG00000164985	ENSG00000232131
ENSG00000164985	ENSG00000233355
ENSG00000164985	ENSG00000235066
ENSG00000164985	ENSG00000242609
ENSG00000164985	ENSG00000243156
ENSG00000164985	ENSG00000252074
ENSG00000164985	ENSG00000253627
ENSG00000164985	ENSG00000264563
ENSG00000164985	ENSG00000272812
