from	to
ENSG00000106571	ENSG00000002016
ENSG00000106571	ENSG00000006015
ENSG00000106571	ENSG00000008988
ENSG00000106571	ENSG00000010256
ENSG00000106571	ENSG00000010318
ENSG00000106571	ENSG00000012061
ENSG00000106571	ENSG00000015676
ENSG00000106571	ENSG00000041357
ENSG00000106571	ENSG00000047849
ENSG00000106571	ENSG00000055070
ENSG00000106571	ENSG00000058272
ENSG00000106571	ENSG00000066654
ENSG00000106571	ENSG00000067369
ENSG00000106571	ENSG00000070018
ENSG00000106571	ENSG00000072778
ENSG00000106571	ENSG00000072958
ENSG00000106571	ENSG00000074621
ENSG00000106571	ENSG00000076321
ENSG00000106571	ENSG00000080546
ENSG00000106571	ENSG00000080824
ENSG00000106571	ENSG00000082781
ENSG00000106571	ENSG00000085231
ENSG00000106571	ENSG00000086102
ENSG00000106571	ENSG00000087008
ENSG00000106571	ENSG00000087470
ENSG00000106571	ENSG00000088448
ENSG00000106571	ENSG00000088727
ENSG00000106571	ENSG00000088766
ENSG00000106571	ENSG00000090263
ENSG00000106571	ENSG00000090615
ENSG00000106571	ENSG00000094631
ENSG00000106571	ENSG00000095261
ENSG00000106571	ENSG00000099800
ENSG00000106571	ENSG00000100344
ENSG00000106571	ENSG00000100380
ENSG00000106571	ENSG00000100650
ENSG00000106571	ENSG00000100889
ENSG00000106571	ENSG00000101040
ENSG00000106571	ENSG00000101052
ENSG00000106571	ENSG00000101608
ENSG00000106571	ENSG00000103145
ENSG00000106571	ENSG00000103168
ENSG00000106571	ENSG00000103248
ENSG00000106571	ENSG00000103978
ENSG00000106571	ENSG00000104047
ENSG00000106571	ENSG00000104231
ENSG00000106571	ENSG00000104814
ENSG00000106571	ENSG00000104824
ENSG00000106571	ENSG00000105135
ENSG00000106571	ENSG00000105738
ENSG00000106571	ENSG00000105821
ENSG00000106571	ENSG00000105849
ENSG00000106571	ENSG00000107371
ENSG00000106571	ENSG00000108055
ENSG00000106571	ENSG00000110274
ENSG00000106571	ENSG00000110713
ENSG00000106571	ENSG00000110801
ENSG00000106571	ENSG00000111196
ENSG00000106571	ENSG00000111364
ENSG00000106571	ENSG00000111371
ENSG00000106571	ENSG00000112473
ENSG00000106571	ENSG00000113048
ENSG00000106571	ENSG00000113407
ENSG00000106571	ENSG00000114473
ENSG00000106571	ENSG00000115468
ENSG00000106571	ENSG00000115486
ENSG00000106571	ENSG00000115750
ENSG00000106571	ENSG00000116044
ENSG00000106571	ENSG00000117475
ENSG00000106571	ENSG00000117748
ENSG00000106571	ENSG00000118162
ENSG00000106571	ENSG00000119574
ENSG00000106571	ENSG00000121390
ENSG00000106571	ENSG00000122545
ENSG00000106571	ENSG00000123609
ENSG00000106571	ENSG00000124508
ENSG00000106571	ENSG00000125484
ENSG00000106571	ENSG00000125485
ENSG00000106571	ENSG00000125779
ENSG00000106571	ENSG00000125846
ENSG00000106571	ENSG00000126746
ENSG00000106571	ENSG00000126773
ENSG00000106571	ENSG00000126883
ENSG00000106571	ENSG00000127666
ENSG00000106571	ENSG00000128050
ENSG00000106571	ENSG00000128059
ENSG00000106571	ENSG00000128585
ENSG00000106571	ENSG00000129055
ENSG00000106571	ENSG00000129696
ENSG00000106571	ENSG00000129810
ENSG00000106571	ENSG00000130244
ENSG00000106571	ENSG00000130772
ENSG00000106571	ENSG00000131187
ENSG00000106571	ENSG00000131236
ENSG00000106571	ENSG00000131652
ENSG00000106571	ENSG00000131748
ENSG00000106571	ENSG00000132549
ENSG00000106571	ENSG00000132781
ENSG00000106571	ENSG00000133195
ENSG00000106571	ENSG00000133316
ENSG00000106571	ENSG00000133706
ENSG00000106571	ENSG00000133943
ENSG00000106571	ENSG00000134077
ENSG00000106571	ENSG00000134255
ENSG00000106571	ENSG00000135069
ENSG00000106571	ENSG00000135622
ENSG00000106571	ENSG00000136261
ENSG00000106571	ENSG00000136448
ENSG00000106571	ENSG00000136527
ENSG00000106571	ENSG00000137310
ENSG00000106571	ENSG00000137331
ENSG00000106571	ENSG00000137574
ENSG00000106571	ENSG00000137814
ENSG00000106571	ENSG00000137825
ENSG00000106571	ENSG00000137880
ENSG00000106571	ENSG00000138363
ENSG00000106571	ENSG00000138434
ENSG00000106571	ENSG00000138614
ENSG00000106571	ENSG00000140740
ENSG00000106571	ENSG00000142541
ENSG00000106571	ENSG00000143156
ENSG00000106571	ENSG00000143198
ENSG00000106571	ENSG00000143222
ENSG00000106571	ENSG00000144224
ENSG00000106571	ENSG00000144589
ENSG00000106571	ENSG00000145287
ENSG00000106571	ENSG00000146963
ENSG00000106571	ENSG00000147654
ENSG00000106571	ENSG00000149196
ENSG00000106571	ENSG00000149273
ENSG00000106571	ENSG00000149554
ENSG00000106571	ENSG00000149716
ENSG00000106571	ENSG00000151413
ENSG00000106571	ENSG00000152332
ENSG00000106571	ENSG00000152558
ENSG00000106571	ENSG00000152620
ENSG00000106571	ENSG00000152700
ENSG00000106571	ENSG00000153982
ENSG00000106571	ENSG00000155034
ENSG00000106571	ENSG00000155275
ENSG00000106571	ENSG00000155957
ENSG00000106571	ENSG00000156171
ENSG00000106571	ENSG00000156239
ENSG00000106571	ENSG00000156508
ENSG00000106571	ENSG00000156958
ENSG00000106571	ENSG00000157240
ENSG00000106571	ENSG00000160050
ENSG00000106571	ENSG00000160917
ENSG00000106571	ENSG00000162129
ENSG00000106571	ENSG00000162441
ENSG00000106571	ENSG00000162971
ENSG00000106571	ENSG00000162972
ENSG00000106571	ENSG00000163104
ENSG00000106571	ENSG00000163697
ENSG00000106571	ENSG00000163900
ENSG00000106571	ENSG00000164022
ENSG00000106571	ENSG00000164199
ENSG00000106571	ENSG00000164331
ENSG00000106571	ENSG00000164338
ENSG00000106571	ENSG00000164403
ENSG00000106571	ENSG00000164548
ENSG00000106571	ENSG00000164896
ENSG00000106571	ENSG00000164898
ENSG00000106571	ENSG00000166145
ENSG00000106571	ENSG00000166169
ENSG00000106571	ENSG00000166171
ENSG00000106571	ENSG00000166200
ENSG00000106571	ENSG00000166262
ENSG00000106571	ENSG00000166441
ENSG00000106571	ENSG00000167272
