from	to
ENSG00000161940	ENSG00000006125
ENSG00000161940	ENSG00000008311
ENSG00000161940	ENSG00000022267
ENSG00000161940	ENSG00000023909
ENSG00000161940	ENSG00000049618
ENSG00000161940	ENSG00000055732
ENSG00000161940	ENSG00000060982
ENSG00000161940	ENSG00000079102
ENSG00000161940	ENSG00000086200
ENSG00000161940	ENSG00000090432
ENSG00000161940	ENSG00000102910
ENSG00000161940	ENSG00000103018
ENSG00000161940	ENSG00000113387
ENSG00000161940	ENSG00000113916
ENSG00000161940	ENSG00000115415
ENSG00000161940	ENSG00000120833
ENSG00000161940	ENSG00000127311
ENSG00000161940	ENSG00000128463
ENSG00000161940	ENSG00000128915
ENSG00000161940	ENSG00000129084
ENSG00000161940	ENSG00000132768
ENSG00000161940	ENSG00000134248
ENSG00000161940	ENSG00000135018
ENSG00000161940	ENSG00000136960
ENSG00000161940	ENSG00000138399
ENSG00000161940	ENSG00000138668
ENSG00000161940	ENSG00000139410
ENSG00000161940	ENSG00000139926
ENSG00000161940	ENSG00000141068
ENSG00000161940	ENSG00000141556
ENSG00000161940	ENSG00000144218
ENSG00000161940	ENSG00000144366
ENSG00000161940	ENSG00000144560
ENSG00000161940	ENSG00000145979
ENSG00000161940	ENSG00000153157
ENSG00000161940	ENSG00000159921
ENSG00000161940	ENSG00000160710
ENSG00000161940	ENSG00000163681
ENSG00000161940	ENSG00000164283
ENSG00000161940	ENSG00000168259
ENSG00000161940	ENSG00000168404
ENSG00000161940	ENSG00000170315
ENSG00000161940	ENSG00000172239
ENSG00000161940	ENSG00000172403
ENSG00000161940	ENSG00000174109
ENSG00000161940	ENSG00000175061
ENSG00000161940	ENSG00000185252
ENSG00000161940	ENSG00000185920
ENSG00000161940	ENSG00000197181
ENSG00000161940	ENSG00000198373
ENSG00000161940	ENSG00000203697
ENSG00000161940	ENSG00000203804
ENSG00000161940	ENSG00000205476
ENSG00000161940	ENSG00000207317
ENSG00000161940	ENSG00000224699
ENSG00000161940	ENSG00000235034
ENSG00000161940	ENSG00000235159
ENSG00000161940	ENSG00000249388
ENSG00000161940	ENSG00000250415
ENSG00000161940	ENSG00000250654
ENSG00000161940	ENSG00000254473
ENSG00000161940	ENSG00000257221
ENSG00000161940	ENSG00000260372
ENSG00000161940	ENSG00000260852
ENSG00000161940	ENSG00000261189
ENSG00000161940	ENSG00000263001
ENSG00000161940	ENSG00000272677
ENSG00000161940	ENSG00000273321
ENSG00000161940	ENSG00000273559
ENSG00000161940	ENSG00000276678
ENSG00000161940	ENSG00000278390
ENSG00000161940	ENSG00000280429
