from	to
ENSG00000198911	ENSG00000000419
ENSG00000198911	ENSG00000000457
ENSG00000198911	ENSG00000000460
ENSG00000198911	ENSG00000000938
ENSG00000198911	ENSG00000001084
ENSG00000198911	ENSG00000001167
ENSG00000198911	ENSG00000001460
ENSG00000198911	ENSG00000001497
ENSG00000198911	ENSG00000001630
ENSG00000198911	ENSG00000001631
ENSG00000198911	ENSG00000002016
ENSG00000198911	ENSG00000002330
ENSG00000198911	ENSG00000002549
ENSG00000198911	ENSG00000002586
ENSG00000198911	ENSG00000002745
ENSG00000198911	ENSG00000002822
ENSG00000198911	ENSG00000002834
ENSG00000198911	ENSG00000002919
ENSG00000198911	ENSG00000002933
ENSG00000198911	ENSG00000003096
ENSG00000198911	ENSG00000003137
ENSG00000198911	ENSG00000003147
ENSG00000198911	ENSG00000003393
ENSG00000198911	ENSG00000003400
ENSG00000198911	ENSG00000003402
ENSG00000198911	ENSG00000003756
ENSG00000198911	ENSG00000003989
ENSG00000198911	ENSG00000004059
ENSG00000198911	ENSG00000004139
ENSG00000198911	ENSG00000004142
ENSG00000198911	ENSG00000004399
ENSG00000198911	ENSG00000004455
ENSG00000198911	ENSG00000004478
ENSG00000198911	ENSG00000004487
ENSG00000198911	ENSG00000004534
ENSG00000198911	ENSG00000004700
ENSG00000198911	ENSG00000004776
ENSG00000198911	ENSG00000004777
ENSG00000198911	ENSG00000004779
ENSG00000198911	ENSG00000004809
ENSG00000198911	ENSG00000004864
ENSG00000198911	ENSG00000004897
ENSG00000198911	ENSG00000004948
ENSG00000198911	ENSG00000004961
ENSG00000198911	ENSG00000004975
ENSG00000198911	ENSG00000005007
ENSG00000198911	ENSG00000005020
ENSG00000198911	ENSG00000005022
ENSG00000198911	ENSG00000005059
ENSG00000198911	ENSG00000005100
ENSG00000198911	ENSG00000005108
ENSG00000198911	ENSG00000005156
ENSG00000198911	ENSG00000005189
ENSG00000198911	ENSG00000005194
ENSG00000198911	ENSG00000005206
ENSG00000198911	ENSG00000005238
ENSG00000198911	ENSG00000005243
ENSG00000198911	ENSG00000005249
ENSG00000198911	ENSG00000005302
ENSG00000198911	ENSG00000005339
ENSG00000198911	ENSG00000005421
ENSG00000198911	ENSG00000005436
ENSG00000198911	ENSG00000005448
ENSG00000198911	ENSG00000005469
ENSG00000198911	ENSG00000005471
ENSG00000198911	ENSG00000005483
ENSG00000198911	ENSG00000005486
ENSG00000198911	ENSG00000005700
ENSG00000198911	ENSG00000005801
ENSG00000198911	ENSG00000005810
ENSG00000198911	ENSG00000005812
ENSG00000198911	ENSG00000005844
ENSG00000198911	ENSG00000005882
ENSG00000198911	ENSG00000005884
ENSG00000198911	ENSG00000005893
ENSG00000198911	ENSG00000005961
ENSG00000198911	ENSG00000006007
ENSG00000198911	ENSG00000006015
ENSG00000198911	ENSG00000006016
ENSG00000198911	ENSG00000006025
ENSG00000198911	ENSG00000006042
ENSG00000198911	ENSG00000006062
ENSG00000198911	ENSG00000006071
ENSG00000198911	ENSG00000006118
ENSG00000198911	ENSG00000006125
ENSG00000198911	ENSG00000006194
ENSG00000198911	ENSG00000006282
ENSG00000198911	ENSG00000006283
ENSG00000198911	ENSG00000006327
ENSG00000198911	ENSG00000006377
ENSG00000198911	ENSG00000006451
ENSG00000198911	ENSG00000006453
ENSG00000198911	ENSG00000006468
ENSG00000198911	ENSG00000006530
ENSG00000198911	ENSG00000006534
ENSG00000198911	ENSG00000006555
ENSG00000198911	ENSG00000006576
