community_id	newman	bynode	totalfrac	diffraction
4	-0.0070764151271179975	0.06973080981289476	0.09400179051029543	-0.8119964189794091
1	0.0018211154976205787	0.0831586388231291	0.08116735066119471	-0.8376652986776105
455	-0.3333333333333333	0	0	-1
3	0.004107958366794468	0.08064873626495944	0.08484005563282336	-0.8303198887343533
312	-0.11111111111111112	0.19047619047619047	0.16666666666666666	-0.6666666666666666
30	0.028213166144200625	0.19182194616977224	0.1935483870967742	-0.6129032258064516
71	-0.13754646840148704	0.05555555555555555	0.05555555555555555	-0.8888888888888888
41	-0.030909090909090966	0.22993197278911565	0.2222222222222222	-0.5555555555555556
182	-0.11627906976744189	0.08333333333333333	0.1111111111111111	-0.7777777777777778
47	-0.027190332326283977	0.17083333333333334	0.15	-0.7
19	-0.06519107729552133	0.06324183006535948	0.0375	-0.925
11	-0.07130139889783807	0.048669467787114847	0.037037037037037035	-0.9259259259259259
278	-0.24137931034482757	0	0	-1
104	0.00964630225080387	0.21428571428571427	0.21428571428571427	-0.5714285714285714
192	-0.1743119266055046	0	0	-1
10	-0.029347349978098982	0.06626984126984127	0.06	-0.88
92	0.09722222222222221	0.33611111111111114	0.23076923076923078	-0.5384615384615384
268	-0.04999999999999999	0.125	0.14285714285714285	-0.7142857142857143
15	-0.019213819848404756	0.1611842105263158	0.1694915254237288	-0.6610169491525424
178	-0.1834319526627219	0	0	-1
459	-0.33333333333333337	0.3333333333333333	0.3333333333333333	-0.3333333333333333
463	-0.38461538461538464	0	0	-1
2	0.0035615078665058022	0.0747072088209126	0.0671046457062412	-0.8657907085875176
173	-0.26562500000000006	0	0	-1
82	-0.13513513513513514	0.09722222222222222	0.06666666666666667	-0.8666666666666667
74	-0.09352517985611511	0.041666666666666664	0.05	-0.9
251	-0.23076923076923078	0	0	-1
13	-0.0674019607843137	0.026884920634920637	0.029850746268656716	-0.9402985074626866
237	-0.06329113924050633	0.16666666666666666	0.14285714285714285	-0.7142857142857143
78	-0.14417531718569782	0.026785714285714284	0.03125	-0.9375
23	-0.023853211009174317	0.14427437641723356	0.12903225806451613	-0.7419354838709677
212	-0.11111111111111112	0.17857142857142858	0.16666666666666666	-0.6666666666666666
9	-0.010320874754395325	0.06964233554953637	0.07203907203907203	-0.8559218559218559
105	0.1652173913043478	0.3819444444444444	0.3333333333333333	-0.3333333333333333
154	-0.208955223880597	0	0	-1
342	-0.21212121212121224	0.2222222222222222	0.2	-0.6
95	-0.21212121212121213	0	0	-1
7	-0.0019639881578309096	0.11050196938508154	0.0966183574879227	-0.8067632850241546
344	-0.35135135135135137	0	0	-1
5	0.03944252140644926	0.14009091717036135	0.14414414414414414	-0.7117117117117117
829	-1	0	0	-1
320	-0.20000000000000007	0.1388888888888889	0.16666666666666666	-0.6666666666666666
274	-0.23076923076923078	0	0	-1
102	-0.13989637305699476	0.07575757575757576	0.09090909090909091	-0.8181818181818182
204	-0.10526315789473685	0.16666666666666666	0.14285714285714285	-0.7142857142857143
33	-0.10317002881844385	0.125	0.12121212121212122	-0.7575757575757576
329	-0.22448979591836732	0.21428571428571427	0.16666666666666666	-0.6666666666666666
166	-0.058823529411764705	0.15	0.1111111111111111	-0.7777777777777778
179	-0.22727272727272735	0	0	-1
315	-0.21951219512195125	0	0	-1
86	-0.1347517730496454	0.035256410256410256	0.0625	-0.875
288	-0.18072289156626503	0	0	-1
373	-0.391304347826087	0	0	-1
55	-0.03703703703703712	0.1649659863945578	0.17647058823529413	-0.6470588235294118
220	-0.11999999999999998	0.125	0.14285714285714285	-0.7142857142857143
62	-0.16064257028112455	0	0	-1
50	-0.14487632508833923	0	0	-1
213	-0.15068493150684925	0.15	0.14285714285714285	-0.7142857142857143
24	-0.0831353919239905	0.057272727272727274	0.05263157894736842	-0.8947368421052632
752	-1	0	0	-1
29	0.0017331022530329288	0.22	0.15625	-0.6875
776	-0.6	0	0	-1
137	-0.21621621621621623	0.09259259259259259	0.1	-0.8
45	-0.06065318818040439	0.06130952380952381	0.06060606060606061	-0.8787878787878788
332	-0.3333333333333333	0	0	-1
136	-0.09090909090909097	0.12121212121212122	0.1	-0.8
130	-0.15789473684210523	0.041666666666666664	0.09090909090909091	-0.8181818181818182
789	-0.6	0	0	-1
40	-0.05951679434295816	0.12236842105263158	0.06451612903225806	-0.8709677419354839
