community_id	newman	bynode	totalfrac	diffraction
386	NA	1	1	1
3	NA	1	1	1
1	NA	1	1	1
6	NA	1	1	1
355	NA	1	1	1
34	0.10993079027844835	0.3650714306088034	0.24761904761904763	-0.5047619047619047
13	NA	1	1	1
107	NA	1	1	1
57	NA	1	1	1
31	NA	1	1	1
265	NA	1	1	1
45	NA	1	1	1
32	NA	1	1	1
165	NA	1	1	1
30	NA	1	1	1
50	-0.004184100418397279	0.9571428571428572	0.9916666666666667	0.9833333333333333
80	NA	1	1	1
91	NA	1	1	1
387	NA	1	1	1
43	NA	1	1	1
15	-0.0024813895781514985	0.9776785714285714	0.995049504950495	0.9900990099009901
54	NA	1	1	1
140	NA	1	1	1
300	NA	1	1	1
67	NA	1	1	1
204	NA	1	1	1
99	NA	1	1	1
7	NA	1	1	1
172	NA	1	1	1
129	-0.11864406779661024	0.7045454545454546	0.7272727272727273	0.45454545454545453
2	NA	1	1	1
867	NA	1	1	1
53	NA	1	1	1
383	NA	1	1	1
646	NA	1	1	1
33	NA	1	1	1
29	NA	1	1	1
110	NA	1	1	1
62	NA	1	1	1
77	NA	1	1	1
184	0.6000000000000001	0.8611111111111112	0.8	0.6
44	NA	1	1	1
92	NA	1	1	1
133	NA	1	1	1
60	NA	1	1	1
257	NA	1	1	1
388	NA	1	1	1
179	NA	1	1	1
9	0.036936860789451416	0.21617407806765446	0.13270142180094788	-0.7345971563981043
174	-0.16666666666666666	0.1111111111111111	0.125	-0.75
4	NA	1	1	1
12	NA	1	1	1
51	NA	1	1	1
39	NA	1	1	1
14	NA	1	1	1
861	NA	1	1	1
46	NA	1	1	1
87	NA	1	1	1
11	NA	1	1	1
28	NA	1	1	1
25	NA	1	1	1
21	NA	1	1	1
85	NA	1	1	1
66	NA	1	1	1
157	NA	1	1	1
22	-0.002544529262090029	0.9752066115702479	0.9949238578680203	0.9898477157360406
364	NA	1	1	1
389	NA	1	1	1
90	NA	1	1	1
390	NA	1	1	1
88	NA	1	1	1
860	NA	1	1	1
16	NA	1	1	1
115	NA	1	1	1
5	NA	1	1	1
141	0.575757575757576	0.8958333333333334	0.8571428571428571	0.7142857142857143
391	NA	1	1	1
250	NA	1	1	1
116	NA	1	1	1
382	NA	1	1	1
170	NA	1	1	1
267	NA	1	1	1
63	NA	1	1	1
52	NA	1	1	1
8	NA	1	1	1
38	NA	1	1	1
243	NA	1	1	1
353	NA	1	1	1
82	NA	1	1	1
384	NA	1	1	1
358	NA	1	1	1
136	NA	1	1	1
68	NA	1	1	1
23	NA	1	1	1
155	NA	1	1	1
10	0.103865878524499	0.3302704998290852	0.19649122807017544	-0.6070175438596491
65	NA	1	1	1
392	NA	1	1	1
203	NA	1	1	1
78	NA	1	1	1
144	-0.18181818181818193	0.3181818181818182	0.3076923076923077	-0.38461538461538464
241	NA	1	1	1
393	NA	1	1	1
361	-0.38461538461538464	0	0	-1
269	NA	1	1	1
95	NA	1	1	1
278	NA	1	1	1
121	NA	1	1	1
58	NA	1	1	1
20	NA	1	1	1
181	NA	1	1	1
27	NA	1	1	1
18	NA	1	1	1
61	NA	1	1	1
94	NA	1	1	1
83	NA	1	1	1
89	NA	1	1	1
394	NA	1	1	1
126	NA	1	1	1
36	NA	1	1	1
911	NA	1	1	1
322	NA	1	1	1
76	NA	1	1	1
395	NA	1	1	1
149	-0.24401913875598089	0.19047619047619047	0.23076923076923078	-0.5384615384615384
396	NA	1	1	1
858	NA	1	1	1
878	NA	1	1	1
887	NA	1	1	1
139	NA	1	1	1
397	NA	1	1	1
186	NA	1	1	1
26	NA	1	1	1
101	NA	1	1	1
357	NA	1	1	1
189	NA	1	1	1
