community_id	newman	bynode	totalfrac	diffraction
1	NA	1	1	1
2	-5.934718099777e-4	0.9898305084745763	0.9988137603795967	0.9976275207591934
662	-2.714440825015611e-4	0.9931873188116705	0.9994572591587517	0.9989145183175034
3	-0.0013071895425161078	0.9896551724137931	0.9973890339425587	0.9947780678851175
667	0.6658660261542333	0.9951261467889908	0.9984025559105432	0.9968051118210862
669	0.3119622611166206	0.5914886302563788	0.4370860927152318	-0.12582781456953643
671	0.9967022779709325	NA	0.9970007498125468	0.9940014996250938
4	NA	1	1	1
5	NA	1	1	1
6	NA	1	1	1
7	NA	1	1	1
672	0.4696755994358251	0.7287878787878788	0.8297872340425532	0.6595744680851063
8	NA	1	1	1
9	NA	1	1	1
10	NA	1	1	1
11	NA	1	1	1
12	NA	1	1	1
13	NA	1	1	1
666	-8.000000000348056e-4	0.9852292768959435	0.9984012789768185	0.996802557953637
674	0.6641477749790077	0.9885245901639345	0.995	0.99
14	NA	1	1	1
15	NA	1	1	1
16	NA	1	1	1
673	0.3644318436779734	0.6226259518992567	0.4605263157894737	-0.07894736842105263
676	NA	1	1	1
17	NA	1	1	1
18	NA	1	1	1
665	0.053224796493425174	0.31356189928133876	0.1460843373493976	-0.70783132530120485
19	-0.16666666666666666	0.1111111111111111	0.125	-0.75
664	NA	1	1	1
20	NA	1	1	1
21	NA	1	1	1
22	NA	1	1	1
23	NA	1	1	1
24	NA	1	1	1
675	0.7469191463781194	0.9739366138448707	0.9928741092636579	0.9857482185273159
25	NA	1	1	1
26	NA	1	1	1
27	NA	1	1	1
661	NA	1	1	1
28	NA	1	1	1
29	NA	1	1	1
30	NA	1	1	1
31	NA	1	1	1
663	NA	1	1	1
32	NA	1	1	1
33	NA	1	1	1
34	NA	1	1	1
35	NA	1	1	1
36	NA	1	1	1
37	NA	1	1	1
38	NA	1	1	1
39	NA	1	1	1
40	NA	1	1	1
41	NA	1	1	1
42	NA	1	1	1
43	NA	1	1	1
44	NA	1	1	1
45	NA	1	1	1
46	NA	1	1	1
47	-0.24401913875598089	0.19047619047619047	0.23076923076923078	-0.5384615384615384
48	NA	1	1	1
49	NA	1	1	1
50	-0.05073041168658697	0.14396825396825397	0.06521739130434782	-0.8695652173913043
51	NA	1	1	1
52	NA	1	1	1
53	NA	1	1	1
54	NA	1	1	1
55	NA	1	1	1
56	NA	1	1	1
57	NA	1	1	1
58	NA	1	1	1
59	NA	1	1	1
60	NA	1	1	1
61	NA	1	1	1
62	NA	1	1	1
63	-0.6	0	0	-1
64	NA	1	1	1
677	0.23019709929341767	0.5483985260770975	0.34782608695652173	-0.30434782608695654
65	NA	1	1	1
66	NA	1	1	1
668	NA	1	1	1
67	-0.6	0	0	-1
68	NA	1	1	1
69	NA	1	1	1
70	NA	1	1	1
71	-0.024117041947651168	0.11375707625707626	0.08571428571428572	-0.8285714285714286
72	-0.1464968152866242	0.2	0.1	-0.8
73	NA	1	1	1
74	NA	1	1	1
75	NA	1	1	1
76	NA	1	1	1
77	NA	1	1	1
78	NA	1	1	1
79	NA	1	1	1
80	NA	1	1	1
81	NA	1	1	1
82	NA	1	1	1
83	NA	1	1	1
84	NA	1	1	1
85	NA	1	1	1
86	NA	1	1	1
87	0.03646237393328161	0.17875	0.14814814814814814	-0.7037037037037037
670	NA	1	1	1
88	NA	1	1	1
89	NA	1	1	1
678	0.016997792494481218	0.23328911426737514	0.1643835616438356	-0.6712328767123288
90	-0.09090909090908979	0.7857142857142857	0.8333333333333334	0.6666666666666666
91	NA	1	1	1
92	NA	1	1	1
93	NA	1	1	1
94	NA	1	1	1
95	NA	1	1	1
96	NA	1	1	1
97	NA	1	1	1
98	NA	1	1	1
99	NA	1	1	1
100	NA	1	1	1
101	NA	1	1	1
102	NA	1	1	1
103	-1	0	0	-1
104	NA	1	1	1
105	NA	1	1	1
106	NA	1	1	1
107	NA	1	1	1
108	-1	0	0	-1
109	NA	1	1	1
110	NA	1	1	1
111	NA	1	1	1
112	NA	1	1	1
113	NA	1	1	1
114	NA	1	1	1
115	NA	1	1	1
116	NA	1	1	1
117	NA	1	1	1
118	NA	1	1	1
119	NA	1	1	1
120	NA	1	1	1
121	NA	1	1	1
122	NA	1	1	1
123	NA	1	1	1
124	NA	1	1	1
125	NA	1	1	1
126	NA	1	1	1
127	NA	1	1	1
128	NA	1	1	1
129	NA	1	1	1
130	NA	1	1	1
131	NA	1	1	1
132	NA	1	1	1
133	NA	1	1	1
134	NA	1	1	1
135	-1	0	0	-1
136	0.03279075253597546	0.1966684704184704	0.18	-0.64
137	NA	1	1	1
138	-0.05023364485981309	0.11231884057971014	0.06451612903225806	-0.8709677419354839
139	0.6140350877192986	0.9	0.9090909090909091	0.8181818181818182
140	-0.391304347826087	0	0	-1
141	NA	1	1	1
142	NA	1	1	1
143	-0.3333333333333333	0.5	0.5	0
144	NA	1	1	1
145	NA	1	1	1
146	NA	1	1	1
147	NA	1	1	1
148	NA	1	1	1
149	NA	1	1	1
150	NA	1	1	1
151	NA	1	1	1
152	-1	0	0	-1
153	NA	1	1	1
154	-0.38461538461538464	0	0	-1
155	NA	1	1	1
156	NA	1	1	1
157	NA	1	1	1
158	NA	1	1	1
159	NA	1	1	1
160	NA	1	1	1
161	NA	1	1	1
162	NA	1	1	1
163	NA	1	1	1
164	-0.3333333333333333	0.5	0.5	0
165	NA	1	1	1
166	NA	1	1	1
167	NA	1	1	1
168	NA	1	1	1
169	NA	1	1	1
170	NA	1	1	1
171	NA	1	1	1
172	NA	1	1	1
173	NA	1	1	1
174	NA	1	1	1
175	NA	1	1	1
176	NA	1	1	1
177	NA	1	1	1
178	NA	1	1	1
179	NA	1	1	1
180	NA	1	1	1
181	NA	1	1	1
182	NA	1	1	1
183	NA	1	1	1
184	-0.05527638190954773	0.12121212121212122	0.06666666666666667	-0.8666666666666667
185	NA	1	1	1
186	NA	1	1	1
187	NA	1	1	1
188	NA	1	1	1
189	NA	1	1	1
190	NA	1	1	1
191	NA	1	1	1
192	NA	1	1	1
193	NA	1	1	1
194	NA	1	1	1
195	-0.09090909090909091	0.3	0.25	-0.5
196	NA	1	1	1
197	NA	1	1	1
198	NA	1	1	1
199	NA	1	1	1
200	-0.03703703703703835	0.8333333333333334	0.9285714285714286	0.8571428571428571
201	NA	1	1	1
202	NA	1	1	1
203	NA	1	1	1
204	NA	1	1	1
205	NA	1	1	1
206	-1	0	0	-1
207	NA	1	1	1
208	NA	1	1	1
209	NA	1	1	1
210	NA	1	1	1
211	NA	1	1	1
212	NA	1	1	1
213	NA	1	1	1
214	NA	1	1	1
215	NA	1	1	1
216	NA	1	1	1
217	NA	1	1	1
218	NA	1	1	1
219	-0.25000000000000006	0	0	-1
220	NA	1	1	1
221	NA	1	1	1
222	0.0064516129032258715	0.3541666666666667	0.36363636363636365	-0.2727272727272727
223	NA	1	1	1
224	NA	1	1	1
225	NA	1	1	1
226	NA	1	1	1
227	-1	0	0	-1
228	NA	1	1	1
229	NA	1	1	1
230	NA	1	1	1
231	NA	1	1	1
232	NA	1	1	1
233	NA	1	1	1
234	NA	1	1	1
235	-1	0	0	-1
236	NA	1	1	1
237	NA	1	1	1
238	NA	1	1	1
239	NA	1	1	1
240	NA	1	1	1
241	NA	1	1	1
242	-0.38461538461538464	0	0	-1
243	-1	0	0	-1
244	NA	1	1	1
245	NA	1	1	1
246	NA	1	1	1
247	NA	1	1	1
248	NA	1	1	1
249	NA	1	1	1
250	NA	1	1	1
251	NA	1	1	1
252	NA	1	1	1
253	-0.3333333333333333	0.5	0.5	0
254	NA	1	1	1
255	-0.05263157894736843	0.25	0.2	-0.6
256	NA	1	1	1
257	NA	1	1	1
258	NA	1	1	1
259	NA	1	1	1
260	NA	1	1	1
261	NA	1	1	1
262	NA	1	1	1
263	NA	1	1	1
264	NA	1	1	1
265	NA	1	1	1
266	NA	1	1	1
267	NA	1	1	1
268	NA	1	1	1
269	NA	1	1	1
270	NA	1	1	1
271	NA	1	1	1
272	NA	1	1	1
273	NA	1	1	1
274	NA	1	1	1
275	NA	1	1	1
276	NA	1	1	1
277	NA	1	1	1
278	NA	1	1	1
279	NA	1	1	1
280	NA	1	1	1
281	NA	1	1	1
282	NA	1	1	1
283	NA	1	1	1
284	NA	1	1	1
285	NA	1	1	1
286	NA	1	1	1
287	NA	1	1	1
288	NA	1	1	1
289	NA	1	1	1
290	NA	1	1	1
291	NA	1	1	1
292	NA	1	1	1
293	NA	1	1	1
294	NA	1	1	1
295	NA	1	1	1
296	NA	1	1	1
297	NA	1	1	1
298	NA	1	1	1
299	NA	1	1	1
300	NA	1	1	1
301	-1	0	0	-1
302	NA	1	1	1
303	NA	1	1	1
304	NA	1	1	1
305	NA	1	1	1
306	NA	1	1	1
307	NA	1	1	1
308	NA	1	1	1
309	NA	1	1	1
310	NA	1	1	1
311	NA	1	1	1
312	NA	1	1	1
313	NA	1	1	1
314	-1	0	0	-1
315	NA	1	1	1
316	NA	1	1	1
317	-0.3333333333333333	0.5	0.5	0
318	NA	1	1	1
319	NA	1	1	1
320	NA	1	1	1
321	NA	1	1	1
322	NA	1	1	1
323	NA	1	1	1
324	NA	1	1	1
325	NA	1	1	1
326	NA	1	1	1
327	NA	1	1	1
328	NA	1	1	1
329	NA	1	1	1
330	-1	0	0	-1
331	NA	1	1	1
332	NA	1	1	1
333	NA	1	1	1
334	NA	1	1	1
335	NA	1	1	1
336	NA	1	1	1
337	NA	1	1	1
338	-1	0	0	-1
339	NA	1	1	1
340	NA	1	1	1
341	NA	1	1	1
342	NA	1	1	1
343	NA	1	1	1
344	NA	1	1	1
345	NA	1	1	1
346	NA	1	1	1
347	NA	1	1	1
348	NA	1	1	1
349	NA	1	1	1
350	NA	1	1	1
351	NA	1	1	1
352	-0.11111111111111113	0.2222222222222222	0.2	-0.6
353	NA	1	1	1
354	-1	0	0	-1
355	NA	1	1	1
356	0.09333333333333337	0.4107142857142857	0.29411764705882354	-0.4117647058823529
357	NA	1	1	1
358	-0.6	0	0	-1
359	-0.3333333333333333	0.5	0.5	0
360	NA	1	1	1
361	NA	1	1	1
362	NA	1	1	1
363	NA	1	1	1
364	NA	1	1	1
365	NA	1	1	1
366	-1	0	0	-1
367	NA	1	1	1
368	-1	0	0	-1
369	NA	1	1	1
370	NA	1	1	1
371	NA	1	1	1
372	NA	1	1	1
373	NA	1	1	1
374	NA	1	1	1
375	-0.3333333333333333	0	0	-1
376	NA	1	1	1
377	NA	1	1	1
378	NA	1	1	1
379	NA	1	1	1
380	NA	1	1	1
381	NA	1	1	1
382	NA	1	1	1
383	NA	1	1	1
384	NA	1	1	1
385	NA	1	1	1
386	NA	1	1	1
387	NA	1	1	1
388	NA	1	1	1
389	NA	1	1	1
390	NA	1	1	1
391	NA	1	1	1
392	NA	1	1	1
393	NA	1	1	1
394	NA	1	1	1
395	NA	1	1	1
396	NA	1	1	1
397	NA	1	1	1
398	NA	1	1	1
399	NA	1	1	1
400	NA	1	1	1
401	NA	1	1	1
402	NA	1	1	1
403	NA	1	1	1
404	NA	1	1	1
405	NA	1	1	1
406	-0.38461538461538464	0	0	-1
407	NA	1	1	1
408	NA	1	1	1
409	NA	1	1	1
410	NA	1	1	1
411	NA	1	1	1
412	NA	1	1	1
413	NA	1	1	1
414	NA	1	1	1
415	NA	1	1	1
416	NA	1	1	1
417	NA	1	1	1
418	NA	1	1	1
419	-0.3333333333333333	0.5	0.5	0
420	NA	1	1	1
421	-0.3333333333333333	0.5	0.5	0
422	NA	1	1	1
423	NA	1	1	1
424	NA	1	1	1
425	NA	1	1	1
426	NA	1	1	1
427	NA	1	1	1
428	NA	1	1	1
429	NA	1	1	1
430	NA	1	1	1
431	NA	1	1	1
432	NA	1	1	1
433	NA	1	1	1
434	NA	1	1	1
435	NA	1	1	1
436	0	0.5833333333333334	0.5	0
437	NA	1	1	1
438	NA	1	1	1
439	NA	1	1	1
440	NA	1	1	1
441	NA	1	1	1
442	NA	1	1	1
443	NA	1	1	1
444	NA	1	1	1
445	-1	0	0	-1
446	-0.3333333333333333	0.5	0.5	0
447	NA	1	1	1
448	-1	0	0	-1
449	NA	1	1	1
450	NA	1	1	1
451	-1	0	0	-1
452	NA	1	1	1
453	-1	0	0	-1
454	NA	1	1	1
455	NA	1	1	1
456	NA	1	1	1
457	NA	1	1	1
458	NA	1	1	1
459	NA	1	1	1
460	NA	1	1	1
461	NA	1	1	1
462	-1	0	0	-1
463	NA	1	1	1
464	NA	1	1	1
465	NA	1	1	1
466	NA	1	1	1
467	NA	1	1	1
468	NA	1	1	1
469	NA	1	1	1
470	NA	1	1	1
471	NA	1	1	1
472	NA	1	1	1
473	NA	1	1	1
474	NA	1	1	1
475	NA	1	1	1
476	NA	1	1	1
477	NA	1	1	1
478	NA	1	1	1
479	NA	1	1	1
480	-0.33333333333333337	0.3333333333333333	0.3333333333333333	-0.3333333333333333
481	NA	1	1	1
482	-0.1333333333333332	0.7523809523809524	0.7647058823529411	0.5294117647058824
483	NA	1	1	1
484	NA	1	1	1
485	NA	1	1	1
486	NA	1	1	1
487	-1	0	0	-1
488	NA	1	1	1
489	NA	1	1	1
490	-0.3846153846153847	0.075	0.1111111111111111	-0.7777777777777778
491	NA	1	1	1
492	NA	1	1	1
493	NA	1	1	1
494	NA	1	1	1
495	NA	1	1	1
496	NA	1	1	1
497	-1	0	0	-1
498	NA	1	1	1
499	NA	1	1	1
