community_id	newman	bynode	totalfrac	diffraction
1	0.01442064087233227	0.08076552723374386	0.08887785501489573	-0.8222442899702085
327	0.019192599399400403	0.11564841300260802	0.09319486198414867	-0.8136102760317027
333	0.0890525265385476	NA	0.14054054054054055	-0.7189189189189189
328	0.006310231360932889	0.09858920730607579	0.07974756167527251	-0.840504876649455
331	0.011409673004853512	0.09252728802671695	0.07390120575651497	-0.85219758848697
343	0.10958752626340816	0.1880952380952381	0.1885245901639344	-0.6229508196721312
337	0.03562985079880166	0.10050715379233444	0.08789514263685427	-0.8242097147262915
338	0.029422630042304703	0.12661042584675195	0.08530805687203792	-0.8293838862559242
351	0.0276243093922652	0.11487232574189096	0.10227272727272728	-0.7954545454545454
352	0.045419944176604894	0.11586021505376344	0.13636363636363635	-0.7272727272727273
353	0.09872329667551513	0.19530588920123804	0.19130434782608696	-0.6173913043478261
345	-0.05306122448979592	0.05033068783068783	0.044444444444444446	-0.9111111111111111
336	0.004149377593360999	0.14575702075702077	0.1	-0.8
332	-0.008018032034181926	0.07518885725152662	0.07210401891252956	-0.8557919621749409
344	0.03166778900112236	0.11323361547242144	0.0942622950819672	-0.8114754098360656
334	0.0033179950660227548	0.09881773748785301	0.09259259259259259	-0.8148148148148148
335	0.07557151807165445	0.15937216990094358	0.14804469273743018	-0.7039106145251397
342	0.07722082446293783	0.13183352080989877	0.14093959731543623	-0.7181208053691275
2	-1	0	0	-1
3	-0.3333333333333333	0.5	0.5	0
4	-1	0	0	-1
5	-1	0	0	-1
354	0.04545952059542484	0.09492010932408283	0.10526315789473684	-0.7894736842105263
6	-0.09090909090909094	0.375	0.3333333333333333	-0.3333333333333333
7	-0.23076923076923078	0.4666666666666667	0.5	0
8	-0.6	0	0	-1
9	-1	0	0	-1
10	-1	0	0	-1
11	-1	0	0	-1
12	-1	0	0	-1
13	NA	1	1	1
14	-0.6	0	0	-1
15	-0.08886618998978547	0.047193877551020405	0.04878048780487805	-0.9024390243902439
16	-0.3333333333333333	0.5	0.5	0
17	-1	0	0	-1
18	-1	0	0	-1
19	-1	0	0	-1
20	NA	1	1	1
339	0.21130676552363303	0.30238095238095236	0.3783783783783784	-0.24324324324324326
21	NA	1	1	1
22	-0.391304347826087	0	0	-1
23	NA	1	1	1
24	NA	1	1	1
25	-0.6	0	0	-1
26	-0.24999999999999994	0.16666666666666666	0.2	-0.6
27	-1	0	0	-1
28	NA	1	1	1
29	-0.3513513513513514	0	0	-1
30	-1	0	0	-1
31	-1	0	0	-1
32	-0.02941176470588235	0.210989010989011	0.2	-0.6
33	-1	0	0	-1
34	NA	1	1	1
35	-1	0	0	-1
36	-0.6	0	0	-1
37	-1	0	0	-1
38	-0.6	0	0	-1
39	-0.3333333333333333	0	0	-1
40	-0.6	0	0	-1
41	-1	0	0	-1
42	-1	0	0	-1
43	-1	0	0	-1
44	-1	0	0	-1
45	NA	1	1	1
46	-1	0	0	-1
47	-1	0	0	-1
48	-0.6	0	0	-1
341	NA	1	1	1
49	-1	0	0	-1
50	-1	0	0	-1
51	-1	0	0	-1
52	-1	0	0	-1
53	-0.09090909090909094	0.375	0.3333333333333333	-0.3333333333333333
54	-0.6	0	0	-1
55	-1	0	0	-1
56	-0.3333333333333333	0.25	0.25	-0.5
57	-1	0	0	-1
347	-0.08219868885526976	0.20553359683794467	0.21621621621621623	-0.5675675675675675
58	-0.6	0	0	-1
59	-1	0	0	-1
60	NA	1	1	1
61	-0.38461538461538464	0	0	-1
62	-1	0	0	-1
63	NA	1	1	1
64	-1	0	0	-1
65	-0.6	0	0	-1
66	NA	1	1	1
329	NA	NA	NA	NA
67	-1	0	0	-1
68	0.16666666666666666	0.5	0.4	-0.2
69	-1	0	0	-1
70	-1	0	0	-1
71	NA	1	1	1
72	-1	0	0	-1
73	-1	0	0	-1
74	-0.3333333333333333	0.5	0.5	0
75	-1	0	0	-1
330	NA	NA	NA	NA
76	-1	0	0	-1
77	-1	0	0	-1
350	NA	NA	NA	NA
78	-0.3333333333333333	0.5	0.5	0
79	-1	0	0	-1
80	-1	0	0	-1
81	-1	0	0	-1
82	-1	0	0	-1
83	-1	0	0	-1
84	-1	0	0	-1
85	-0.6	0	0	-1
86	-1	0	0	-1
87	-1	0	0	-1
88	-1	0	0	-1
89	-1	0	0	-1
90	-1	0	0	-1
91	-0.5000000000000001	0	0	-1
92	-1	0	0	-1
93	-1	0	0	-1
94	NA	1	1	1
95	-1	0	0	-1
96	NA	1	1	1
97	-1	0	0	-1
98	-1	0	0	-1
99	-1	0	0	-1
100	-1	0	0	-1
101	-1	0	0	-1
102	-1	0	0	-1
348	NA	NA	NA	NA
103	-1	0	0	-1
104	NA	1	1	1
105	-1	0	0	-1
106	-1	0	0	-1
107	-1	0	0	-1
108	-1	0	0	-1
109	-1	0	0	-1
110	NA	1	1	1
111	-1	0	0	-1
112	-1	0	0	-1
113	-1	0	0	-1
114	-1	0	0	-1
115	-1	0	0	-1
116	-1	0	0	-1
117	-1	0	0	-1
118	-1	0	0	-1
346	-1	0	0	-1
119	-1	0	0	-1
120	-1	0	0	-1
121	-0.3333333333333333	0.5	0.5	0
122	-1	0	0	-1
123	-1	0	0	-1
124	-1	0	0	-1
125	-1	0	0	-1
126	-1	0	0	-1
127	-1	0	0	-1
128	-1	0	0	-1
129	NA	1	1	1
130	-1	0	0	-1
131	-1	0	0	-1
132	-1	0	0	-1
133	-1	0	0	-1
134	NA	1	1	1
135	-1	0	0	-1
136	-1	0	0	-1
137	-1	0	0	-1
138	-1	0	0	-1
139	-1	0	0	-1
140	-1	0	0	-1
141	-1	0	0	-1
142	-1	0	0	-1
143	-1	0	0	-1
144	-1	0	0	-1
145	NA	1	1	1
146	NA	1	1	1
147	-1	0	0	-1
148	NA	1	1	1
149	-1	0	0	-1
150	-1	0	0	-1
151	-0.6	0	0	-1
152	-1	0	0	-1
153	NA	1	1	1
154	-0.09090909090909094	0.375	0.3333333333333333	-0.3333333333333333
155	-1	0	0	-1
156	-1	0	0	-1
157	NA	1	1	1
158	-1	0	0	-1
159	-1	0	0	-1
160	-1	0	0	-1
161	-1	0	0	-1
162	-1	0	0	-1
163	-1	0	0	-1
164	-1	0	0	-1
165	NA	1	1	1
166	-1	0	0	-1
167	-1	0	0	-1
