ensemblID	community
ENSG00000004864	2
ENSG00000006327	5
ENSG00000006576	5
ENSG00000006831	1
ENSG00000008018	1
ENSG00000011114	9
ENSG00000011451	1
ENSG00000013725	7
ENSG00000014824	7
ENSG00000017260	2
ENSG00000029363	5
ENSG00000033327	7
ENSG00000034152	5
ENSG00000035928	7
ENSG00000037280	11
ENSG00000037897	5
ENSG00000039068	1
ENSG00000042286	1
ENSG00000042445	1
ENSG00000043039	1
ENSG00000044446	7
ENSG00000046604	1
ENSG00000048740	3
ENSG00000049283	1
ENSG00000049540	2
ENSG00000050393	11
ENSG00000052749	5
ENSG00000053254	1
ENSG00000055813	3
ENSG00000056972	1
ENSG00000057663	9
ENSG00000058085	7
ENSG00000058799	18
ENSG00000059691	1
ENSG00000060237	1
ENSG00000060688	5
ENSG00000061337	2
ENSG00000062485	1
ENSG00000063241	1
ENSG00000064225	1
ENSG00000064270	9
ENSG00000064393	1
ENSG00000064961	2
ENSG00000064989	1
ENSG00000065135	5
ENSG00000065534	15
ENSG00000065717	10
ENSG00000065970	10
ENSG00000066084	9
ENSG00000066136	11
ENSG00000066279	12
ENSG00000066557	42
ENSG00000066629	2
ENSG00000066735	10
ENSG00000067057	48
ENSG00000067082	5
ENSG00000067167	5
ENSG00000067445	1
ENSG00000067606	1
ENSG00000067704	17
ENSG00000068323	1
ENSG00000068400	8
ENSG00000068903	1
ENSG00000070371	3
ENSG00000070495	5
ENSG00000070614	5
ENSG00000071054	99
ENSG00000071462	9
ENSG00000071553	2
ENSG00000071564	2
ENSG00000071626	6
ENSG00000072062	1
ENSG00000072110	15
ENSG00000072121	10
ENSG00000072571	12
ENSG00000072840	2
ENSG00000072952	15
ENSG00000072958	1
ENSG00000073614	8
ENSG00000073711	5
ENSG00000073712	1
ENSG00000074416	1
ENSG00000074527	11
ENSG00000074603	1
ENSG00000074660	2
ENSG00000075218	12
ENSG00000075275	9
ENSG00000075292	9
ENSG00000075336	1
ENSG00000075415	1
ENSG00000075426	5
ENSG00000075651	2
ENSG00000075790	1
ENSG00000076555	1
ENSG00000076826	1
ENSG00000076984	8
ENSG00000077092	2
ENSG00000077238	2
ENSG00000077274	20
ENSG00000077616	1
ENSG00000077721	1
ENSG00000078140	218
ENSG00000078237	5
ENSG00000078304	1
ENSG00000078618	1
ENSG00000078668	1
ENSG00000078687	8
ENSG00000078804	5
ENSG00000078900	9
ENSG00000079215	1
ENSG00000079308	1
ENSG00000079459	2
ENSG00000079691	2
ENSG00000079739	1
ENSG00000079999	14
ENSG00000080298	5
ENSG00000080573	1
ENSG00000080603	8
ENSG00000080986	12
ENSG00000081087	11
ENSG00000081181	5
ENSG00000081760	2
ENSG00000082146	1
ENSG00000082516	122
ENSG00000082641	14
ENSG00000082781	1
ENSG00000083093	5
ENSG00000083123	2
ENSG00000083290	1
ENSG00000083307	1
ENSG00000083312	1
ENSG00000083807	14
ENSG00000083812	5
ENSG00000084073	17
ENSG00000084676	6
ENSG00000084754	7
ENSG00000085276	3
ENSG00000085365	14
ENSG00000085788	6
ENSG00000085982	7
ENSG00000085998	33
ENSG00000085999	12
ENSG00000086015	9
ENSG00000086062	1
ENSG00000086544	5
ENSG00000086570	9
ENSG00000086827	6
ENSG00000086848	291
ENSG00000086991	2
ENSG00000087074	5
ENSG00000087111	1
ENSG00000087245	2
ENSG00000087253	2
ENSG00000087299	1
ENSG00000087365	8
ENSG00000087884	1
ENSG00000088038	6
ENSG00000088325	12
ENSG00000088356	6
ENSG00000088367	9
ENSG00000088766	1
ENSG00000088827	4
ENSG00000088832	2
ENSG00000088899	10
ENSG00000089048	8
ENSG00000089053	1
ENSG00000089057	6
ENSG00000089280	5
ENSG00000089335	5
ENSG00000089351	8
ENSG00000089685	12
ENSG00000089693	8
ENSG00000089916	9
ENSG00000090097	2
ENSG00000090273	8
ENSG00000090376	2
ENSG00000090520	255
ENSG00000090889	12
ENSG00000090905	5
ENSG00000090989	117
ENSG00000091127	8
ENSG00000091136	9
ENSG00000091140	1
ENSG00000091483	1
ENSG00000091640	8
ENSG00000091732	1
ENSG00000091844	6
ENSG00000091879	2
ENSG00000091986	2
ENSG00000092330	9
ENSG00000092445	1
ENSG00000092470	69
ENSG00000092820	5
ENSG00000092853	12
ENSG00000092929	2
ENSG00000093009	12
ENSG00000093144	1
ENSG00000095139	8
ENSG00000095370	3
ENSG00000095539	9
ENSG00000095585	10
ENSG00000095637	1
ENSG00000095787	19
ENSG00000096401	5
ENSG00000096696	1
ENSG00000097033	1
