community_id	diameter
139	115977
145	31748462
669	19983570
194	20289354
140	55379875
205	35654776
38	14590443
534	39973877
34	183971
83	48436002
5	13101813
184	15018223
96	317649
448	26199179
418	43360887
69	375898
165	33698709
277	32178315
76	7146681
143	230350
144	53465
53	35438204
147	2476008
148	22510
312	5220636
26	79989140
526	77878642
653	89988072
128	2626074
222	39021510
105	7123384
74	47680771
64	5507104
151	181861
152	631323
2	34521
163	38317776
90	32155394
153	320814
154	790549
1	10798894
515	7983237
346	33281464
233	3147893
7	116449
156	4992908
211	25114354
157	167657
672	1135479
115	1424923
159	262053
89	360410
503	52019589
123	2199267
77	9753290
254	25353312
162	18801
164	27602240
39	30594
100	607980
37	176766
166	2512866
170	429830
13	106883
171	53986
155	405623
15	1598728
21	848447
40	3497413
150	197990
174	224438
175	44793
176	67113
95	262088
177	31192
179	127378
55	329270
494	72057821
181	70189
359	956986
182	811287
60	662501
85	43652
185	339670
3	629540
186	273804
4	74826
187	189896
188	319122
23	210380
189	13835
190	198886
296	51302757
192	160638
92	68715
58	16372
126	4179290
596	2498155
195	47169
198	18983
149	43308
161	1973769
199	531658
121	6494426
251	3441476
201	183029
202	99594
61	123775
203	49988
12	653190
204	55088
207	40978
208	73577
209	27876470
210	105960
236	36424956
465	30742791
238	28115605
212	130876
213	384298
232	63829453
6	28177
215	333743
216	175458
445	17259328
217	122820
218	673005
20	312450
99	14921481
220	103639
246	152374975
131	94746
385	15570023
8	90678
10	875615
221	906239
160	9301700
223	64146
224	2230915
225	47650
226	317864
9	1867803
227	444164
22	1653688
228	432218
231	8980011
32	32169
134	500132
193	178933
234	155793
235	192924
237	105385
239	160113
240	15444
241	146060
11	150550
243	179264
33	6581460
247	24984
124	84371
378	1194069
249	40417
138	4472264
300	4649324
250	139833
252	111864
256	160807
257	242731
258	32409
259	40494
260	424788
288	11353735
17	110319
262	110511
19	127200
263	32536
18	18963
264	48012
122	32797
265	36498
266	16147
47	175874
56	318043
267	276854
268	2529355
269	25311
270	398789
271	173472
274	786251
275	26863
276	39418
278	1281721
279	140660
70	215132
261	39136261
248	3120008
280	26309
86	162985
66	111927
283	195393
52	152506
408	20638438
44	1300050
284	107288
286	57254
287	86692
289	42803
290	376797
291	857171
294	106747
24	37168
191	2617228
273	240327
297	394367
29	608979
298	149634
200	129838
301	106479
302	70974
303	200418
304	99833
305	229398
30	1128556
307	7176573
308	213359
414	84841910
309	76702
310	242082
311	221268
314	35261
317	47193
318	44380
320	37478
25	72926
321	93357
54	274245
324	198331
325	72024
72	61297
326	109387
327	21270
328	48435
329	133784
330	153220
331	159114
35	1159625
45	31775672
334	535414
698	74579175
335	214685
336	866820
46	600867
293	192474079
337	3069247
79	422264
338	33540
27	14167963
339	76165
340	411636
341	37122
342	403192
31	257076
344	224097
172	6419994
345	185063
549	1616494
62	574947
347	50932
351	104455
352	127017
353	141872
354	98069
355	511802
357	199063
295	39337
358	36880
219	39896374
360	289303
361	511798
362	128613
363	258924
364	357296
365	167400
366	407335
367	100565
371	20984196
49	26463195
368	61036
315	211799
370	11302082
50	342860
48	156688
51	54595
373	46499
375	2961703
376	218721
377	139032
380	31919
82	104348
381	644407
383	48214
384	23834
532	1226684
87	5473266
42	55775
387	10907151
178	12943
388	20020
389	146613
390	26967
391	444704
392	94970
393	30112
394	98747
395	25804
396	23188
68	68766
397	33334
