ensemblID	community
ENSG00000004864	4
ENSG00000006327	1
ENSG00000006576	455
ENSG00000006831	3
ENSG00000008018	312
ENSG00000011114	30
ENSG00000011451	71
ENSG00000013725	41
ENSG00000014824	312
ENSG00000017260	182
ENSG00000029363	1
ENSG00000033327	47
ENSG00000034152	1
ENSG00000035928	312
ENSG00000037280	19
ENSG00000037897	11
ENSG00000039068	4
ENSG00000042286	3
ENSG00000042445	3
ENSG00000043039	4
ENSG00000044446	278
ENSG00000046604	104
ENSG00000048740	192
ENSG00000049283	4
ENSG00000049540	10
ENSG00000050393	92
ENSG00000052749	11
ENSG00000053254	3
ENSG00000055813	268
ENSG00000056972	15
ENSG00000057663	178
ENSG00000058085	459
ENSG00000058799	463
ENSG00000059691	2
ENSG00000060237	4
ENSG00000060688	173
ENSG00000061337	10
ENSG00000062485	2
ENSG00000063241	2
ENSG00000064225	2
ENSG00000064270	15
ENSG00000064393	3
ENSG00000064961	82
ENSG00000064989	74
ENSG00000065135	251
ENSG00000065534	13
ENSG00000065717	237
ENSG00000065970	78
ENSG00000066084	23
ENSG00000066136	212
ENSG00000066279	9
ENSG00000066557	105
ENSG00000066629	154
ENSG00000066735	342
ENSG00000067057	95
ENSG00000067082	7
ENSG00000067167	92
ENSG00000067445	2
ENSG00000067606	4
ENSG00000067704	344
ENSG00000068323	3
ENSG00000068400	5
ENSG00000068903	2
ENSG00000070371	268
ENSG00000070495	1
ENSG00000070614	829
ENSG00000071054	320
ENSG00000071462	71
ENSG00000071553	274
ENSG00000071564	102
ENSG00000071626	204
ENSG00000072062	33
ENSG00000072110	13
ENSG00000072121	329
ENSG00000072571	9
ENSG00000072840	10
ENSG00000072952	13
ENSG00000072958	71
ENSG00000073614	166
ENSG00000073711	179
ENSG00000073712	2
ENSG00000074416	2
ENSG00000074527	315
ENSG00000074603	86
ENSG00000074660	102
ENSG00000075218	9
ENSG00000075275	288
ENSG00000075292	373
ENSG00000075336	33
ENSG00000075415	2
ENSG00000075426	1
ENSG00000075651	55
ENSG00000075790	4
ENSG00000076555	2
ENSG00000076826	4
ENSG00000076984	220
ENSG00000077092	62
ENSG00000077238	50
ENSG00000077274	213
ENSG00000077616	2
ENSG00000077721	24
ENSG00000078140	752
ENSG00000078237	1
ENSG00000078304	29
ENSG00000078618	2
ENSG00000078668	4
ENSG00000078687	776
ENSG00000078804	1
ENSG00000078900	137
ENSG00000079215	2
ENSG00000079308	3
ENSG00000079459	45
ENSG00000079691	332
ENSG00000079739	2
ENSG00000079999	220
ENSG00000080298	136
ENSG00000080573	3
ENSG00000080603	166
ENSG00000080986	9
ENSG00000081087	130
ENSG00000081181	789
ENSG00000081760	40
ENSG00000082146	2
ENSG00000082516	432
ENSG00000082641	220
ENSG00000082781	74
ENSG00000083093	375
ENSG00000083123	40
ENSG00000083290	2
ENSG00000083307	4
ENSG00000083312	3
ENSG00000083807	220
ENSG00000083812	136
ENSG00000084073	50
ENSG00000084676	256
ENSG00000084754	93
ENSG00000085276	16
ENSG00000085365	258
ENSG00000085788	122
ENSG00000085982	93
ENSG00000085998	499
ENSG00000085999	9
ENSG00000086015	198
ENSG00000086062	4
ENSG00000086544	1
ENSG00000086570	291
ENSG00000086827	35
ENSG00000086848	745
ENSG00000086991	6
ENSG00000087074	8
ENSG00000087111	357
ENSG00000087245	64
ENSG00000087253	60
ENSG00000087299	2
ENSG00000087365	39
ENSG00000087884	3
ENSG00000088038	30
ENSG00000088325	9
ENSG00000088356	75
ENSG00000088367	100
ENSG00000088766	2
ENSG00000088827	34
ENSG00000088832	806
ENSG00000088899	347
ENSG00000089048	18
ENSG00000089053	151
ENSG00000089057	87
ENSG00000089280	99
ENSG00000089335	849
ENSG00000089351	290
ENSG00000089685	9
ENSG00000089693	77
ENSG00000089916	30
ENSG00000090097	10
ENSG00000090273	5
ENSG00000090376	107
ENSG00000090520	338
ENSG00000090889	9
ENSG00000090905	22
ENSG00000090989	281
ENSG00000091127	32
ENSG00000091136	293
ENSG00000091140	2
ENSG00000091483	2
ENSG00000091640	39
ENSG00000091732	3
ENSG00000091844	152
ENSG00000091879	38
ENSG00000091986	10
ENSG00000092330	219
ENSG00000092445	3
ENSG00000092470	409
