ensemblID	community
ENSG00000001461	1
ENSG00000004534	2
ENSG00000005100	662
ENSG00000005483	3
ENSG00000005812	667
ENSG00000006695	662
ENSG00000006744	662
ENSG00000007168	662
ENSG00000007202	669
ENSG00000007520	671
ENSG00000010256	2
ENSG00000010322	2
ENSG00000011021	671
ENSG00000011258	4
ENSG00000011260	4
ENSG00000011275	671
ENSG00000011295	662
ENSG00000011376	2
ENSG00000013375	671
ENSG00000013392	671
ENSG00000015532	4
ENSG00000015676	671
ENSG00000016864	2
ENSG00000024048	5
ENSG00000025800	6
ENSG00000029725	662
ENSG00000031698	7
ENSG00000032742	672
ENSG00000033050	3
ENSG00000034693	671
ENSG00000035928	8
ENSG00000037637	671
ENSG00000038219	9
ENSG00000040531	662
ENSG00000040633	662
ENSG00000042317	671
ENSG00000042429	10
ENSG00000042753	671
ENSG00000044090	5
ENSG00000046651	11
ENSG00000047249	671
ENSG00000048405	3
ENSG00000049541	3
ENSG00000049656	12
ENSG00000050820	671
ENSG00000052723	7
ENSG00000053371	13
ENSG00000053372	671
ENSG00000054611	666
ENSG00000054793	674
ENSG00000054967	14
ENSG00000055070	671
ENSG00000055130	3
ENSG00000055147	15
ENSG00000055609	3
ENSG00000056736	16
ENSG00000057608	671
ENSG00000057663	671
ENSG00000057757	671
ENSG00000058600	673
ENSG00000060762	671
ENSG00000062194	671
ENSG00000063046	673
ENSG00000063245	676
ENSG00000063322	671
ENSG00000063978	9
ENSG00000064102	17
ENSG00000064419	3
ENSG00000064703	7
ENSG00000064999	5
ENSG00000065057	18
ENSG00000065135	7
ENSG00000065427	671
ENSG00000065457	671
ENSG00000065526	671
ENSG00000065559	662
ENSG00000065883	671
ENSG00000065970	671
ENSG00000066279	665
ENSG00000066336	19
ENSG00000066926	664
ENSG00000067064	671
ENSG00000067248	671
ENSG00000067369	671
ENSG00000067560	2
ENSG00000067596	671
ENSG00000067900	664
ENSG00000068024	669
ENSG00000068028	2
ENSG00000068097	4
ENSG00000068383	671
ENSG00000068394	20
ENSG00000068745	2
ENSG00000069248	21
ENSG00000069345	22
ENSG00000070047	23
ENSG00000070366	662
ENSG00000070367	671
ENSG00000070413	666
ENSG00000070423	671
ENSG00000070444	662
ENSG00000070718	24
ENSG00000070761	671
ENSG00000070770	671
ENSG00000070831	671
ENSG00000071189	671
ENSG00000071462	3
ENSG00000071994	671
ENSG00000072134	662
ENSG00000072518	675
ENSG00000072571	665
ENSG00000072778	662
ENSG00000072803	671
ENSG00000072840	25
ENSG00000072849	662
ENSG00000073050	671
ENSG00000073169	666
ENSG00000073536	671
ENSG00000073614	26
ENSG00000073969	671
ENSG00000074071	671
ENSG00000074201	14
ENSG00000074219	27
ENSG00000074266	10
ENSG00000074319	23
ENSG00000074356	662
ENSG00000074603	671
ENSG00000074755	662
ENSG00000074935	671
ENSG00000075188	671
ENSG00000075218	665
ENSG00000075240	666
ENSG00000075336	664
ENSG00000075914	2
ENSG00000076043	661
ENSG00000076053	661
ENSG00000076201	2
ENSG00000076351	669
ENSG00000076924	671
ENSG00000076944	671
ENSG00000077147	671
ENSG00000077235	28
ENSG00000077254	29
ENSG00000077458	10
ENSG00000077463	671
ENSG00000077549	13
ENSG00000077721	30
ENSG00000078043	664
ENSG00000078061	31
ENSG00000078140	9
ENSG00000078142	664
ENSG00000078246	671
ENSG00000078304	671
ENSG00000078369	671
ENSG00000078668	24
ENSG00000078808	671
ENSG00000078902	23
ENSG00000079134	664
ENSG00000079313	671
ENSG00000079459	663
ENSG00000079616	671
ENSG00000079974	666
ENSG00000080603	671
ENSG00000080608	32
ENSG00000080802	3
ENSG00000080815	671
ENSG00000080986	665
ENSG00000081019	7
ENSG00000081087	671
ENSG00000081177	671
ENSG00000081870	33
ENSG00000081913	664
ENSG00000081923	664
ENSG00000082213	12
ENSG00000082458	34
ENSG00000082516	671
ENSG00000082701	35
ENSG00000083093	671
ENSG00000083097	671
ENSG00000083099	671
ENSG00000083168	24
ENSG00000083290	669
ENSG00000083457	662
ENSG00000083520	667
ENSG00000083535	667
ENSG00000083635	667
ENSG00000083838	676
ENSG00000083845	673
ENSG00000084112	671
ENSG00000084444	36
ENSG00000084463	37
ENSG00000084652	6
ENSG00000085377	671
ENSG00000085382	671
ENSG00000085415	664
ENSG00000085433	7
ENSG00000085644	671
ENSG00000085788	24
ENSG00000085840	665
ENSG00000085872	38
ENSG00000085978	39
ENSG00000085998	6
ENSG00000085999	665
ENSG00000086061	671
ENSG00000086189	671
ENSG00000086200	671
ENSG00000086232	671
ENSG00000086475	671
ENSG00000086504	671
ENSG00000086589	671
ENSG00000086619	40
ENSG00000086712	41
ENSG00000086827	661
ENSG00000086848	661
ENSG00000087053	10
ENSG00000087111	671
ENSG00000087152	671
ENSG00000087157	671
ENSG00000087191	4
ENSG00000087263	671
ENSG00000087274	9
ENSG00000087299	671
ENSG00000087302	671
ENSG00000087502	17
ENSG00000087884	14
ENSG00000088038	676
ENSG00000088247	671
ENSG00000088256	671
ENSG00000088298	674
ENSG00000088325	665
ENSG00000088387	667
ENSG00000088448	667
ENSG00000088451	667
ENSG00000088682	671
ENSG00000088727	2
ENSG00000088812	42
ENSG00000088833	42
ENSG00000088876	42
ENSG00000088888	42
ENSG00000088930	42
ENSG00000089006	42
ENSG00000089022	671
ENSG00000089048	42
ENSG00000089053	671
ENSG00000089063	42
ENSG00000089091	42
ENSG00000089123	42
ENSG00000089154	671
ENSG00000089195	42
ENSG00000089220	671
ENSG00000089234	671
ENSG00000089289	673
ENSG00000089597	675
ENSG00000089685	665
ENSG00000089693	671
ENSG00000089818	671
ENSG00000089876	671
ENSG00000089902	671
ENSG00000089916	671
ENSG00000090263	3
ENSG00000090316	9
ENSG00000090372	671
ENSG00000090470	671
ENSG00000090487	671
ENSG00000090539	43
ENSG00000090615	669
ENSG00000090686	671
ENSG00000090889	665
ENSG00000090905	671
ENSG00000090989	44
ENSG00000091009	671
ENSG00000091140	3
ENSG00000091157	664
ENSG00000091164	664
ENSG00000091542	662
ENSG00000091640	662
ENSG00000091651	22
ENSG00000091732	3
ENSG00000092201	671
ENSG00000092203	671
ENSG00000092330	671
ENSG00000092439	671
ENSG00000092470	665
ENSG00000092531	671
ENSG00000092820	671
ENSG00000092853	671
ENSG00000092871	671
ENSG00000093000	666
ENSG00000093009	665
ENSG00000093183	2
ENSG00000095139	661
ENSG00000095574	671
ENSG00000095787	671
ENSG00000095906	671
ENSG00000095970	19
ENSG00000096401	5
ENSG00000099246	671
ENSG00000099330	45
ENSG00000099341	671
ENSG00000099381	671
ENSG00000099622	671
ENSG00000099800	671
ENSG00000099804	671
ENSG00000099810	46
ENSG00000099817	671
ENSG00000099821	671
ENSG00000099849	23
ENSG00000099875	671
ENSG00000099889	666
ENSG00000099899	666
ENSG00000099901	666
ENSG00000099910	666
ENSG00000099917	666
ENSG00000099940	666
ENSG00000099942	666
ENSG00000099949	666
ENSG00000099956	666
ENSG00000099958	47
ENSG00000099968	666
ENSG00000099991	666
ENSG00000099995	666
ENSG00000100023	666
ENSG00000100028	666
ENSG00000100029	666
ENSG00000100030	666
ENSG00000100056	666
ENSG00000100075	666
ENSG00000100083	666
ENSG00000100084	666
ENSG00000100099	666
ENSG00000100104	666
ENSG00000100105	666
ENSG00000100109	666
ENSG00000100124	666
ENSG00000100129	666
ENSG00000100138	666
ENSG00000100150	666
ENSG00000100151	666
ENSG00000100196	671
ENSG00000100207	666
ENSG00000100209	666
ENSG00000100211	666
ENSG00000100216	666
ENSG00000100220	666
ENSG00000100221	666
ENSG00000100225	666
ENSG00000100226	666
ENSG00000100227	666
ENSG00000100239	666
ENSG00000100241	666
ENSG00000100246	666
ENSG00000100258	666
ENSG00000100263	666
ENSG00000100271	666
ENSG00000100280	666
ENSG00000100281	666
ENSG00000100284	666
ENSG00000100294	666
ENSG00000100297	666
ENSG00000100304	48
ENSG00000100307	666
ENSG00000100319	666
ENSG00000100320	666
ENSG00000100324	666
ENSG00000100325	666
ENSG00000100330	666
ENSG00000100335	666
ENSG00000100345	49
ENSG00000100347	666
ENSG00000100348	666
ENSG00000100353	666
ENSG00000100359	666
ENSG00000100372	666
ENSG00000100380	666
ENSG00000100387	666
ENSG00000100393	666
ENSG00000100395	666
ENSG00000100401	666
ENSG00000100403	666
ENSG00000100410	666
ENSG00000100412	666
ENSG00000100413	666
ENSG00000100416	666
ENSG00000100417	666
ENSG00000100418	666
ENSG00000100425	666
ENSG00000100426	666
ENSG00000100429	666
ENSG00000100448	50
ENSG00000100461	671
ENSG00000100462	671
ENSG00000100483	671
ENSG00000100485	671
ENSG00000100519	671
ENSG00000100526	665
ENSG00000100528	671
ENSG00000100532	671
ENSG00000100567	671
ENSG00000100575	671
ENSG00000100577	671
ENSG00000100580	671
ENSG00000100583	671
ENSG00000100591	671
ENSG00000100601	671
ENSG00000100603	671
ENSG00000100614	671
ENSG00000100625	671
ENSG00000100632	671
ENSG00000100714	671
ENSG00000100722	671
ENSG00000100731	671
ENSG00000100764	671
ENSG00000100796	671
ENSG00000100804	671
ENSG00000100811	671
ENSG00000100813	671
ENSG00000100815	671
ENSG00000100823	671
ENSG00000100865	671
ENSG00000100883	671
ENSG00000100888	671
ENSG00000100897	671
ENSG00000100902	671
ENSG00000100911	671
ENSG00000100938	671
ENSG00000100949	671
ENSG00000100982	51
ENSG00000100997	42
ENSG00000101126	674
ENSG00000101138	674
ENSG00000101146	674
ENSG00000101150	674
ENSG00000101152	674
ENSG00000101158	674
ENSG00000101161	674
ENSG00000101166	674
ENSG00000101181	674
ENSG00000101182	674
ENSG00000101189	674
ENSG00000101191	674
ENSG00000101193	674
ENSG00000101199	674
ENSG00000101216	674
ENSG00000101236	42
ENSG00000101246	674
ENSG00000101247	42
ENSG00000101266	42
ENSG00000101310	42
ENSG00000101337	671
ENSG00000101343	42
ENSG00000101361	42
ENSG00000101365	42
ENSG00000101367	671
ENSG00000101391	674
ENSG00000101421	671
ENSG00000101447	665
ENSG00000101473	52
ENSG00000101474	42
ENSG00000101544	664
ENSG00000101546	664
ENSG00000101557	664
ENSG00000101558	664
ENSG00000101574	664
ENSG00000101624	664
ENSG00000101639	664
ENSG00000101654	664
ENSG00000101695	664
ENSG00000101745	664
ENSG00000101751	664
ENSG00000101752	664
ENSG00000101782	664
ENSG00000101811	53
ENSG00000101882	54
ENSG00000101997	55
ENSG00000102030	56
ENSG00000102078	30
ENSG00000102081	57
ENSG00000102096	47
ENSG00000102100	58
ENSG00000102181	59
ENSG00000102312	60
ENSG00000102316	61
ENSG00000102401	62
ENSG00000102471	667
ENSG00000102531	667
ENSG00000102543	667
ENSG00000102572	667
ENSG00000102580	667
ENSG00000102595	667
ENSG00000102606	667
ENSG00000102710	667
ENSG00000102738	667
ENSG00000102743	667
ENSG00000102753	667
ENSG00000102755	63
ENSG00000102763	667
ENSG00000102780	667
ENSG00000102786	667
ENSG00000102796	667
ENSG00000102805	667
ENSG00000102870	671
ENSG00000102882	64
ENSG00000102893	22
ENSG00000102898	671
ENSG00000102900	671
ENSG00000102901	671
ENSG00000102910	22
ENSG00000102921	22
ENSG00000102977	671
ENSG00000102978	671
ENSG00000102981	671
ENSG00000103005	671
ENSG00000103018	671
ENSG00000103024	677
ENSG00000103035	671
ENSG00000103037	671
ENSG00000103051	671
ENSG00000103091	671
ENSG00000103111	671
ENSG00000103126	671
ENSG00000103168	671
ENSG00000103194	671
ENSG00000103199	671
ENSG00000103245	671
ENSG00000103254	677
ENSG00000103266	671
ENSG00000103275	671
ENSG00000103326	677
ENSG00000103343	671
ENSG00000103356	671
ENSG00000103415	671
ENSG00000103423	671
ENSG00000103429	671
ENSG00000103494	22
ENSG00000103496	671
ENSG00000103502	671
ENSG00000103507	671
ENSG00000103510	671
ENSG00000103549	671
ENSG00000103550	671
ENSG00000103591	671
ENSG00000103599	671
ENSG00000103671	671
ENSG00000103769	671
ENSG00000103876	65
ENSG00000103932	671
ENSG00000103978	671
ENSG00000103994	671
ENSG00000104047	66
ENSG00000104067	671
ENSG00000104131	671
ENSG00000104133	671
ENSG00000104142	671
ENSG00000104147	665
ENSG00000104164	671
ENSG00000104218	671
ENSG00000104221	24
ENSG00000104228	663
ENSG00000104290	663
ENSG00000104299	663
ENSG00000104343	671
ENSG00000104365	24
ENSG00000104388	671
ENSG00000104442	671
ENSG00000104472	668
ENSG00000104524	668
ENSG00000104529	668
ENSG00000104611	663
ENSG00000104613	663
ENSG00000104626	663
ENSG00000104635	663
ENSG00000104643	663
ENSG00000104660	663
ENSG00000104671	663
ENSG00000104679	663
ENSG00000104689	663
ENSG00000104691	663
ENSG00000104695	663
ENSG00000104714	663
ENSG00000104731	671
ENSG00000104756	663
ENSG00000104763	663
ENSG00000104765	663
ENSG00000104825	671
ENSG00000104853	671
ENSG00000104856	67
ENSG00000104885	671
ENSG00000104886	671
ENSG00000104897	671
ENSG00000104901	27
ENSG00000104946	671
ENSG00000104953	68
ENSG00000104960	676
ENSG00000104964	671
ENSG00000104969	671
ENSG00000104973	671
ENSG00000105053	676
ENSG00000105063	676
ENSG00000105136	676
ENSG00000105176	69
ENSG00000105197	671
ENSG00000105202	673
ENSG00000105229	671
ENSG00000105248	671
ENSG00000105258	671
ENSG00000105298	671
ENSG00000105325	671
ENSG00000105341	70
ENSG00000105372	673
ENSG00000105373	673
ENSG00000105374	71
ENSG00000105401	671
ENSG00000105402	671
ENSG00000105438	671
ENSG00000105447	671
ENSG00000105483	671
ENSG00000105492	50
ENSG00000105516	72
ENSG00000105520	73
ENSG00000105556	671
ENSG00000105583	673
ENSG00000105618	671
ENSG00000105640	673
ENSG00000105662	74
ENSG00000105669	75
ENSG00000105671	75
ENSG00000105677	671
ENSG00000105700	673
ENSG00000105723	671
ENSG00000105778	671
ENSG00000105793	3
ENSG00000105819	3
ENSG00000105821	3
ENSG00000105829	3
ENSG00000105856	3
ENSG00000105865	3
ENSG00000105879	3
ENSG00000105953	671
ENSG00000105968	671
ENSG00000105974	76
ENSG00000105983	3
ENSG00000105993	3
