community_id	diameter
32	6581460
38	3497413
39	20984196
42	111092569
43	1159625
48	342860
53	16372
63	28115605
79	152233687
82	33626
86	360410
90	265110
114	27360756
116	1862741
126	17303
132	137997384
150	85232389
158	27602240
169	44793
170	67113
173	127378
177	811287
181	273804
190	47680771
199	49988
207	36424956
215	122820
224	47650
226	1653688
228	432218
238	105385
239	160113
243	150550
252	139833
261	424788
18	312450
270	276854
274	173472
275	51955822
277	240327
280	39418
282	140660
283	26309
287	152506
291	57254
297	107281498
298	192474079
305	36623084
310	229398
313	213359
319	211799
321	44380
323	37478
325	136142509
327	72024
333	153220
334	159114
338	3069247
340	33540
342	411636
343	37122
344	190407871
345	403192
346	18499
348	185063
352	32720490
353	104455
357	98069
359	92371
360	199063
362	289303
