community_id	diameter
13	375898
20	2626074
21	39021510
23	47680771
24	5507104
28	320814
34	4992908
45	30594
341	96722
60	44793
63	26825251
66	329270
71	134370574
94	531658
96	3441476
104	40978
110	384298
129	47650
134	432218
145	155793
146	192924
148	160113
153	179264
157	84371
165	160807
173	127200
182	276854
189	26863
197	26309
199	111927
201	195393
210	376797
211	857171
214	2617228
222	117997195
231	84841910
237	47193
241	93357
242	36611822
244	274245
247	61297
249	21270
250	48435
254	159114
260	866820
266	14167963
267	76165
274	185063
278	104455
281	98069
286	39896374
288	511798
289	128613
291	357296
293	407335
299	342860
300	156688
304	2961703
306	139032
307	31919
308	104348
309	644407
310	48214
311	23834
313	55775
317	85840013
318	20020
322	94970
324	98747
325	25804
326	23188
