ensemblID	community
ENSG00000004864	1
ENSG00000006327	327
ENSG00000006576	333
ENSG00000006831	328
ENSG00000008018	331
ENSG00000011114	331
ENSG00000011451	1
ENSG00000013725	343
ENSG00000014824	333
ENSG00000017260	337
ENSG00000029363	327
ENSG00000033327	337
ENSG00000034152	327
ENSG00000035928	333
ENSG00000037280	338
ENSG00000037897	327
ENSG00000039068	1
ENSG00000042286	328
ENSG00000042445	328
ENSG00000043039	1
ENSG00000044446	331
ENSG00000046604	1
ENSG00000048740	333
ENSG00000049283	1
ENSG00000049540	337
ENSG00000050393	333
ENSG00000052749	327
ENSG00000053254	328
ENSG00000055813	351
ENSG00000056972	331
ENSG00000057663	1
ENSG00000058085	352
ENSG00000058799	1
ENSG00000059691	331
ENSG00000060237	1
ENSG00000060688	333
ENSG00000061337	337
ENSG00000062485	331
ENSG00000063241	331
ENSG00000064225	331
ENSG00000064270	353
ENSG00000064393	328
ENSG00000064961	1
ENSG00000064989	331
ENSG00000065135	327
ENSG00000065534	345
ENSG00000065717	336
ENSG00000065970	336
ENSG00000066084	1
ENSG00000066136	333
ENSG00000066279	332
ENSG00000066557	333
ENSG00000066629	1
ENSG00000066735	336
ENSG00000067057	344
ENSG00000067082	334
ENSG00000067167	327
ENSG00000067445	331
ENSG00000067606	1
ENSG00000067704	331
ENSG00000068323	328
ENSG00000068400	335
ENSG00000068903	331
ENSG00000070371	351
ENSG00000070495	327
ENSG00000070614	333
ENSG00000071054	1
ENSG00000071462	333
ENSG00000071553	1
ENSG00000071564	351
ENSG00000071626	333
ENSG00000072062	1
ENSG00000072110	345
ENSG00000072121	333
ENSG00000072571	332
ENSG00000072840	337
ENSG00000072952	345
ENSG00000072958	331
ENSG00000073614	327
ENSG00000073711	333
ENSG00000073712	328
ENSG00000074416	328
ENSG00000074527	333
ENSG00000074603	328
ENSG00000074660	351
ENSG00000075218	332
ENSG00000075275	333
ENSG00000075292	333
ENSG00000075336	328
ENSG00000075415	331
ENSG00000075426	327
ENSG00000075651	337
ENSG00000075790	1
ENSG00000076555	331
ENSG00000076826	1
ENSG00000076984	335
ENSG00000077092	337
ENSG00000077238	337
ENSG00000077274	342
ENSG00000077616	331
ENSG00000077721	338
ENSG00000078140	2
ENSG00000078237	327
ENSG00000078304	1
ENSG00000078618	331
ENSG00000078668	1
ENSG00000078687	333
ENSG00000078804	327
ENSG00000078900	1
ENSG00000079215	331
ENSG00000079308	328
ENSG00000079459	342
ENSG00000079691	337
ENSG00000079739	331
ENSG00000079999	335
ENSG00000080298	327
ENSG00000080573	328
ENSG00000080603	333
ENSG00000080986	332
ENSG00000081087	338
ENSG00000081181	327
ENSG00000081760	342
ENSG00000082146	331
ENSG00000082516	3
ENSG00000082641	335
ENSG00000082781	331
ENSG00000083093	327
ENSG00000083123	331
ENSG00000083290	331
ENSG00000083307	1
ENSG00000083312	328
ENSG00000083807	335
ENSG00000083812	333
ENSG00000084073	335
ENSG00000084676	335
ENSG00000084754	351
ENSG00000085276	351
ENSG00000085365	344
ENSG00000085788	1
ENSG00000085982	351
ENSG00000085998	4
ENSG00000085999	332
ENSG00000086015	353
ENSG00000086062	1
ENSG00000086544	327
ENSG00000086570	1
ENSG00000086827	335
ENSG00000086848	5
ENSG00000086991	337
ENSG00000087074	327
ENSG00000087111	331
ENSG00000087245	337
ENSG00000087253	1
ENSG00000087299	331
ENSG00000087365	335
ENSG00000087884	328
ENSG00000088038	354
ENSG00000088325	332
ENSG00000088356	354
ENSG00000088367	328
ENSG00000088766	331
ENSG00000088827	337
ENSG00000088832	337
ENSG00000088899	1
ENSG00000089048	335
ENSG00000089053	333
ENSG00000089057	354
ENSG00000089280	333
ENSG00000089335	327
ENSG00000089351	335
ENSG00000089685	332
ENSG00000089693	344
ENSG00000089916	331
ENSG00000090097	337
ENSG00000090273	335
ENSG00000090376	333
ENSG00000090520	6
ENSG00000090889	332
ENSG00000090905	327
ENSG00000090989	7
ENSG00000091127	335
ENSG00000091136	333
ENSG00000091140	331
ENSG00000091483	331
ENSG00000091640	1
ENSG00000091732	1
ENSG00000091844	344
ENSG00000091879	337
ENSG00000091986	1
ENSG00000092330	328
ENSG00000092445	328
ENSG00000092470	8
ENSG00000092820	327
ENSG00000092853	332
ENSG00000092929	337
ENSG00000093009	332
ENSG00000093144	331
ENSG00000095139	335
ENSG00000095370	351
ENSG00000095539	354
ENSG00000095585	1
ENSG00000095637	328
ENSG00000095787	354
ENSG00000096401	327
ENSG00000096696	1
ENSG00000097033	328
ENSG00000099341	331
ENSG00000099381	337
ENSG00000099783	335
ENSG00000099785	1
ENSG00000099795	331
ENSG00000099812	9
ENSG00000099860	327
ENSG00000099899	335
ENSG00000099901	343
ENSG00000099904	333
ENSG00000099958	343
ENSG00000099960	338
ENSG00000099968	331
ENSG00000100034	337
ENSG00000100075	331
ENSG00000100077	331
ENSG00000100083	10
ENSG00000100104	327
ENSG00000100124	343
ENSG00000100138	343
ENSG00000100162	332
ENSG00000100207	11
ENSG00000100220	337
ENSG00000100221	327
ENSG00000100234	333
ENSG00000100241	337
ENSG00000100284	343
ENSG00000100288	12
ENSG00000100290	1
ENSG00000100297	8
ENSG00000100307	337
ENSG00000100312	333
ENSG00000100324	353
ENSG00000100330	344
ENSG00000100342	333
ENSG00000100345	345
ENSG00000100359	13
ENSG00000100364	333
