community_id	diameter
29	608979
35	1159625
36	130488230
38	14590443
39	30594
41	5439421
48	156688
58	16372
72	61297
75	177629
78	9343
83	48436002
107	220188132
109	31692
120	160804068
126	4179290
148	22510
155	405623
168	51220
169	85232389
171	53986
175	44793
180	58144363
190	198886
198	18983
207	40978
214	138245250
223	64146
225	47650
227	444164
235	192924
236	36424956
239	160113
249	40417
259	40494
16	26825251
269	25311
273	240327
275	26863
277	32178315
280	26309
282	120544
283	195393
287	86692
291	857171
300	4649324
303	200418
310	242082
315	211799
320	37478
327	21270
329	133784
331	159114
333	141459335
335	214685
342	403192
343	18499
347	50932
349	200888382
350	190407871
351	104455
352	127017
353	141872
354	98069
356	92371
361	511798
362	128613
366	407335
368	61036
369	125098650
371	20984196
