ensemblID	community
ENSG00000001461	130
ENSG00000004534	210
ENSG00000005100	6
ENSG00000005483	132
ENSG00000005812	20
ENSG00000006695	6
ENSG00000006744	6
ENSG00000007168	6
ENSG00000007202	67
ENSG00000007520	62
ENSG00000010256	210
ENSG00000010322	210
ENSG00000011021	36
ENSG00000011258	110
ENSG00000011260	110
ENSG00000011275	25
ENSG00000011295	6
ENSG00000011376	210
ENSG00000013375	235
ENSG00000013392	235
ENSG00000015532	110
ENSG00000015676	25
ENSG00000016864	210
ENSG00000024048	201
ENSG00000025800	1
ENSG00000029725	6
ENSG00000031698	242
ENSG00000032742	20
ENSG00000033050	132
ENSG00000034693	235
ENSG00000035928	33
ENSG00000037637	36
ENSG00000038219	13
ENSG00000040531	6
ENSG00000040633	6
ENSG00000042317	150
ENSG00000042429	131
ENSG00000042753	276
ENSG00000044090	201
ENSG00000046651	89
ENSG00000047249	174
ENSG00000048405	132
ENSG00000049541	132
ENSG00000049656	120
ENSG00000050820	67
ENSG00000052723	242
ENSG00000053371	133
ENSG00000053372	117
ENSG00000054611	84
ENSG00000054793	256
ENSG00000054967	144
ENSG00000055070	36
ENSG00000055130	132
ENSG00000055147	134
ENSG00000055609	132
ENSG00000056736	135
ENSG00000057608	28
ENSG00000057663	235
ENSG00000057757	36
ENSG00000058600	62
ENSG00000060762	235
ENSG00000062194	206
ENSG00000063046	117
ENSG00000063245	119
ENSG00000063322	276
ENSG00000063978	13
ENSG00000064102	136
ENSG00000064419	132
ENSG00000064703	242
ENSG00000064999	201
ENSG00000065057	137
ENSG00000065135	242
ENSG00000065427	67
ENSG00000065457	67
ENSG00000065526	36
ENSG00000065559	6
ENSG00000065883	25
ENSG00000065970	149
ENSG00000066279	208
ENSG00000066336	139
ENSG00000066926	23
ENSG00000067064	28
ENSG00000067248	206
ENSG00000067369	525
ENSG00000067560	210
ENSG00000067596	433
ENSG00000067900	23
ENSG00000068024	67
ENSG00000068028	210
ENSG00000068097	110
ENSG00000068383	140
ENSG00000068394	121
ENSG00000068745	210
ENSG00000069248	44
ENSG00000069345	372
ENSG00000070047	190
ENSG00000070366	6
ENSG00000070367	150
ENSG00000070413	84
ENSG00000070423	119
ENSG00000070444	6
ENSG00000070718	26
ENSG00000070761	67
ENSG00000070770	67
ENSG00000070831	36
ENSG00000071189	25
ENSG00000071462	132
ENSG00000071994	235
ENSG00000072134	6
ENSG00000072518	352
ENSG00000072571	208
ENSG00000072778	6
ENSG00000072803	206
ENSG00000072840	142
ENSG00000072849	6
ENSG00000073050	276
ENSG00000073169	84
ENSG00000073536	433
ENSG00000073614	143
ENSG00000073969	433
ENSG00000074071	62
ENSG00000074201	144
ENSG00000074219	3
ENSG00000074266	131
ENSG00000074319	190
ENSG00000074356	6
ENSG00000074603	525
ENSG00000074755	6
ENSG00000074935	235
ENSG00000075188	83
ENSG00000075218	208
ENSG00000075240	84
ENSG00000075336	23
ENSG00000075914	210
ENSG00000076043	131
ENSG00000076053	131
ENSG00000076201	210
ENSG00000076351	67
ENSG00000076924	96
ENSG00000076944	96
ENSG00000077147	140
ENSG00000077235	145
ENSG00000077254	146
ENSG00000077458	131
ENSG00000077463	433
ENSG00000077549	133
ENSG00000077721	2
ENSG00000078043	23
ENSG00000078061	148
ENSG00000078140	13
ENSG00000078142	23
ENSG00000078246	149
ENSG00000078304	150
ENSG00000078369	117
ENSG00000078668	26
ENSG00000078808	117
ENSG00000078902	190
ENSG00000079134	23
ENSG00000079313	119
ENSG00000079459	349
ENSG00000079616	62
ENSG00000079974	84
ENSG00000080603	62
ENSG00000080608	234
ENSG00000080802	132
ENSG00000080815	150
ENSG00000080986	208
ENSG00000081019	242
ENSG00000081087	235
ENSG00000081177	150
ENSG00000081870	8
ENSG00000081913	23
ENSG00000081923	23
ENSG00000082213	120
ENSG00000082458	151
ENSG00000082516	206
ENSG00000082701	209
ENSG00000083093	62
ENSG00000083097	235
ENSG00000083099	235
ENSG00000083168	26
ENSG00000083290	6
ENSG00000083457	6
ENSG00000083520	20
ENSG00000083535	20
ENSG00000083635	20
ENSG00000083838	119
ENSG00000083845	54
ENSG00000084112	83
ENSG00000084444	152
ENSG00000084463	153
ENSG00000084652	1
ENSG00000085377	235
ENSG00000085382	235
ENSG00000085415	23
ENSG00000085433	242
ENSG00000085644	62
ENSG00000085788	26
ENSG00000085840	208
ENSG00000085872	112
ENSG00000085978	154
ENSG00000085998	1
ENSG00000085999	208
ENSG00000086061	58
ENSG00000086189	206
ENSG00000086200	206
ENSG00000086232	25
ENSG00000086475	28
ENSG00000086504	62
ENSG00000086589	206
