community_id	diameter
386	115977
3	39792174
1	18594477
6	38530621
355	6847718
13	14806877
107	19562349
57	2466948
31	49815834
265	1028949
45	27321286
32	33720437
165	14590443
30	7005901
80	8275268
91	11702105
387	183971
43	13201908
54	13101813
140	3436968
300	317649
67	22630697
204	814060
99	16268921
7	23192734
172	375898
2	29141402
867	1315392
53	3590700
383	230350
646	53465
33	35438204
29	22890739
110	14565388
62	15851367
77	57764725
44	9954284
92	11530359
133	2476008
60	19871895
257	1397120
388	22510
179	5178280
4	79989140
12	36884478
51	5002860
39	8691639
14	46348224
861	2626074
46	39021510
87	3788380
11	30170443
28	17761568
25	14872649
21	3737942
85	1712459
66	2268434
157	2099625
364	5734575
389	181861
90	4728949
390	631323
88	2224918
860	34521
16	32416238
115	15752375
5	32155394
391	320814
250	790549
116	2293112
382	10798894
170	7983237
267	9163773
63	5250649
52	2913010
8	33281464
38	28069815
243	3147893
353	116449
82	12157261
384	4992908
358	8765811
136	25114354
68	38641212
23	38596708
155	157456
65	14452227
392	167657
203	1135479
78	1409393
241	1424923
393	262053
269	69011193
95	29965543
278	360410
121	52019589
58	2199267
20	7068072
181	2126266
27	53941169
18	21092859
61	19643332
94	20527177
83	1605973
89	11633268
394	18801
126	27602240
36	18880415
911	499198
322	30594
76	19936753
395	607980
396	176766
858	2512866
878	70907
887	56476
139	8548420
397	429830
186	2273439
26	13352954
101	2983365
357	147714
189	106883
398	53986
385	405623
399	1598728
295	848447
487	3497413
328	197990
400	224438
401	44793
862	67113
148	262088
650	31192
270	648905
652	127378
859	329270
187	13552634
19	5338960
402	70189
59	596368
225	811287
517	662501
71	3950570
210	7544235
381	570222
312	43652
345	339670
296	629540
653	273804
275	1817834
173	74826
654	189896
655	319122
298	210380
403	13835
656	198886
98	21044461
272	1844739
160	13744520
42	11916253
17	15446432
657	160638
871	33561
578	68715
872	146691
56	1987113
158	1579718
902	232609
515	16372
375	155264
216	1647147
75	4536592
909	64405
40	3568249
37	3379766
106	955173
117	3926474
192	2498155
404	47169
659	18983
647	43308
648	1973769
660	531658
147	6494426
232	3441476
661	183029
379	5671448
268	890232
132	7173443
662	99594
520	123775
405	49988
406	653190
407	55088
409	40978
221	9796233
410	73577
47	67965506
313	27876470
112	105960
124	29711702
72	29675200
164	25222211
102	12233173
411	130876
223	2404019
663	384298
109	13911646
64	17020295
111	63829453
314	28177
664	333743
868	30156
665	175458
113	17259328
666	122820
283	673005
281	312450
412	14921481
667	103639
214	131957246
294	94746
125	6548873
177	8741953
49	11122660
208	3011787
233	90678
213	5780964
340	875615
326	906239
135	9301700
413	64146
162	612741
668	2230915
309	47650
414	317864
341	1867803
93	15776135
366	15383159
119	3601309
415	444164
202	1653688
669	432218
671	8980011
897	414637
180	4189070
416	32169
369	831487
151	500132
105	16044313
256	4577196
55	3042151
658	178933
672	155793
417	192924
673	105385
674	160113
675	15444
676	146060
863	737896
237	150550
886	491821
35	44455726
678	179264
342	6581460
418	24984
336	84371
138	1194069
419	40417
79	673232
190	4649324
420	139833
899	69248
898	41977224
421	111864
161	1640698
219	2139030
866	88797
159	34208896
682	160807
320	242731
183	7705625
228	32409
422	40494
423	424788
163	890831
195	11353735
317	110319
424	110511
329	127200
425	32536
426	18963
427	48012
631	32797
374	11154967
684	36498
428	16147
145	29540219
318	175874
348	318043
685	276854
429	2529355
146	48517318
430	25311
686	398789
687	173472
892	428149
688	786251
209	18413854
874	687436
689	26863
690	39418
274	1398772
74	11228079
431	1281721
432	140660
156	7815063
252	741128
323	215132
683	39136261
680	3120008
864	85117
433	26309
198	162985
246	111927
262	6103196
370	87202
434	195393
239	152506
128	15746035
297	1300050
691	107288
435	57254
436	86692
373	261060
865	3424172
693	42803
437	376797
694	857171
438	106747
302	37168
439	2617228
253	4430636
350	240327
440	394367
441	608979
442	149634
443	129838
444	106479
445	70974
894	417787
908	164036
446	200418
130	25257406
447	99833
448	229398
234	1128556
368	237744
698	7176573
449	213359
103	54046779
699	76702
450	242082
700	221268
452	35261
453	47193
701	44380
703	37478
319	72926
454	93357
882	91431
895	990863
299	274245
705	198331
706	72024
255	6210057
215	231484
351	61297
455	109387
456	21270
707	48435
457	133784
912	7843587
458	153220
459	159114
220	1159625
222	10645324
285	31775672
254	322946
708	535414
230	74579175
460	214685
709	866820
291	600867
696	192474079
154	912984
710	3069247
207	36424956
461	422264
711	33540
462	14167963
463	76165
464	411636
362	70086203
212	1827225
465	37122
466	403192
235	257076
467	224097
468	6419994
712	185063
196	1616494
279	574947
903	735575
881	139230
367	420488
713	50932
81	2511234
888	346371
346	104455
714	127017
715	141872
224	8271802
259	5594046
469	98069
470	511802
471	199063
472	39337
717	36880
178	319058
473	39896374
718	289303
474	511798
475	128613
365	11728809
719	258924
720	357296
476	167400
477	407335
478	100565
24	20984196
169	26463195
721	61036
875	145612
479	211799
330	11302082
376	411103
508	342860
343	156688
480	54595
890	1390790
481	46499
482	2961703
321	218721
483	139032
277	8774455
484	31919
485	104348
486	644407
723	48214
263	257628
488	23834
131	698846
194	5473266
915	379512
489	55775
916	1488203
188	10907151
919	12593
876	11262
651	12943
891	1676917
491	20020
276	480824
492	146613
493	26967
494	444704
495	94970
725	30112
496	98747
726	25804
497	23188
539	68766
727	33334
310	233566
728	374335
729	330020
499	29538488
500	140335
501	268803
730	62704
286	202916
732	128894
733	140880
502	96722
734	130937
503	5831661
504	120737
352	177629
505	66951
182	120586
506	104324
507	98552
735	101379
885	27054
509	2776156
510	205304
736	286840
512	72823
344	42928
513	39274
514	48687
516	108347
371	137437
870	158448
292	82167
914	80810
518	52375
904	46335
211	170313
519	33626
880	184700
905	67826
627	1862741
910	79859
521	225447
245	204439
739	64288
522	102976
740	198584
523	1182758
260	208600
524	1204918
525	126876
331	84957
264	165760
526	12610
741	254406
527	171016
541	236063
528	142690
742	40796
649	494669
231	4537316
743	169649
529	78375
744	312542
530	656303
293	75997
273	2222946
531	178132
745	313997
746	177333
747	36490
748	22143
917	4437624
749	304060
532	55714
349	789513
533	328441
750	144365
751	450330
534	81080
752	430753
535	120544
896	45627
536	195889
359	125097
537	457902
538	37777
303	207923
753	244357
236	4678921
197	65406
540	33500
84	793569
754	112775
755	158080
756	66140
542	23187411
543	7848
757	1413280
544	124650
545	17742
759	430771
760	48705
229	941458
913	127580
332	276914
546	104580
547	438850
548	9343
549	52888
550	210199
761	30909
762	15331
763	14044
266	118012
377	19278
378	23643
765	85881
681	132728
551	6828
906	48166951
766	55015
217	1161999
767	82426
166	119419
768	33108
552	296484
554	613717
873	35363
770	160955
555	284748
556	226041
289	103676
772	694821
773	530684
557	70843
311	62503
774	51514
775	114949
776	15442
238	895078
702	98217
218	2563127
777	487266
559	28517
588	265110
779	991012
780	244546
205	329596
781	873930
560	44321
879	92336
249	7772882
782	281099
561	252435
783	458245
784	217739
877	245892
562	381574
563	168009
127	2141654
564	243672
565	42117
566	21615
567	3728530
569	51220
785	586470
786	121039
624	68171
787	7641
261	2385531
789	22490
790	254247
570	40561
571	216605
792	436041
572	64904
793	364246
143	799429
573	52822
574	15596
794	11019
907	65136
795	30093
575	25317
576	13788
577	17303
579	127510
580	15322
796	134666
797	44780
798	207978
581	139643
251	833865
758	154743
799	10100
800	126367
582	19359
193	623507
584	353673
801	44501
334	85279633
802	77581
142	392644
803	149998
100	1074466
869	109288
804	53992
585	44837
778	175433
586	179476
327	92512
884	82469
282	27168709
587	3491
589	49963
805	23113
806	116412
590	382229
807	101171
808	69968
591	69797
137	290949
305	398456
901	62678
592	854105
593	28705173
594	90896
595	76008
596	184846
809	60189
597	410466
810	126031
811	56391
599	301226
812	41364
600	144977
814	39746
815	30478
284	31692
816	788558
48	3351608
817	303248
889	1138275
818	83620
601	14791
602	75988
603	30897
604	58552
819	33710
820	1241085
821	11450
123	182410
247	217492
822	141948
823	48856
605	42137
824	258846
825	154402
826	90039
827	53615
606	107090
828	100459
608	258430
609	79216
829	8278
610	402619
830	53368
611	47492
363	2416137
612	29851
613	34967
307	79946
614	12302
831	116789
832	726599
615	18499
833	77654
834	107292
616	175613
835	388760
335	95285
617	373142
836	11206
918	3108158
618	489491
619	112769
837	87013
620	276651
301	59646
621	9283
838	59785
622	93562
623	125771
625	39332
626	41929
628	94669
280	317044
629	53843
839	153492
840	145491
630	23807
380	197166
841	69810
632	85829
842	9083
308	32163
633	26513
634	38631
201	156461
635	315687
636	174018
716	92371
843	130591
844	15623
637	37274
638	122496
639	59345
846	106306
847	244522
338	17115
848	346193
849	337567
883	78732
788	16328
850	37440
640	155062
893	66280
851	1213578
679	91330
852	58845
641	2615052
642	2606906
643	30239
853	155086
854	32588
855	250765
856	36622964
644	312372
645	1185375
372	86178
857	198778
