community_id	diameter
280	55775
74	196236167
229	70189
344	6581460
399	107281498
126	854105
236	236063
337	105228627
338	257076
35	38317776
210	149998
251	30594
383	43308
296	48687
77	3497413
391	167536648
284	102976
387	60400541
247	317649
354	40561
400	155062
385	153220
258	673005
374	23113
384	40491723
86	2476008
146	169900544
320	42117
330	90678
356	154743
375	181861
140	17988317
314	69797
364	411636
327	75997
371	140660
24	138245250
273	432218
341	95285
323	121039
26	89988072
394	26309
336	653190
378	133784
389	410466
342	1867803
373	20931950
398	265110
361	38631
261	857171
294	866820
115	17259328
215	189896
257	122820
370	39896374
276	19359
360	8278
381	61036
367	337567
390	122586726
197	197990
392	53843
386	53615
239	195889
348	218721
350	244546
174	141459335
85	115585671
340	104324
388	312372
395	1111305
256	244357
396	39746
357	32169
298	3069247
