ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
hsa04010	MAPK signaling pathway	29/303	245/5815	2.32293541277431e-05	0.00655067786402355	0.00572175670093882	9448/5566/2246/6237/5567/1944/56034/255189/55970/4615/4296/2066/1946/4908/4137/6300/4909/2065/5601/51776/4254/23542/5321/27092/7867/3551/23162/4915/2260	29	326
hsa05414	Dilated cardiomyopathy (DCM)	11/303	62/5815	0.000299547006019901	0.0267293192271517	0.0233469977571986	5566/284217/3694/3691/5567/111/1605/488/3655/113/27092	11	326
hsa04151	PI3K-Akt signaling pathway	28/303	271/5815	0.000349078573919545	0.0267293192271517	0.0233469977571986	284217/5528/5618/2246/3694/4602/2791/3691/3915/1944/56034/1128/2783/55970/2066/1946/4908/6256/3914/4909/2065/4254/3655/3551/4915/2260/1021/2057	28	326
hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	10/303	55/5815	0.000458396594102644	0.0267293192271517	0.0233469977571986	1832/284217/3694/3691/83439/1499/1605/488/3655/27092	10	326
hsa04976	Bile secretion	8/303	37/5815	0.000507591187589785	0.0267293192271517	0.0233469977571986	5566/6513/5567/200931/111/6256/113/57552	8	326
hsa04014	Ras signaling pathway	21/303	185/5815	0.000568708919726632	0.0267293192271517	0.0233469977571986	5566/2246/6237/2791/51196/5567/1944/56034/255189/2783/55970/9610/1946/4908/4909/5601/4254/5321/3551/4915/2260	21	326
hsa05168	Herpes simplex virus 1 infection	63/327	447/5815	2.20258559607345e-12	5.59456741402655e-10	5.58761188056527e-10	25799/55900/1967/6428/6432/22835/7755/148022/79088/57677/57786/148103/7567/7773/10482/7644/162963/284349/54811/93134/163255/148268/285268/5970/285267/125893/10224/284406/9831/348327/7625/84924/163087/147694/58500/90321/100289635/7582/199704/147923/136051/171392/57547/284323/92283/339318/7637/84775/90317/7768/56242/7767/7549/7771/22869/6431/6430/355/5451/84911/55659/92595/90075	63	25
hsa03040	Spliceosome	18/327	128/5815	0.000257427155170329	0.0326932487066318	0.0326526023137102	9410/988/6428/6432/10286/25949/84950/6434/9128/29896/6100/6632/10772/494115/6431/6430/3192/3312	18	25
hsa05202	Transcriptional misregulation in cancer	18/327	136/5815	0.000548299807887392	0.0464227170677992	0.0463650012985478	2521/4616/51274/1027/1026/8864/3021/4613/472/5970/4291/905/4609/5914/4221/9611/904/7709	18	25
hsa00190	Oxidative phosphorylation	61/366	110/5815	1.37073737693402e-45	3.70099091772185e-43	3.31862733362973e-43	4713/4728/506/1347/374291/515/6390/4709/4702/1340/1350/10975/1349/4695/517/1329/4711/4704/7385/6391/54539/498/518/522/7381/4720/516/4724/27089/4712/509/4714/10632/10476/521/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/4697/6392/4722/9551/539/4719/4708/6389/7384/1352/1337/513/4706/4694/4710	61	60
hsa04714	Thermogenesis	71/366	192/5815	5.07818244253801e-38	6.85554629742631e-36	6.14727348307233e-36	11343/4713/4728/506/1347/374291/515/6390/4709/4702/1340/1350/10975/1349/4695/517/1329/4711/4704/7385/6391/54539/498/518/522/7381/1376/4720/516/285521/4724/23305/27089/4712/509/4714/10632/10476/521/7386/4881/4696/7388/126328/1351/57104/84987/788/9377/1537/4707/29796/4700/51079/4697/6392/84335/4722/9551/539/4719/4708/6389/7384/1352/1337/513/4706/4694/4710/55744	71	60
hsa05012	Parkinson disease	65/366	207/5815	7.48547716747587e-30	6.73692945072828e-28	6.04091139831386e-28	5689/5714/4713/4728/506/1347/374291/515/6390/4709/4702/1340/10131/1350/10975/1349/4695/517/1329/4711/4704/7385/7157/6391/54539/498/518/522/90550/7381/4720/516/4724/27089/4712/509/7417/4714/10476/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/4697/6392/4722/539/4719/4708/6389/7384/1337/513/4706/25828/4694/4710/9627	65	60
hsa04932	Non-alcoholic fatty liver disease (NAFLD)	51/366	128/5815	4.30485330858094e-29	2.90577598329214e-27	2.60556910782531e-27	4713/208/6945/4728/1347/374291/6390/4709/4702/5290/1340/1350/10975/1349/4695/1329/4711/4704/7385/6391/54539/7381/4720/4724/27089/4712/4714/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/5465/4697/6392/4722/1050/4719/4708/6389/7384/1337/4706/4694/4710	51	60
hsa05016	Huntington disease	71/366	258/5815	1.36128146294883e-28	7.35091989992367e-27	6.5914681363838e-27	5689/6507/9706/5714/4713/4728/506/1347/374291/515/6390/4709/4702/1340/1350/10975/1349/4695/51164/517/1329/4711/4704/7385/7157/6391/54539/498/518/522/7381/26100/4720/516/4724/27089/4712/509/7417/4714/10476/7386/4696/7388/126328/1351/5441/9377/1537/4707/29796/4700/51079/4697/160/6392/4722/539/4719/4708/6389/5439/7384/5434/1337/513/4706/4694/4710/23130/1211	71	60
hsa00020	Citrate cycle (TCA cycle)	22/366	26/5815	2.43880599889146e-23	1.09746269950116e-21	9.84079613587783e-22	1431/1738/2271/50/5106/4967/6390/1743/48/5160/8803/3417/6391/4191/1737/8802/5162/8801/5091/6392/6389/47	22	60
hsa01200	Carbon metabolism	39/366	95/5815	5.86920977616069e-23	2.26383805651912e-21	2.02995225340896e-21	1431/3030/1738/2271/50/2821/4967/1962/5096/6390/1743/4329/48/35/1892/55902/5160/8803/3417/5226/6391/4594/4191/1737/2539/8802/7086/84706/132158/5162/8801/5091/5095/6470/6888/6392/6389/25796/2653	39	60
hsa05010	Alzheimer disease	67/366	306/5815	8.20608058027048e-21	2.76955219584129e-19	2.48341912297659e-19	5689/9706/5714/4713/208/4728/506/1347/374291/515/6390/4709/4702/5290/1340/1350/10975/1349/4695/10313/517/1329/4711/4704/7385/6391/54539/498/518/522/90550/7381/26100/4720/516/4724/27089/4712/509/7417/4714/10476/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/4697/6392/4722/539/4719/4708/6389/7384/1337/513/4706/4694/4710/23130	67	60
hsa00280	Valine, leucine and isoleucine degradation	24/366	44/5815	3.96947068736751e-18	1.19084120621025e-16	1.06781082818073e-16	65985/594/3030/1738/587/217/1962/5096/34/3155/4329/35/1892/1629/3032/3033/4594/10449/5095/18/56922/5019/11112/223	24	60
hsa00640	Propanoate metabolism	20/366	30/5815	9.69961158386249e-18	2.61889512764287e-16	2.34832701504039e-16	32/594/3030/1738/55862/23417/1962/5096/4329/35/1892/55902/8803/1629/4594/8802/8801/5095/18/31	20	60
hsa00630	Glyoxylate and dicarboxylate metabolism	14/366	26/5815	5.80417199072467e-11	1.42466039772333e-09	1.27747326111643e-09	1431/1738/50/5096/48/55902/2752/4594/4191/132158/5095/6470/112817/2653	14	60
hsa04723	Retrograde endocannabinoid signaling	26/366	104/5815	5.98190193736722e-10	1.34592793590763e-08	1.20687495227584e-08	11343/4713/4728/374291/4709/4702/4695/4711/4704/54539/4720/4724/4712/4714/4696/126328/4707/4700/51079/4697/4722/4719/4708/4706/4694/4710	26	60
hsa00620	Pyruvate metabolism	14/366	30/5815	6.92449954989827e-10	1.43049379040437e-08	1.28270398359846e-08	32/1738/2271/5106/217/55902/5160/4191/1737/5162/5091/31/3029/223	14	60
hsa00071	Fatty acid degradation	15/366	35/5815	7.41737520950412e-10	1.43049379040437e-08	1.28270398359846e-08	3030/2639/217/1962/34/35/1892/3032/3033/1376/23305/10449/1632/223/37	15	60
