ensemblID	community
ENSG00000004864	326
ENSG00000006327	25
ENSG00000006576	151
ENSG00000006831	268
ENSG00000008018	60
ENSG00000011114	69
ENSG00000011451	268
ENSG00000013725	177
ENSG00000014824	60
ENSG00000017260	19
ENSG00000029363	25
ENSG00000033327	60
ENSG00000034152	25
ENSG00000035928	60
ENSG00000037280	243
ENSG00000037897	25
ENSG00000039068	326
ENSG00000042286	268
ENSG00000042445	268
ENSG00000043039	326
ENSG00000044446	60
ENSG00000046604	268
ENSG00000048740	110
ENSG00000049283	326
ENSG00000049540	19
ENSG00000050393	116
ENSG00000052749	25
ENSG00000053254	268
ENSG00000055813	268
ENSG00000056972	60
ENSG00000057663	326
ENSG00000058085	151
ENSG00000058799	326
ENSG00000059691	60
ENSG00000060237	326
ENSG00000060688	25
ENSG00000061337	19
ENSG00000062485	60
ENSG00000063241	60
ENSG00000064225	60
ENSG00000064270	202
ENSG00000064393	268
ENSG00000064961	326
ENSG00000064989	60
ENSG00000065135	19
ENSG00000065534	127
ENSG00000065717	163
ENSG00000065970	163
ENSG00000066084	326
ENSG00000066136	268
ENSG00000066279	318
ENSG00000066557	19
ENSG00000066629	326
ENSG00000066735	163
ENSG00000067057	330
ENSG00000067082	32
ENSG00000067167	116
ENSG00000067445	60
ENSG00000067606	326
ENSG00000067704	60
ENSG00000068323	268
ENSG00000068400	45
ENSG00000068903	60
ENSG00000070371	268
ENSG00000070495	25
ENSG00000070614	218
ENSG00000071054	326
ENSG00000071462	268
ENSG00000071553	326
ENSG00000071564	326
ENSG00000071626	218
ENSG00000072062	326
ENSG00000072110	127
ENSG00000072121	326
ENSG00000072571	318
ENSG00000072840	19
ENSG00000072952	127
ENSG00000072958	60
ENSG00000073614	330
ENSG00000073711	25
ENSG00000073712	60
ENSG00000074416	60
ENSG00000074527	127
ENSG00000074603	268
ENSG00000074660	326
ENSG00000075218	318
ENSG00000075275	85
ENSG00000075292	298
ENSG00000075336	268
ENSG00000075415	60
ENSG00000075426	25
ENSG00000075651	19
ENSG00000075790	326
ENSG00000076555	60
ENSG00000076826	326
ENSG00000076984	45
ENSG00000077092	19
ENSG00000077238	19
ENSG00000077274	45
ENSG00000077616	60
ENSG00000077721	268
ENSG00000078140	20
ENSG00000078237	25
ENSG00000078304	268
ENSG00000078618	60
ENSG00000078668	326
ENSG00000078687	218
ENSG00000078804	25
ENSG00000078900	326
ENSG00000079215	60
ENSG00000079308	268
ENSG00000079459	274
ENSG00000079691	19
ENSG00000079739	60
ENSG00000079999	163
ENSG00000080298	25
ENSG00000080573	268
ENSG00000080603	330
ENSG00000080986	318
ENSG00000081087	243
ENSG00000081181	25
ENSG00000081760	60
ENSG00000082146	60
ENSG00000082516	21
ENSG00000082641	163
ENSG00000082781	60
ENSG00000083093	25
ENSG00000083123	60
ENSG00000083290	60
ENSG00000083307	326
ENSG00000083312	268
ENSG00000083807	163
ENSG00000083812	25
ENSG00000084073	60
ENSG00000084676	110
ENSG00000084754	60
ENSG00000085276	110
ENSG00000085365	163
ENSG00000085788	326
ENSG00000085982	60
ENSG00000085998	22
ENSG00000085999	318
ENSG00000086015	202
ENSG00000086062	326
ENSG00000086544	25
ENSG00000086570	326
ENSG00000086827	218
ENSG00000086848	23
ENSG00000086991	19
ENSG00000087074	218
ENSG00000087111	60
ENSG00000087245	19
ENSG00000087253	19
ENSG00000087299	60
ENSG00000087365	326
ENSG00000087884	268
ENSG00000088038	60
ENSG00000088325	318
ENSG00000088356	218
ENSG00000088367	268
ENSG00000088766	60
ENSG00000088827	340
ENSG00000088832	19
ENSG00000088899	326
ENSG00000089048	45
ENSG00000089053	268
ENSG00000089057	218
ENSG00000089280	25
ENSG00000089335	25
ENSG00000089351	45
ENSG00000089685	318
ENSG00000089693	330
ENSG00000089916	69
ENSG00000090097	19
ENSG00000090273	45
ENSG00000090376	19
ENSG00000090520	71
ENSG00000090889	318
ENSG00000090905	25
ENSG00000090989	265
ENSG00000091127	45
ENSG00000091136	60
ENSG00000091140	60
ENSG00000091483	60
ENSG00000091640	326
ENSG00000091732	268
ENSG00000091844	60
ENSG00000091879	19
ENSG00000091986	19
ENSG00000092330	268
ENSG00000092445	268
ENSG00000092470	1
ENSG00000092820	25
ENSG00000092853	318
ENSG00000092929	19
ENSG00000093009	318
ENSG00000093144	60
ENSG00000095139	268
ENSG00000095370	110
ENSG00000095539	202
ENSG00000095585	302
ENSG00000095637	268
ENSG00000095787	177
ENSG00000096401	25
ENSG00000096696	326
ENSG00000097033	268
ENSG00000099341	60
ENSG00000099381	19
ENSG00000099783	45
ENSG00000099785	268
ENSG00000099795	60
ENSG00000099812	24
ENSG00000099860	25
ENSG00000099899	218
ENSG00000099901	177
ENSG00000099904	25
ENSG00000099958	177
ENSG00000099960	243
ENSG00000099968	60
ENSG00000100034	218
ENSG00000100075	60
ENSG00000100077	60
ENSG00000100083	26
ENSG00000100104	25
ENSG00000100124	177
ENSG00000100138	177
ENSG00000100162	318
ENSG00000100207	27
ENSG00000100220	19
ENSG00000100221	25
ENSG00000100234	326
ENSG00000100241	69
ENSG00000100284	177
ENSG00000100288	28
ENSG00000100290	326
ENSG00000100297	1
ENSG00000100307	218
ENSG00000100312	116
ENSG00000100324	163
ENSG00000100330	330
ENSG00000100342	60
ENSG00000100345	127
ENSG00000100359	29
ENSG00000100364	243
ENSG00000100365	340
ENSG00000100380	151
ENSG00000100387	177
ENSG00000100393	30
ENSG00000100401	218
ENSG00000100412	60
ENSG00000100413	19
ENSG00000100417	60
ENSG00000100441	218
ENSG00000100448	10
ENSG00000100568	268
ENSG00000100600	340
ENSG00000100603	45
ENSG00000100605	268
ENSG00000100626	19
ENSG00000100697	60
ENSG00000100714	60
ENSG00000100722	69
ENSG00000100731	60
ENSG00000100796	163
ENSG00000100804	268
ENSG00000100815	326
ENSG00000100842	25
ENSG00000100865	45
ENSG00000100889	60
ENSG00000100906	32
ENSG00000100911	2
ENSG00000100934	268
ENSG00000100941	45
ENSG00000100949	268
ENSG00000101019	60
ENSG00000101052	31
ENSG00000101096	25
ENSG00000101126	330
ENSG00000101144	326
ENSG00000101152	330
ENSG00000101160	326
ENSG00000101187	32
ENSG00000101191	330
ENSG00000101193	33
ENSG00000101220	60
ENSG00000101230	127
ENSG00000101246	45
ENSG00000101265	19
ENSG00000101280	25
ENSG00000101310	25
ENSG00000101331	110
ENSG00000101336	34
ENSG00000101353	60
ENSG00000101361	45
ENSG00000101367	25
ENSG00000101413	330
ENSG00000101442	35
ENSG00000101445	218
ENSG00000101447	318
ENSG00000101474	60
ENSG00000101558	302
ENSG00000101680	326
ENSG00000101752	25
ENSG00000101846	268
ENSG00000102007	19
ENSG00000102010	110
ENSG00000102038	45
ENSG00000102096	177
ENSG00000102100	326
ENSG00000102144	298
ENSG00000102181	268
ENSG00000102221	268
ENSG00000102225	60
ENSG00000102241	45
ENSG00000102302	326
ENSG00000102359	110
ENSG00000102362	60
ENSG00000102390	45
ENSG00000102531	151
ENSG00000102543	330
ENSG00000102572	60
ENSG00000102575	340
ENSG00000102738	25
ENSG00000102753	268
ENSG00000102786	25
ENSG00000102802	19
ENSG00000102871	32
ENSG00000102886	177
ENSG00000102890	326
ENSG00000102893	19
ENSG00000102898	268
ENSG00000102901	36
ENSG00000102935	268
ENSG00000102962	243
ENSG00000102974	330
ENSG00000103035	268
ENSG00000103037	268
ENSG00000103150	60
ENSG00000103274	45
ENSG00000103363	45
ENSG00000103423	25
ENSG00000103490	37
ENSG00000103496	45
ENSG00000103544	326
ENSG00000103549	45
ENSG00000103591	302
ENSG00000103710	127
ENSG00000103855	19
ENSG00000103876	60
ENSG00000103942	19
ENSG00000103966	326
ENSG00000103978	326
ENSG00000103994	268
ENSG00000104140	326
ENSG00000104177	326
ENSG00000104205	85
ENSG00000104213	19
ENSG00000104218	38
ENSG00000104290	326
ENSG00000104325	60
ENSG00000104327	326
ENSG00000104331	268
ENSG00000104332	326
ENSG00000104343	185
ENSG00000104388	19
ENSG00000104413	326
ENSG00000104450	326
ENSG00000104549	326
ENSG00000104635	32
ENSG00000104783	326
ENSG00000104805	326
ENSG00000104812	60
ENSG00000104853	110
ENSG00000104881	19
ENSG00000104886	60
ENSG00000104888	19
ENSG00000104892	326
ENSG00000104936	268
ENSG00000104953	163
ENSG00000104979	60
ENSG00000104980	326
ENSG00000105011	318
ENSG00000105085	218
ENSG00000105186	25
ENSG00000105220	60
ENSG00000105221	60
ENSG00000105289	326
ENSG00000105321	45
ENSG00000105325	326
ENSG00000105329	151
ENSG00000105355	326
ENSG00000105372	45
ENSG00000105379	60
ENSG00000105401	45
ENSG00000105427	326
ENSG00000105514	326
ENSG00000105516	163
ENSG00000105518	19
ENSG00000105523	326
ENSG00000105552	60
ENSG00000105559	302
ENSG00000105568	45
ENSG00000105576	326
ENSG00000105607	60
ENSG00000105617	326
ENSG00000105619	45
ENSG00000105643	32
ENSG00000105649	25
ENSG00000105699	19
ENSG00000105705	45
ENSG00000105711	19
ENSG00000105722	25
ENSG00000105723	110
ENSG00000105726	19
ENSG00000105732	25
ENSG00000105792	268
ENSG00000105819	218
ENSG00000105821	45
ENSG00000105849	25
ENSG00000105875	330
ENSG00000105879	45
ENSG00000105939	218
ENSG00000105953	60
ENSG00000105971	268
ENSG00000105974	268
ENSG00000105993	163
ENSG00000105997	19
ENSG00000106003	60
ENSG00000106004	19
ENSG00000106006	326
ENSG00000106070	19
ENSG00000106086	25
ENSG00000106123	202
ENSG00000106244	45
ENSG00000106245	326
ENSG00000106263	151
ENSG00000106266	60
ENSG00000106333	19
ENSG00000106344	45
ENSG00000106460	163
ENSG00000106537	326
ENSG00000106538	60
ENSG00000106554	60
ENSG00000106565	39
ENSG00000106571	7
ENSG00000106591	60
ENSG00000106635	268
ENSG00000106682	45
ENSG00000106772	127
ENSG00000106809	19
ENSG00000106823	268
ENSG00000106829	127
ENSG00000106952	32
ENSG00000106976	19
ENSG00000107021	69
ENSG00000107099	19
ENSG00000107130	127
ENSG00000107140	60
ENSG00000107185	218
ENSG00000107262	144
ENSG00000107341	19
ENSG00000107372	32
ENSG00000107537	151
ENSG00000107566	60
ENSG00000107581	45
ENSG00000107672	19
ENSG00000107719	326
ENSG00000107736	60
ENSG00000107758	268
ENSG00000107779	163
ENSG00000107796	127
ENSG00000107798	19
ENSG00000107862	19
ENSG00000107897	60
ENSG00000107929	25
ENSG00000107968	218
ENSG00000108061	19
ENSG00000108107	45
ENSG00000108187	268
ENSG00000108344	69
ENSG00000108375	326
ENSG00000108424	302
ENSG00000108443	25
ENSG00000108465	157
ENSG00000108468	330
ENSG00000108506	326
ENSG00000108510	40
ENSG00000108523	41
ENSG00000108528	60
ENSG00000108561	69
ENSG00000108578	19
ENSG00000108622	110
ENSG00000108639	326
ENSG00000108641	60
ENSG00000108651	116
ENSG00000108733	25
ENSG00000108788	60
ENSG00000108819	45
ENSG00000108821	19
ENSG00000108828	358
ENSG00000108829	25
ENSG00000108848	42
ENSG00000108852	19
ENSG00000108924	163
ENSG00000108960	268
ENSG00000109016	268
ENSG00000109062	326
ENSG00000109113	110
ENSG00000109171	268
ENSG00000109180	151
ENSG00000109381	25
ENSG00000109390	110
ENSG00000109436	326
ENSG00000109445	45
ENSG00000109466	19
ENSG00000109519	43
ENSG00000109536	45
ENSG00000109618	116
ENSG00000109625	19
ENSG00000109674	318
ENSG00000109762	268
ENSG00000109787	25
ENSG00000109790	268
ENSG00000109794	326
ENSG00000109805	318
ENSG00000109906	32
ENSG00000109919	268
ENSG00000110002	326
ENSG00000110013	218
ENSG00000110090	44
ENSG00000110104	25
ENSG00000110171	85
ENSG00000110172	116
ENSG00000110237	19
ENSG00000110315	268
ENSG00000110344	330
ENSG00000110395	19
ENSG00000110400	19
ENSG00000110429	330
ENSG00000110435	60
ENSG00000110448	177
ENSG00000110619	268
ENSG00000110711	45
ENSG00000110717	60
ENSG00000110801	46
ENSG00000110811	45
ENSG00000110880	218
ENSG00000110921	274
ENSG00000110955	60
ENSG00000111011	45
ENSG00000111144	2
ENSG00000111186	19
