gene_symbol	i_am_tf	gene_description	chromosome_name	upstream	upstream_source	downstream	organism	p_value
PTBP3	0	"polypyrimidine tract binding protein 3"	chr9	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
LGALS12	0	"lectin, galactoside-binding, soluble, 12"	chr11	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FAM92A1	0	"family with sequence similarity 92, member A1"	chr8	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TANGO2	0	"transport and golgi organization 2 homolog"	chr22	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
PLAGL1	1	"pleiomorphic adenoma gene-like 1"	chr6	11	"Kulakovskiy 2013"	154	"Homo sapiens"	0.00001
ZBTB14	0	"zinc finger and BTB domain containing 14"	chr18	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPR162	0	"G protein-coupled receptor 162"	chr12	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GPX1	0	"glutathione peroxidase 1"	chr3	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ARMC6	0	"armadillo repeat containing 6"	chr19	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
FGR	0	"FGR proto-oncogene, Src family tyrosine kinase"	chr1	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MSL3	0	"male-specific lethal 3 homolog (Drosophila)"	chrX	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DLK2	0	"delta-like 2 homolog (Drosophila)"	chr6	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MAGED4B	0	"melanoma antigen family D4B"	chrX	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF778	0	"zinc finger protein 778"	chr16	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
VPS35	0	"VPS35 retromer complex component"	chr16	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SSH1	0	"slingshot protein phosphatase 1"	chr12	3	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
GMPR2	0	"guanosine monophosphate reductase 2"	chr14	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
METTL23	0	"methyltransferase like 23"	chr17	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
CD99	0	"CD99 molecule"	chrX	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RFPL2	0	"ret finger protein-like 2"	chr22	8	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
SUN2	0	"Sad1 and UNC84 domain containing 2"	chr22	5	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
MROH1	0	"maestro heat-like repeat family member 1"	chr8	2	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ECE1	0	"endothelin converting enzyme 1"	chr1	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
TCIRG1	0	"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3"	chr11	7	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLF11	0	"Kruppel-like factor 11"	chr2	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RAD51AP2	0	"RAD51 associated protein 2"	chr2	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
AMER1	0	"APC membrane recruitment protein 1"	chrX	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
RTBDN	0	retbindin	chr19	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DNAJA4	0	"DnaJ (Hsp40) homolog, subfamily A, member 4"	chr15	6	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
ZNF581	0	"zinc finger protein 581"	chr19	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C17orf70	0	"chromosome 17 open reading frame 70"	chr17	4	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
DBNDD2	0	"dysbindin (dystrobrevin binding protein 1) domain containing 2"	chr20	11	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
KLK10	0	"kallikrein-related peptidase 10"	chr19	9	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
C1orf141	0	"chromosome 1 open reading frame 141"	chr1	1	"Kulakovskiy 2013"	0	"Homo sapiens"	0.00001
