ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
CSR_EARLY_UP.V1_UP	CSR_EARLY_UP.V1_UP	30/458	73/3879	1.2755370079088e-10	2.34698809455219e-08	2.29596661423584e-08	ENSG00000006327/ENSG00000034152/ENSG00000083812/ENSG00000101367/ENSG00000113615/ENSG00000115091/ENSG00000123395/ENSG00000129292/ENSG00000132467/ENSG00000132603/ENSG00000135002/ENSG00000144233/ENSG00000154642/ENSG00000155090/ENSG00000159167/ENSG00000160613/ENSG00000165732/ENSG00000169926/ENSG00000174173/ENSG00000177283/ENSG00000180667/ENSG00000066697/ENSG00000067334/ENSG00000048162/ENSG00000123505/ENSG00000065809/ENSG00000048405/ENSG00000136158/ENSG00000055483/ENSG00000154582	30	25
PDGF_ERK_DN.V1_DN	PDGF_ERK_DN.V1_DN	27/458	75/3879	3.36775329325111e-08	3.09833302979102e-06	3.030977963926e-06	ENSG00000083812/ENSG00000105722/ENSG00000111276/ENSG00000124659/ENSG00000134323/ENSG00000137947/ENSG00000138764/ENSG00000148840/ENSG00000148926/ENSG00000155090/ENSG00000160785/ENSG00000165527/ENSG00000166170/ENSG00000168310/ENSG00000169016/ENSG00000170881/ENSG00000172273/ENSG00000181274/ENSG00000184545/ENSG00000185022/ENSG00000204569/ENSG00000214367/ENSG00000109089/ENSG00000048162/ENSG00000133639/ENSG00000136997/ENSG00000136158	27	25
MTOR_UP.N4.V1_DN	MTOR_UP.N4.V1_DN	20/458	71/3879	0.000127812699882704	0.00783917892613918	0.00766876199296224	ENSG00000109381/ENSG00000113240/ENSG00000117614/ENSG00000136451/ENSG00000138764/ENSG00000146834/ENSG00000150347/ENSG00000160908/ENSG00000164548/ENSG00000166004/ENSG00000166349/ENSG00000170222/ENSG00000180855/ENSG00000181274/ENSG00000196199/ENSG00000221886/ENSG00000013441/ENSG00000113595/ENSG00000166783/ENSG00000161021	20	25
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	18/388	64/3879	3.19157463503713e-05	0.0059044130748187	0.00540887911832609	ENSG00000106333/ENSG00000108821/ENSG00000129038/ENSG00000130635/ENSG00000137310/ENSG00000141756/ENSG00000142173/ENSG00000163430/ENSG00000163520/ENSG00000164692/ENSG00000174807/ENSG00000182492/ENSG00000183160/ENSG00000184347/ENSG00000196154/ENSG00000105486/ENSG00000142156/ENSG00000140937	18	19
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN	13/61	54/3879	6.37321465029729e-13	3.7601966436754e-11	2.75054527012831e-11	ENSG00000072571/ENSG00000085999/ENSG00000090889/ENSG00000093009/ENSG00000113368/ENSG00000117724/ENSG00000121152/ENSG00000123485/ENSG00000126787/ENSG00000167513/ENSG00000178999/ENSG00000065328/ENSG00000120699	13	318
RPS14_DN.V1_DN	RPS14_DN.V1_DN	14/61	77/3879	4.68882048761514e-12	1.38320204384647e-10	1.01179810522221e-10	ENSG00000112984/ENSG00000117399/ENSG00000121152/ENSG00000126787/ENSG00000135476/ENSG00000142945/ENSG00000148773/ENSG00000149503/ENSG00000157456/ENSG00000166851/ENSG00000167900/ENSG00000168078/ENSG00000065328/ENSG00000085840	14	318
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP	12/61	78/3879	1.45502286584295e-09	2.86154496949114e-08	2.09319078945828e-08	ENSG00000089685/ENSG00000092853/ENSG00000101447/ENSG00000111206/ENSG00000143228/ENSG00000168078/ENSG00000170312/ENSG00000171241/ENSG00000171848/ENSG00000175063/ENSG00000187741/ENSG00000276043	12	318
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP	11/61	84/3879	4.38132117379328e-08	6.46244873134509e-07	4.7272149506717e-07	ENSG00000126787/ENSG00000129810/ENSG00000137804/ENSG00000142945/ENSG00000149503/ENSG00000158402/ENSG00000167900/ENSG00000170312/ENSG00000171848/ENSG00000178999/ENSG00000065328	11	318
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP	9/61	52/3879	6.95707375694749e-08	8.20934703319803e-07	6.00505313757573e-07	ENSG00000089685/ENSG00000112984/ENSG00000129195/ENSG00000157456/ENSG00000167900/ENSG00000170312/ENSG00000175063/ENSG00000178999/ENSG00000085840	9	318
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	9/61	64/3879	4.49709285645658e-07	4.42214130884897e-06	3.23475100201263e-06	ENSG00000075218/ENSG00000090889/ENSG00000093009/ENSG00000105011/ENSG00000121152/ENSG00000149503/ENSG00000171848/ENSG00000187741/ENSG00000101412	9	318
