ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
hsa04726	Serotonergic synapse	4/29	25/2981	7.94212114180226e-05	0.00675924551476667	0.00534851369226546	2773/5567/2787/4893	4	534
hsa04725	Cholinergic synapse	4/29	26/2981	9.32309726174713e-05	0.00675924551476667	0.00534851369226546	2773/5567/2787/4893	4	534
hsa03050	Proteasome	7/67	39/2981	1.83551893044641e-05	0.00278998877427854	0.00272429651782046	5706/5684/5700/5693/5687/5721/5720	7	169
hsa05168	Herpes simplex virus 1 infection	22/47	309/2981	1.43544143540328e-10	7.60783960763737e-09	7.60783960763737e-09	22835/148268/51276/374899/84924/57711/390927/163087/163081/84503/148266/199704/147923/92283/339318/388536/84775/374900/92285/55900/84911/284459	22	184
hsa00980	Metabolism of xenobiotics by cytochrome P450	2/4	12/2981	8.87566673586288e-05	0.000266270002075886	9.34280709038198e-05	8574/22977	2	69
hsa03010	Ribosome	59/82	115/2981	6.45057721034163e-72	3.80584055410156e-70	3.80584055410156e-70	6193/6223/6142/6158/6143/6164/6206/6152/6209/6146/6125/6204/9349/25873/6155/6210/11224/6229/6187/6205/23521/6135/6202/6161/6189/6167/6130/6188/6132/6159/6208/3921/6203/6227/6201/6169/6138/6232/6218/6165/9045/6168/6136/6191/4736/6170/6235/7311/6171/6222/6234/6173/6141/6217/6128/6160/6129/6133/6124	59	146
hsa04110	Cell cycle	16/33	81/2981	1.53946845256076e-17	7.54339541754773e-16	6.15787381024304e-16	4998/8318/7272/991/9088/891/9700/890/701/9133/995/4085/9232/5347/983/1870	16	158
hsa04114	Oocyte meiosis	11/33	63/2981	2.05346113063623e-11	5.03097977005876e-10	4.10692226127246e-10	991/9088/151648/891/9700/9133/995/4085/9232/5347/983	11	158
hsa04914	Progesterone-mediated oocyte maturation	8/33	44/2981	1.22473073888403e-08	2.00039354017725e-07	1.63297431851204e-07	9088/891/890/9133/995/4085/5347/983	8	158
hsa05166	Human T-cell leukemia virus 1 infection	8/33	113/2981	2.09153581933317e-05	0.000226459189687611	0.000184864644642948	991/9700/890/701/9133/4085/9232/1870	8	158
hsa04115	p53 signaling pathway	5/33	33/2981	2.31080805803685e-05	0.000226459189687611	0.000184864644642948	51512/891/9133/983/6241	5	158
hsa04218	Cellular senescence	6/33	78/2981	0.000166776889138021	0.00136201126129383	0.0011118459275868	2305/891/890/9133/983/1870	6	158
hsa04380	Osteoclast differentiation	3/5	54/2981	5.48023308938924e-05	0.000767232632514494	0.000576866640988341	6688/54209/7305	3	36
hsa05322	Systemic lupus erythematosus	2/4	42/2981	0.00114235050062048	0.00587615826597963	0.00412361983577518	55766/121504	2	672
hsa05034	Alcoholism	2/4	55/2981	0.00195871942199321	0.00587615826597963	0.00412361983577518	55766/121504	2	672
hsa04614	Renin-angiotensin system	3/10	10/2981	3.22476767481171e-06	9.67430302443512e-05	7.12843380747851e-05	1511/1359/1215	3	167
hsa00052	Galactose metabolism	1/1	11/2981	0.00369003690036895	0.00849826680084975	NA	2717	1	95
hsa00561	Glycerolipid metabolism	1/1	16/2981	0.00536732640053683	0.00849826680084975	NA	2717	1	95
hsa00600	Sphingolipid metabolism	1/1	19/2981	0.00637370010063731	0.00849826680084975	NA	2717	1	95
hsa05168	Herpes simplex virus 1 infection	22/22	309/2981	1.10761297533121e-22	1.10761297533121e-22	NA	79744/256051/10520/57343/284306/374928/10172/80095/7694/125919/7710/348327/388567/7565/147694/147686/400720/27300/90233/162972/55659/79891	22	359
hsa05340	Primary immunodeficiency	7/16	14/2981	9.35114621317366e-14	4.39503872019162e-12	2.75612730493539e-12	7535/925/915/926/3932/916/3561	7	183
hsa04640	Hematopoietic cell lineage	6/16	32/2981	6.94090505955375e-09	1.63111268899513e-07	1.02287021930266e-07	921/914/925/915/926/916	6	183
hsa04658	Th1 and Th2 cell differentiation	6/16	41/2981	3.35507712924794e-08	5.25628750248844e-07	3.29621612698043e-07	7535/915/3932/916/30009/3561	6	183
hsa04659	Th17 cell differentiation	6/16	49/2981	1.0194104707875e-07	1.08574671215151e-06	6.80871398437676e-07	7535/915/3932/916/30009/3561	6	183
hsa04660	T cell receptor signaling pathway	6/16	50/2981	1.1550496937782e-07	1.08574671215151e-06	6.80871398437676e-07	7535/925/915/926/3932/916	6	183
hsa04061	Viral protein interaction with cytokine and cytokine receptor	4/16	20/2981	2.5499681287859e-06	1.99747503421562e-05	1.25261592291237e-05	1234/2833/6352/3561	4	183
hsa04514	Cell adhesion molecules (CAMs)	4/16	39/2981	4.07037464338942e-05	0.000273296583199004	0.000171384195511133	914/925/926/923	4	183
hsa04060	Cytokine-cytokine receptor interaction	4/16	48/2981	9.35182677026178e-05	0.000530058543351528	0.000332399534464564	1234/2833/6352/3561	4	183
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	4/16	49/2981	0.000101500572131144	0.000530058543351528	0.000332399534464564	7535/915/3932/916	4	183
hsa04650	Natural killer cell mediated cytotoxicity	3/16	44/2981	0.00146981842331203	0.00690814658956655	0.00433209640555125	7535/5551/3932	3	183
hsa05142	Chagas disease (American trypanosomiasis)	3/16	49/2981	0.00201138036750481	0.00859407975206602	0.00538934452537175	915/916/6352	3	183
hsa05166	Human T-cell leukemia virus 1 infection	4/16	113/2981	0.00250295386424559	0.00980323596829522	0.00614760598235758	915/3932/916/3561	4	183
hsa04710	Circadian rhythm	2/2	15/2981	2.36396506735049e-05	4.72793013470099e-05	NA	9572/8863	2	14
hsa04974	Protein digestion and absorption	8/12	23/2981	1.55587807101485e-15	2.02264149231931e-14	4.91329917162585e-15	1277/1289/1291/1292/1281/1290/50509/1278	8	316
hsa04512	ECM-receptor interaction	4/12	24/2981	1.53421375785317e-06	9.97238942604561e-06	2.42244277555764e-06	1277/1291/1292/1278	4	316
hsa05205	Proteoglycans in cancer	4/12	78/2981	0.000183167156592687	0.000625675295034183	0.000151985901627737	1277/4060/1634/1278	4	316
hsa04510	Focal adhesion	4/12	79/2981	0.000192515475395133	0.000625675295034183	0.000151985901627737	1277/1291/1292/1278	4	316
hsa05146	Amoebiasis	3/12	35/2981	0.000303558387771313	0.000789251808205415	0.000191721087013461	1277/1281/1278	3	316
