ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
GO:0009913	epidermal cell differentiation	27/635	78/5817	1.87281415511e-08	7.07361906385046e-05	6.48190836000176e-05	ENSG00000083307/ENSG00000096696/ENSG00000104413/ENSG00000105427/ENSG00000109062/ENSG00000112378/ENSG00000117595/ENSG00000121552/ENSG00000125850/ENSG00000135046/ENSG00000135547/ENSG00000163472/ENSG00000167759/ENSG00000167880/ENSG00000168036/ENSG00000171345/ENSG00000171346/ENSG00000172818/ENSG00000175707/ENSG00000186716/ENSG00000081277/ENSG00000062038/ENSG00000052344/ENSG00000142168/ENSG00000114251/ENSG00000077782/ENSG00000128422	27	326
GO:0008544	epidermis development	34/635	124/5817	2.04789373308002e-07	0.000278474150390004	0.000255179690504113	ENSG00000083307/ENSG00000096696/ENSG00000104290/ENSG00000104413/ENSG00000105427/ENSG00000109062/ENSG00000112378/ENSG00000117595/ENSG00000121552/ENSG00000125850/ENSG00000135046/ENSG00000135547/ENSG00000163435/ENSG00000163472/ENSG00000164930/ENSG00000167759/ENSG00000167880/ENSG00000168036/ENSG00000171345/ENSG00000171346/ENSG00000172818/ENSG00000174437/ENSG00000175707/ENSG00000186716/ENSG00000196878/ENSG00000225950/ENSG00000081277/ENSG00000062038/ENSG00000052344/ENSG00000142168/ENSG00000114251/ENSG00000077782/ENSG00000171243/ENSG00000128422	34	326
GO:0031424	keratinization	13/635	24/5817	2.211867755282e-07	0.000278474150390004	0.000255179690504113	ENSG00000096696/ENSG00000105427/ENSG00000112378/ENSG00000121552/ENSG00000163472/ENSG00000167759/ENSG00000167880/ENSG00000171345/ENSG00000171346/ENSG00000081277/ENSG00000062038/ENSG00000052344/ENSG00000128422	13	326
GO:0030216	keratinocyte differentiation	20/635	56/5817	7.55305898207034e-07	0.000713197594381992	0.000653538366659139	ENSG00000083307/ENSG00000096696/ENSG00000105427/ENSG00000112378/ENSG00000117595/ENSG00000121552/ENSG00000125850/ENSG00000135046/ENSG00000163472/ENSG00000167759/ENSG00000167880/ENSG00000171345/ENSG00000171346/ENSG00000175707/ENSG00000186716/ENSG00000081277/ENSG00000062038/ENSG00000052344/ENSG00000114251/ENSG00000128422	20	326
GO:0060429	epithelium development	82/635	457/5817	1.87462324414672e-06	0.00120265565906521	0.0011020530933786	ENSG00000072062/ENSG00000076826/ENSG00000083307/ENSG00000086062/ENSG00000096696/ENSG00000101144/ENSG00000101160/ENSG00000101680/ENSG00000104290/ENSG00000104327/ENSG00000104332/ENSG00000104413/ENSG00000105325/ENSG00000105427/ENSG00000109062/ENSG00000112378/ENSG00000113578/ENSG00000117595/ENSG00000119888/ENSG00000121552/ENSG00000124664/ENSG00000125850/ENSG00000129514/ENSG00000132698/ENSG00000135046/ENSG00000135373/ENSG00000135374/ENSG00000135547/ENSG00000136754/ENSG00000137203/ENSG00000137834/ENSG00000138771/ENSG00000142507/ENSG00000142875/ENSG00000143126/ENSG00000147862/ENSG00000148516/ENSG00000158769/ENSG00000163435/ENSG00000163472/ENSG00000164733/ENSG00000164930/ENSG00000165215/ENSG00000165916/ENSG00000166145/ENSG00000166823/ENSG00000167759/ENSG00000167880/ENSG00000168036/ENSG00000170549/ENSG00000171316/ENSG00000171345/ENSG00000171346/ENSG00000172818/ENSG00000173402/ENSG00000175707/ENSG00000178568/ENSG00000183421/ENSG00000186350/ENSG00000186716/ENSG00000197256/ENSG00000206075/ENSG00000261150/ENSG00000081277/ENSG00000075239/ENSG00000087191/ENSG00000005513/ENSG00000101182/ENSG00000062038/ENSG00000052344/ENSG00000106078/ENSG00000104365/ENSG00000081479/ENSG00000085741/ENSG00000101843/ENSG00000142168/ENSG00000110195/ENSG00000114251/ENSG00000077782/ENSG00000105810/ENSG00000171243/ENSG00000128422	82	326
GO:0030855	epithelial cell differentiation	51/635	242/5817	1.91049350129501e-06	0.00120265565906521	0.0011020530933786	ENSG00000076826/ENSG00000083307/ENSG00000086062/ENSG00000096696/ENSG00000101144/ENSG00000101680/ENSG00000104413/ENSG00000105325/ENSG00000105427/ENSG00000109062/ENSG00000112378/ENSG00000117595/ENSG00000121552/ENSG00000124664/ENSG00000125850/ENSG00000129514/ENSG00000132698/ENSG00000135046/ENSG00000135373/ENSG00000135374/ENSG00000135547/ENSG00000138771/ENSG00000147862/ENSG00000148516/ENSG00000158769/ENSG00000163435/ENSG00000163472/ENSG00000164733/ENSG00000165215/ENSG00000166823/ENSG00000167759/ENSG00000167880/ENSG00000168036/ENSG00000171345/ENSG00000171346/ENSG00000172818/ENSG00000175707/ENSG00000178568/ENSG00000186350/ENSG00000186716/ENSG00000081277/ENSG00000005513/ENSG00000062038/ENSG00000052344/ENSG00000104365/ENSG00000085741/ENSG00000142168/ENSG00000114251/ENSG00000077782/ENSG00000105810/ENSG00000128422	51	326
GO:0043588	skin development	29/635	108/5817	2.59282313110517e-06	0.00139901328088346	0.00128198533159004	ENSG00000083307/ENSG00000096696/ENSG00000104290/ENSG00000105427/ENSG00000112378/ENSG00000117595/ENSG00000121552/ENSG00000125850/ENSG00000132470/ENSG00000135046/ENSG00000163472/ENSG00000164930/ENSG00000167759/ENSG00000167880/ENSG00000168036/ENSG00000171345/ENSG00000171346/ENSG00000172818/ENSG00000175707/ENSG00000186716/ENSG00000081277/ENSG00000091409/ENSG00000062038/ENSG00000052344/ENSG00000066322/ENSG00000114251/ENSG00000177628/ENSG00000171243/ENSG00000128422	29	326
GO:0070268	cornification	11/635	21/5817	3.04410450118577e-06	0.00143719783762233	0.00131697573682879	ENSG00000096696/ENSG00000112378/ENSG00000121552/ENSG00000163472/ENSG00000167759/ENSG00000167880/ENSG00000171345/ENSG00000171346/ENSG00000081277/ENSG00000052344/ENSG00000128422	11	326
GO:0050877	nervous system process	55/635	275/5817	4.13005969375491e-06	0.00173324838481248	0.0015882615524054	ENSG00000067606/ENSG00000078668/ENSG00000085788/ENSG00000100234/ENSG00000104327/ENSG00000109062/ENSG00000115255/ENSG00000117013/ENSG00000131238/ENSG00000137203/ENSG00000149658/ENSG00000153292/ENSG00000154928/ENSG00000160183/ENSG00000162496/ENSG00000162896/ENSG00000163328/ENSG00000164199/ENSG00000164850/ENSG00000165186/ENSG00000168539/ENSG00000171316/ENSG00000171867/ENSG00000173175/ENSG00000173402/ENSG00000174791/ENSG00000175544/ENSG00000175866/ENSG00000180914/ENSG00000185652/ENSG00000186716/ENSG00000186868/ENSG00000187017/ENSG00000188603/ENSG00000196586/ENSG00000198908/ENSG00000225950/ENSG00000062038/ENSG00000107562/ENSG00000008735/ENSG00000075461/ENSG00000080200/ENSG00000065154/ENSG00000135124/ENSG00000081479/ENSG00000131771/ENSG00000142168/ENSG00000151150/ENSG00000148053/ENSG00000105707/ENSG00000141101/ENSG00000077782/ENSG00000122733/ENSG00000177628/ENSG00000121297	55	326
GO:0003008	system process	86/635	498/5817	5.21901145391713e-06	0.0019712206261445	0.00180632733268205	ENSG00000057663/ENSG00000060237/ENSG00000067606/ENSG00000072062/ENSG00000078668/ENSG00000085788/ENSG00000096696/ENSG00000100234/ENSG00000101160/ENSG00000104327/ENSG00000104783/ENSG00000109062/ENSG00000115255/ENSG00000117013/ENSG00000124205/ENSG00000130005/ENSG00000131238/ENSG00000135547/ENSG00000136717/ENSG00000137203/ENSG00000138193/ENSG00000141750/ENSG00000142875/ENSG00000149575/ENSG00000149658/ENSG00000153292/ENSG00000154639/ENSG00000154928/ENSG00000158769/ENSG00000160183/ENSG00000162496/ENSG00000162896/ENSG00000163328/ENSG00000164199/ENSG00000164850/ENSG00000165186/ENSG00000168539/ENSG00000171316/ENSG00000171867/ENSG00000173175/ENSG00000173402/ENSG00000174428/ENSG00000174437/ENSG00000174791/ENSG00000175544/ENSG00000175866/ENSG00000177098/ENSG00000180914/ENSG00000185652/ENSG00000186716/ENSG00000186868/ENSG00000187017/ENSG00000188603/ENSG00000196465/ENSG00000196586/ENSG00000198908/ENSG00000198929/ENSG00000225950/ENSG00000089356/ENSG00000062038/ENSG00000107562/ENSG00000068024/ENSG00000100243/ENSG00000008735/ENSG00000121281/ENSG00000075461/ENSG00000076351/ENSG00000080200/ENSG00000136381/ENSG00000065154/ENSG00000135124/ENSG00000137509/ENSG00000081479/ENSG00000131771/ENSG00000109063/ENSG00000142168/ENSG00000151150/ENSG00000148053/ENSG00000105707/ENSG00000141101/ENSG00000077782/ENSG00000122733/ENSG00000177628/ENSG00000150995/ENSG00000121297/ENSG00000136830	86	326
