ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
hsa05168	Herpes simplex virus 1 infection	63/327	204/2757	2.39863015545075e-14	5.70873976997279e-12	5.70873976997279e-12	25799/55900/1967/6428/6432/22835/7755/148022/79088/57677/57786/148103/7567/7773/10482/7644/162963/284349/54811/93134/163255/148268/285268/5970/285267/125893/10224/284406/9831/348327/7625/84924/163087/147694/58500/90321/100289635/7582/199704/147923/136051/171392/57547/284323/92283/339318/7637/84775/90317/7768/56242/7767/7549/7771/22869/6431/6430/355/5451/84911/55659/92595/90075	63	25
hsa00190	Oxidative phosphorylation	61/366	84/2757	5.16543553676881e-37	1.26036627097159e-34	1.13095851752412e-34	4713/4728/506/1347/374291/515/6390/4709/4702/1340/1350/10975/1349/4695/517/1329/4711/4704/7385/6391/54539/498/518/522/7381/4720/516/4724/27089/4712/509/4714/10632/10476/521/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/4697/6392/4722/9551/539/4719/4708/6389/7384/1352/1337/513/4706/4694/4710	61	60
hsa04714	Thermogenesis	71/366	131/2757	1.07434180015393e-30	1.31069699618779e-28	1.17612154964219e-28	11343/4713/4728/506/1347/374291/515/6390/4709/4702/1340/1350/10975/1349/4695/517/1329/4711/4704/7385/6391/54539/498/518/522/7381/1376/4720/516/285521/4724/23305/27089/4712/509/4714/10632/10476/521/7386/4881/4696/7388/126328/1351/57104/84987/788/9377/1537/4707/29796/4700/51079/4697/6392/84335/4722/9551/539/4719/4708/6389/7384/1352/1337/513/4706/4694/4710/55744	71	60
hsa05012	Parkinson disease	65/366	140/2757	4.65784067347149e-23	3.78837708109015e-21	3.39940652660376e-21	5689/5714/4713/4728/506/1347/374291/515/6390/4709/4702/1340/10131/1350/10975/1349/4695/517/1329/4711/4704/7385/7157/6391/54539/498/518/522/90550/7381/4720/516/4724/27089/4712/509/7417/4714/10476/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/4697/6392/4722/539/4719/4708/6389/7384/1337/513/4706/25828/4694/4710/9627	65	60
hsa05016	Huntington disease	71/366	168/2757	3.52882174331745e-22	2.15258126342364e-20	1.93156558581587e-20	5689/6507/9706/5714/4713/4728/506/1347/374291/515/6390/4709/4702/1340/1350/10975/1349/4695/51164/517/1329/4711/4704/7385/7157/6391/54539/498/518/522/7381/26100/4720/516/4724/27089/4712/509/7417/4714/10476/7386/4696/7388/126328/1351/5441/9377/1537/4707/29796/4700/51079/4697/160/6392/4722/539/4719/4708/6389/5439/7384/5434/1337/513/4706/4694/4710/23130/1211	71	60
hsa04932	Non-alcoholic fatty liver disease (NAFLD)	51/366	94/2757	4.72559393976838e-22	2.30608984260697e-20	2.06931271467752e-20	4713/208/6945/4728/1347/374291/6390/4709/4702/5290/1340/1350/10975/1349/4695/1329/4711/4704/7385/6391/54539/7381/4720/4724/27089/4712/4714/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/5465/4697/6392/4722/1050/4719/4708/6389/7384/1337/4706/4694/4710	51	60
hsa01200	Carbon metabolism	39/366	66/2757	8.41258434559909e-19	3.42111763387696e-17	3.06985534014844e-17	1431/3030/1738/2271/50/2821/4967/1962/5096/6390/1743/4329/48/35/1892/55902/5160/8803/3417/5226/6391/4594/4191/1737/2539/8802/7086/84706/132158/5162/8801/5091/5095/6470/6888/6392/6389/25796/2653	39	60
hsa00020	Citrate cycle (TCA cycle)	22/366	24/2757	6.21424379596396e-18	2.16610783745029e-16	1.94370332264737e-16	1431/1738/2271/50/5106/4967/6390/1743/48/5160/8803/3417/6391/4191/1737/8802/5162/8801/5091/6392/6389/47	22	60
hsa05010	Alzheimer disease	67/366	195/2757	2.91685255459415e-15	8.89640029151216e-14	7.98296488625768e-14	5689/9706/5714/4713/208/4728/506/1347/374291/515/6390/4709/4702/5290/1340/1350/10975/1349/4695/10313/517/1329/4711/4704/7385/6391/54539/498/518/522/90550/7381/26100/4720/516/4724/27089/4712/509/7417/4714/10476/7386/4696/7388/126328/1351/9377/1537/4707/29796/4700/51079/4697/6392/4722/539/4719/4708/6389/7384/1337/513/4706/4694/4710/23130	67	60
hsa00280	Valine, leucine and isoleucine degradation	24/366	35/2757	4.68254389284384e-14	1.26948967761544e-12	1.13914518094914e-12	65985/594/3030/1738/587/217/1962/5096/34/3155/4329/35/1892/1629/3032/3033/4594/10449/5095/18/56922/5019/11112/223	24	60
hsa00640	Propanoate metabolism	20/366	26/2757	1.94615580833483e-13	4.74862017233698e-12	4.26105692772257e-12	32/594/3030/1738/55862/23417/1962/5096/4329/35/1892/55902/8803/1629/4594/8802/8801/5095/18/31	20	60
hsa04723	Retrograde endocannabinoid signaling	26/366	60/2757	6.45050669188121e-09	1.4308396661991e-07	1.2839286046998e-07	11343/4713/4728/374291/4709/4702/4695/4711/4704/54539/4720/4724/4712/4714/4696/126328/4707/4700/51079/4697/4722/4719/4708/4706/4694/4710	26	60
hsa01212	Fatty acid metabolism	17/366	30/2757	2.01617214976473e-08	4.09955003785495e-07	3.67862988729003e-07	3030/1962/6342/34/35/1892/3032/3033/1376/23305/10449/79071/201562/31/60481/9524/37	17	60
hsa00071	Fatty acid degradation	15/366	24/2757	2.25512664019229e-08	4.23269923236091e-07	3.79810802558701e-07	3030/2639/217/1962/34/35/1892/3032/3033/1376/23305/10449/1632/223/37	15	60
hsa04260	Cardiac muscle contraction	18/366	34/2757	3.2129718763518e-08	5.59975098449885e-07	5.02479812241484e-07	1347/1340/1350/10975/1349/1329/7385/93589/7381/27089/7386/7388/1351/9377/1537/29796/7384/1337	18	60
hsa00620	Pyruvate metabolism	14/366	22/2757	4.89469177242513e-08	7.96203194981154e-07	7.14453255203107e-07	32/1738/2271/5106/217/55902/5160/4191/1737/5162/5091/31/3029/223	14	60
hsa00630	Glyoxylate and dicarboxylate metabolism	14/366	23/2757	1.10141342316223e-07	1.6796554703224e-06	1.50719731590621e-06	1431/1738/50/5096/48/55902/2752/4594/4191/132158/5095/6470/112817/2653	14	60
hsa00650	Butanoate metabolism	11/366	16/2757	4.60269254543072e-07	6.60621753579467e-06	5.92792600278383e-06	65985/3030/79944/1962/3155/35/1892/3033/622/18/5019	11	60
hsa00380	Tryptophan metabolism	10/366	14/2757	9.26033347400825e-07	1.2552896486989e-05	1.12640313601972e-05	3030/1738/2639/217/1962/1743/1892/3033/55526/223	10	60
hsa00062	Fatty acid elongation	10/366	15/2757	2.45186983798143e-06	3.14871705509194e-05	2.8254234144052e-05	3030/10965/1892/3032/3033/10449/79071/201562/60481/9524	10	60
hsa00410	beta-Alanine metabolism	9/366	14/2757	1.26497574192848e-05	0.000154327040515275	0.000138481554905855	3030/23417/217/1962/4329/35/1892/18/223	9	60
hsa00030	Pentose phosphate pathway	8/366	14/2757	0.000129854250305522	0.00150878271783559	0.00135386887536584	5236/2821/5226/2539/7086/132158/6888/25796	8	60
hsa00561	Glycerolipid metabolism	10/366	23/2757	0.000345413281613834	0.00383094730517162	0.00343760586486495	11343/217/23175/56894/132158/10555/57104/8694/10554/223	10	60
hsa01230	Biosynthesis of amino acids	12/366	33/2757	0.000644023465448843	0.00683224893780511	0.00613074969397525	1431/50/587/1491/48/2752/3417/7086/84706/5091/6470/6888	12	60
hsa00010	Glycolysis / Gluconeogenesis	10/366	25/2757	0.00077064625189469	0.00783490356092935	0.00703045703482875	5236/1738/5106/2821/217/55902/5160/1737/5162/223	10	60
hsa00310	Lysine degradation	11/366	30/2757	0.00100004372918163	0.00976042679681274	0.00875827771241178	3030/1738/2639/217/1962/1743/1892/3033/55526/10157/223	11	60
hsa03010	Ribosome	20/47	69/2757	2.86782408987614e-21	2.17954630830587e-19	2.17350878390613e-19	6230/6144/6155/11224/6187/6205/23521/6134/2197/6137/6169/6232/6218/4736/6235/6141/9349/6204/6146/6157	20	69
hsa05340	Primary immunodeficiency	6/46	14/2757	4.19413777973804e-08	3.73278262396686e-06	3.22286376758818e-06	3561/915/926/3932/916/925	6	177
hsa04640	Hematopoietic cell lineage	6/46	37/2757	2.43269915380259e-05	0.00108255112344215	0.00093466862225047	921/914/915/926/916/925	6	177
hsa04060	Cytokine-cytokine receptor interaction	7/46	78/2757	0.0002435834851964	0.00722631006082654	0.00623915593660955	729230/939/3561/1234/10663/3556/6352	7	177
hsa04514	Cell adhesion molecules (CAMs)	6/46	61/2757	0.000429815444376519	0.00956339363737754	0.00825698090512786	923/914/926/3683/925/3385	6	177
hsa04974	Protein digestion and absorption	12/245	20/2757	1.2395667712415e-08	3.12370826352858e-06	2.96191217970337e-06	2006/1277/1289/1292/1293/1278/1281/7373/1803/1290/131873/1291	12	19
hsa04270	Vascular smooth muscle contraction	10/43	45/2757	6.04511552309302e-10	5.98466436786209e-08	5.15425639337405e-08	4638/10335/4627/59/800/3779/72/4660/387/10398	10	127
hsa04510	Focal adhesion	10/43	92/2757	8.09665070029363e-07	4.00784209664535e-05	3.45173003538834e-05	4638/87/81/1729/7791/2316/7414/4660/387/10398	10	127
hsa04810	Regulation of actin cytoskeleton	9/43	93/2757	8.38923398297912e-06	0.000276844721438311	0.00023843086056888	4638/87/4627/81/1729/7414/4660/387/10398	9	127
hsa04022	cGMP-PKG signaling pathway	7/43	57/2757	2.00506623415362e-05	0.000496253892953021	0.000427395697280114	4638/10335/3779/9586/387/10398/9569	7	127
hsa04670	Leukocyte transendothelial migration	6/43	50/2757	9.58115322973906e-05	0.00189706833948833	0.00163383876128182	87/81/7414/387/10398/6494	6	127
hsa04710	Circadian rhythm	4/31	16/2757	2.1690263605622e-05	0.00171353082484414	0.00166672551916885	9572/406/1454/8863	4	163
hsa04110	Cell cycle	16/38	68/2757	4.307669859491e-17	2.75690871007424e-15	2.26719466289e-15	8318/991/10274/9088/9700/890/9184/701/9133/995/9232/5347/983/4998/1870/1869	16	318
hsa04114	Oocyte meiosis	9/38	52/2757	1.58626695540152e-08	5.07605425728486e-07	4.17438672474084e-07	991/9088/151648/9700/9133/995/9232/5347/983	9	318
hsa04914	Progesterone-mediated oocyte maturation	6/38	37/2757	7.75104786011529e-06	0.00016535568768246	0.000135983295791496	9088/890/9133/995/5347/983	6	318
hsa05166	Human T-cell leukemia virus 1 infection	9/38	120/2757	2.32936405722555e-05	0.000372698249156087	0.000306495270687572	991/9700/890/9184/701/9133/9232/1870/1869	9	318
hsa04218	Cellular senescence	6/38	80/2757	0.000649822750825737	0.00831773121056944	0.00684023948237618	2305/890/9133/983/1870/1869	6	318
hsa04978	Mineral absorption	5/53	18/2757	1.53702904777776e-05	0.00209035950497775	0.00187679336360232	4502/4493/4501/4499/4489	5	32
hsa04068	FoxO signaling pathway	8/53	72/2757	5.04665591140836e-05	0.00343172601975769	0.00308111624064932	5564/1647/356/6446/2309/10912/10769/1901	8	32
hsa03040	Spliceosome	17/145	76/2757	1.87614390980313e-07	3.78981069780232e-05	3.78981069780232e-05	4670/22938/6631/57187/55119/9785/9879/153527/9416/9092/10189/55660/10929/6429/10523/23020/151903	17	45
hsa00900	Terpenoid backbone biosynthesis	7/15	15/2757	1.70183330295521e-13	3.74403326650147e-12	3.22452625823093e-12	4598/3157/3156/39/2224/4597/3422	7	274
hsa00100	Steroid biosynthesis	5/15	11/2757	1.03006322928982e-09	1.1330695522188e-08	9.75849375116671e-09	2222/10682/4047/1717/50814	5	274
hsa04610	Complement and coagulation cascades	6/27	33/2757	4.52478114018991e-07	5.38448955682599e-05	4.42952258987012e-05	3687/714/3689/719/713/712	6	340
hsa05150	Staphylococcus aureus infection	5/27	34/2757	1.39872525686593e-05	0.000832241527835228	0.000684639204676481	714/3689/719/713/712	5	340
hsa05133	Pertussis	4/27	33/2757	0.000246118292992263	0.00976269228869311	0.00803122850816859	714/3689/713/712	4	340
hsa05160	Hepatitis C	5/8	76/2757	7.32882732182367e-07	5.80671177496991e-06	1.35829515203975e-06	4940/4939/91543/4599/4938	5	4
hsa05164	Influenza A	5/8	85/2757	1.29038039443776e-06	5.80671177496991e-06	1.35829515203975e-06	4940/4939/91543/4599/4938	5	4
hsa05162	Measles	4/8	69/2757	2.33438253062695e-05	7.00314759188084e-05	1.63816317938733e-05	4940/4939/4599/4938	4	4
hsa05169	Epstein-Barr virus infection	4/8	111/2757	0.00015384291047234	0.000346146548562766	8.09699528801791e-05	4940/4939/9636/4938	4	4
hsa04621	NOD-like receptor signaling pathway	3/8	70/2757	0.000801487415608303	0.00144267734809495	0.000337468385519285	4940/4939/4938	3	4
hsa05332	Graft-versus-host disease	2/3	16/2757	9.44371180454891e-05	0.00103880829850038	0.000298222478038387	3824/5551	2	248
hsa04650	Natural killer cell mediated cytotoxicity	2/3	41/2757	0.000641403101917671	0.00352771706054719	0.00101274173987001	3824/5551	2	248
hsa03040	Spliceosome	2/3	76/2757	0.0022102063336666	0.00884082533466642	0.00232653298280695	6628/22827	2	5
hsa04976	Bile secretion	1/1	15/2757	0.00544069640914036	0.00725426187885381	NA	6522	1	139
hsa04970	Salivary secretion	1/1	16/2757	0.005803409503083	0.00725426187885381	NA	6522	1	139
hsa04971	Gastric acid secretion	1/1	17/2757	0.00616612259702598	0.00725426187885381	NA	6522	1	139
hsa04972	Pancreatic secretion	1/1	20/2757	0.00725426187885381	0.00725426187885381	NA	6522	1	139
hsa05322	Systemic lupus erythematosus	4/5	39/2757	1.69465465764278e-07	2.14508293065424e-06	1.61284430876259e-06	8349/85236/8294/8334	4	264
hsa05034	Alcoholism	4/5	45/2757	3.06440418664892e-07	2.14508293065424e-06	1.61284430876259e-06	8349/85236/8294/8334	4	264
hsa05203	Viral carcinogenesis	3/5	90/2757	0.000320970111924375	0.00149786052231375	0.0011262109190329	8349/85236/8294	3	264
hsa04612	Antigen processing and presentation	11/11	33/2757	1.1266513028369e-22	2.81662825709224e-21	1.18594873982831e-22	3123/3117/3127/3111/3108/3122/3115/3113/3119/4261/972	11	316
hsa05310	Asthma	9/11	13/2757	1.56689092149337e-21	1.95861365186672e-20	8.24679432364933e-22	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05320	Autoimmune thyroid disease	9/11	16/2757	2.50209424309092e-20	1.25104712154546e-19	5.26756682755983e-21	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05330	Allograft rejection	9/11	16/2757	2.50209424309092e-20	1.25104712154546e-19	5.26756682755983e-21	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05332	Graft-versus-host disease	9/11	16/2757	2.50209424309092e-20	1.25104712154546e-19	5.26756682755983e-21	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa04940	Type I diabetes mellitus	9/11	17/2757	5.31345962681122e-20	2.21394151117134e-19	9.32185899440565e-21	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa04672	Intestinal immune network for IgA production	9/11	20/2757	3.66388721602848e-19	1.3085311485816e-18	5.50960483613305e-20	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05152	Tuberculosis	11/11	68/2757	8.92451738419031e-19	2.78891168255947e-18	1.17427860318293e-19	3123/3117/3127/3111/3108/3122/3115/3113/3119/4261/972	11	316
hsa05321	Inflammatory bowel disease (IBD)	9/11	27/2757	1.01768628999526e-17	2.82690636109794e-17	1.19027636256755e-18	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05416	Viral myocarditis	9/11	30/2757	3.10048280573615e-17	7.75120701434038e-17	3.26366611130122e-18	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05323	Rheumatoid arthritis	9/11	31/2757	4.3659808206699e-17	9.92268368334069e-17	4.17797207719608e-18	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa05145	Toxoplasmosis	10/11	56/2757	5.60736232091317e-17	1.16820048352358e-16	4.91873887799401e-18	3123/3117/3127/3111/3108/3122/3115/3113/3119/4261	10	316
hsa05150	Staphylococcus aureus infection	9/11	34/2757	1.13366688457316e-16	2.18012862417916e-16	9.17948894391224e-18	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
hsa04640	Hematopoietic cell lineage	9/11	37/2757	2.68350019340177e-16	4.7919646310746e-16	2.0176693183472e-17	3123/3117/3127/3111/3108/3122/3115/3113/3119	9	316
