comm1	comm2	terms1	terms2	jaccard
2	2	59	59	1
2	5	59	14	0
2	1	59	108	0
2	18	59	3	0
2	15	59	10	0.014705882352941176
2	12	59	150	0
2	8	59	31	0
2	6	59	9	0
2	266	59	8	0
2	13	59	48	0.0594059405940594
2	397	59	22	0
2	65	59	4	0
2	326	59	16	0
2	104	59	35	0
5	2	14	59	0
5	5	14	14	1
5	1	14	108	0
5	18	14	3	0
5	15	14	10	0
5	12	14	150	0
5	8	14	31	0
5	6	14	9	0
5	266	14	8	0
5	13	14	48	0
5	397	14	22	0
5	65	14	4	0
5	326	14	16	0
5	104	14	35	0
1	2	108	59	0
1	5	108	14	0
1	1	108	108	1
1	18	108	3	0
1	15	108	10	0
1	12	108	150	0
1	8	108	31	0.007246376811594203
1	6	108	9	0
1	266	108	8	0
1	13	108	48	0
1	397	108	22	0
1	65	108	4	0
1	326	108	16	0
1	104	108	35	0
18	2	3	59	0
18	5	3	14	0
18	1	3	108	0
18	18	3	3	1
18	15	3	10	0
18	12	3	150	0
18	8	3	31	0
18	6	3	9	0
18	266	3	8	0
18	13	3	48	0
18	397	3	22	0
18	65	3	4	0
18	326	3	16	0
18	104	3	35	0
15	2	10	59	0.014705882352941176
15	5	10	14	0
15	1	10	108	0
15	18	10	3	0
15	15	10	10	1
15	12	10	150	0
15	8	10	31	0
15	6	10	9	0
15	266	10	8	0
15	13	10	48	0
15	397	10	22	0
15	65	10	4	0
15	326	10	16	0
15	104	10	35	0
12	2	150	59	0
12	5	150	14	0
12	1	150	108	0
12	18	150	3	0
12	15	150	10	0
12	12	150	150	1
12	8	150	31	0
12	6	150	9	0
12	266	150	8	0
12	13	150	48	0.015384615384615385
12	397	150	22	0
12	65	150	4	0
12	326	150	16	0.024691358024691357
12	104	150	35	0
8	2	31	59	0
8	5	31	14	0
8	1	31	108	0.007246376811594203
8	18	31	3	0
8	15	31	10	0
8	12	31	150	0
8	8	31	31	1
8	6	31	9	0.2903225806451613
8	266	31	8	0
8	13	31	48	0
8	397	31	22	0
8	65	31	4	0
8	326	31	16	0
8	104	31	35	0
6	2	9	59	0
6	5	9	14	0
6	1	9	108	0
6	18	9	3	0
6	15	9	10	0
6	12	9	150	0
6	8	9	31	0.2903225806451613
6	6	9	9	1
6	266	9	8	0
6	13	9	48	0
6	397	9	22	0
6	65	9	4	0
6	326	9	16	0
6	104	9	35	0
266	2	8	59	0
266	5	8	14	0
266	1	8	108	0
266	18	8	3	0
266	15	8	10	0
266	12	8	150	0
266	8	8	31	0
266	6	8	9	0
266	266	8	8	1
266	13	8	48	0
266	397	8	22	0
266	65	8	4	0
266	326	8	16	0
266	104	8	35	0
13	2	48	59	0.0594059405940594
13	5	48	14	0
13	1	48	108	0
13	18	48	3	0
13	15	48	10	0
13	12	48	150	0.015384615384615385
13	8	48	31	0
13	6	48	9	0
13	266	48	8	0
13	13	48	48	1
13	397	48	22	0
13	65	48	4	0
13	326	48	16	0
13	104	48	35	0
397	2	22	59	0
397	5	22	14	0
397	1	22	108	0
397	18	22	3	0
397	15	22	10	0
397	12	22	150	0
397	8	22	31	0
397	6	22	9	0
397	266	22	8	0
397	13	22	48	0
397	397	22	22	1
397	65	22	4	0
397	326	22	16	0
397	104	22	35	0.05555555555555555
65	2	4	59	0
65	5	4	14	0
65	1	4	108	0
65	18	4	3	0
65	15	4	10	0
65	12	4	150	0
65	8	4	31	0
65	6	4	9	0
65	266	4	8	0
65	13	4	48	0
65	397	4	22	0
65	65	4	4	1
65	326	4	16	0.1111111111111111
65	104	4	35	0
326	2	16	59	0
326	5	16	14	0
326	1	16	108	0
326	18	16	3	0
326	15	16	10	0
326	12	16	150	0.024691358024691357
326	8	16	31	0
326	6	16	9	0
326	266	16	8	0
326	13	16	48	0
326	397	16	22	0
326	65	16	4	0.1111111111111111
326	326	16	16	1
326	104	16	35	0
104	2	35	59	0
104	5	35	14	0
104	1	35	108	0
104	18	35	3	0
104	15	35	10	0
104	12	35	150	0
104	8	35	31	0
104	6	35	9	0
104	266	35	8	0
104	13	35	48	0
104	397	35	22	0.05555555555555555
104	65	35	4	0
104	326	35	16	0
104	104	35	35	1
