comm1	comm2	jaccard
671	11	0.09302325581395349
671	13	0.023809523809523808
671	20	0.023255813953488372
671	459	0
671	43	0.019230769230769232
671	230	0
671	32	0
671	38	0
671	447	0
671	632	0
671	39	0
671	391	0
671	277	0.06666666666666667
671	138	0
671	143	0
671	46	0
671	65	0
671	633	0
671	124	0
671	94	0
671	142	0
671	174	0
671	88	0
671	531	0
671	692	0
671	52	0
671	539	0
671	243	0
671	434	0
672	11	0
672	13	0.09090909090909091
672	20	0
672	459	0
672	43	0.5714285714285714
672	230	0
672	32	0
672	38	0
672	447	0
672	632	0
672	39	0
672	391	0
672	277	0
672	138	0
672	143	0
672	46	0.02040816326530612
672	65	0
672	633	0
672	124	0
672	94	0
672	142	0
672	174	0
672	88	0
672	531	0
672	692	0
672	52	0
672	539	0
672	243	0
672	434	0
673	11	0
673	13	0
673	20	0
673	459	0
673	43	0.7142857142857143
673	230	0
673	32	0
673	38	0
673	447	0
673	632	0
673	39	0
673	391	0
673	277	0
673	138	0
673	143	0
673	46	0.0196078431372549
673	65	0
673	633	0
673	124	0
673	94	0
673	142	0
673	174	0
673	88	0
673	531	0
673	692	0
673	52	0
673	539	0
673	243	0
673	434	0
665	11	0
665	13	0
665	20	0.8936170212765957
665	459	0
665	43	0
665	230	0
665	32	0
665	38	0
665	447	0
665	632	0
665	39	0
665	391	0
665	277	0
665	138	0
665	143	0
665	46	0
665	65	0
665	633	0
665	124	0
665	94	0
665	142	0
665	174	0
665	88	0
665	531	0
665	692	0.03508771929824561
665	52	0
665	539	0.01818181818181818
665	243	0
665	434	0
19	11	0
19	13	0
19	20	0
19	459	1
19	43	0
19	230	0
19	32	0
19	38	0
19	447	0
19	632	0.023255813953488372
19	39	0
19	391	0.01694915254237288
19	277	0
19	138	0
19	143	0
19	46	0.012987012987012988
19	65	0
19	633	0
19	124	0
19	94	0
19	142	0
19	174	0
19	88	0
19	531	0
19	692	0
19	52	0
19	539	0
19	243	0
19	434	0
47	11	0
47	13	0
47	20	0
47	459	0
47	43	0
47	230	1
47	32	0
47	38	0.047619047619047616
47	447	0
47	632	0
47	39	0
47	391	0
47	277	0.043478260869565216
47	138	0
47	143	0
47	46	0
47	65	0
47	633	0
47	124	0
47	94	0
47	142	0
47	174	0
47	88	0
47	531	0
47	692	0
47	52	0
47	539	0.07142857142857142
47	243	0
47	434	0
50	11	0
50	13	0
50	20	0
50	459	0
50	43	0
50	230	0
50	32	1
50	38	0
50	447	0
50	632	0
50	39	0
50	391	0
50	277	0
50	138	0
50	143	0
50	46	0
50	65	0
50	633	0
50	124	0
50	94	0
50	142	0
50	174	0.2
50	88	0
50	531	0
50	692	0
50	52	0
50	539	0
50	243	0
50	434	0
71	11	0
71	13	0
71	20	0
71	459	0
71	43	0
71	230	0.047619047619047616
71	32	0
71	38	1
71	447	0
71	632	0
71	39	0
71	391	0
71	277	0.047619047619047616
71	138	0
71	143	0
71	46	0.05172413793103448
71	65	0
71	633	0
71	124	0
71	94	0
71	142	0.027777777777777776
71	174	0
71	88	0
71	531	0
71	692	0
71	52	0
71	539	0.20689655172413793
71	243	0
71	434	0
72	11	0
72	13	0
72	20	0
72	459	0
72	43	0
72	230	0
72	32	0
72	38	0
72	447	1
72	632	0
72	39	0
72	391	0
72	277	0
72	138	0
72	143	0
72	46	0.043478260869565216
72	65	0
72	633	0
72	124	0
72	94	0
72	142	0
72	174	0
72	88	0
72	531	0
72	692	0
72	52	0
72	539	0
72	243	0
72	434	0
77	11	0
77	13	0
77	20	0
77	459	0.023255813953488372
77	43	0
77	230	0
77	32	0
77	38	0
77	447	0
77	632	1
77	39	0
77	391	0
77	277	0
77	138	0
77	143	0
77	46	0
77	65	0
77	633	0.375
77	124	0
77	94	0
77	142	0
77	174	0
77	88	0
77	531	0.3333333333333333
77	692	0
77	52	0
77	539	0
77	243	0
77	434	0
87	11	0
87	13	0
87	20	0
87	459	0
87	43	0
87	230	0
87	32	0
87	38	0
87	447	0
87	632	0
87	39	1
87	391	0
87	277	0
87	138	0
87	143	0
87	46	0.014705882352941176
87	65	0
87	633	0
87	124	0
87	94	0
87	142	0
87	174	0
87	88	0
87	531	0
87	692	0
87	52	0
87	539	0
87	243	0
87	434	0
678	11	0
678	13	0
678	20	0
678	459	0.01694915254237288
678	43	0
678	230	0
678	32	0
678	38	0
678	447	0
678	632	0
678	39	0
678	391	1
678	277	0
678	138	0
678	143	0
678	46	0
678	65	0
678	633	0
678	124	0
678	94	0
678	142	0
678	174	0
678	88	0
678	531	0
678	692	0
678	52	0
678	539	0
678	243	0
678	434	0
95	11	0.03571428571428571
95	13	0
95	20	0
95	459	0
95	43	0
95	230	0.043478260869565216
95	32	0
95	38	0.047619047619047616
95	447	0
95	632	0
95	39	0
95	391	0
95	277	1
95	138	0
95	143	0
95	46	0
95	65	0
95	633	0
95	124	0
95	94	0
95	142	0
95	174	0
95	88	0
95	531	0
95	692	0
95	52	0
95	539	0.05714285714285714
95	243	0
95	434	0
107	11	0
107	13	0
107	20	0
107	459	0
107	43	0
107	230	0
107	32	0
107	38	0
107	447	0
107	632	0
107	39	0
107	391	0
107	277	0
107	138	1
107	143	0
107	46	0
107	65	0.1
107	633	0
107	124	0
107	94	0
107	142	0.045454545454545456
107	174	0
107	88	0
107	531	0
107	692	0
107	52	0
107	539	0
107	243	0.14285714285714285
107	434	0.14285714285714285
111	11	0
111	13	0
111	20	0
111	459	0
111	43	0
111	230	0
111	32	0
111	38	0
111	447	0
111	632	0
111	39	0
111	391	0
111	277	0
111	138	0
111	143	1
111	46	0
111	65	0
111	633	0
111	124	0
111	94	0
111	142	0
111	174	0
111	88	0
111	531	0
111	692	0
111	52	0
111	539	0
111	243	0
111	434	0
136	11	0
136	13	0
136	20	0
136	459	0.012987012987012988
136	43	0.0196078431372549
136	230	0
136	32	0
136	38	0.05172413793103448
136	447	0.043478260869565216
136	632	0
136	39	0.014705882352941176
136	391	0
136	277	0
136	138	0
136	143	0
136	46	1
136	65	0
136	633	0
136	124	0
136	94	0
136	142	0
136	174	0
136	88	0
136	531	0
136	692	0
136	52	0
136	539	0
136	243	0
136	434	0
138	11	0
138	13	0
138	20	0
138	459	0
138	43	0
138	230	0
138	32	0
138	38	0
138	447	0
138	632	0
138	39	0
138	391	0
138	277	0
138	138	0.1
138	143	0
138	46	0
138	65	1
138	633	0
138	124	0
138	94	0
138	142	0
138	174	0
138	88	0
138	531	0
138	692	0
138	52	0
138	539	0
138	243	0.25
138	434	0.25
142	11	0
142	13	0
142	20	0
142	459	0
142	43	0
142	230	0
142	32	0
142	38	0
142	447	0
142	632	0.375
142	39	0
142	391	0
142	277	0
142	138	0
142	143	0
142	46	0
142	65	0
142	633	1
142	124	0
142	94	0
142	142	0
142	174	0
142	88	0
142	531	0.4
142	692	0
142	52	0
142	539	0
142	243	0
142	434	0
184	11	0
184	13	0
184	20	0
184	459	0
184	43	0
184	230	0
184	32	0
184	38	0
184	447	0
184	632	0
184	39	0
184	391	0
184	277	0
184	138	0
184	143	0
184	46	0
184	65	0
184	633	0
184	124	1
184	94	0
184	142	0
184	174	0
184	88	0
184	531	0
184	692	0
184	52	0
184	539	0
184	243	0
184	434	0
203	11	0
203	13	0.5
203	20	0
203	459	0
203	43	0
203	230	0
203	32	0
203	38	0
203	447	0
203	632	0
203	39	0
203	391	0
203	277	0
203	138	0
203	143	0
203	46	0
203	65	0
203	633	0
203	124	0
203	94	1
203	142	0
203	174	0
203	88	0
203	531	0
203	692	0
203	52	0
203	539	0
203	243	0
203	434	0
222	11	0
222	13	0
222	20	0
222	459	0
222	43	0
222	230	0
222	32	0
222	38	0.027777777777777776
222	447	0
222	632	0
222	39	0
222	391	0
222	277	0
222	138	0.045454545454545456
222	143	0
222	46	0
222	65	0
222	633	0
222	124	0
222	94	0
222	142	1
222	174	0
222	88	0
222	531	0
222	692	0
222	52	0
222	539	0
222	243	0
222	434	0
255	11	0
255	13	0
255	20	0
255	459	0
255	43	0
255	230	0
255	32	0.2
255	38	0
255	447	0
255	632	0
255	39	0
255	391	0
255	277	0
255	138	0
255	143	0
255	46	0
255	65	0
255	633	0
255	124	0
255	94	0
255	142	0
255	174	1
255	88	0
255	531	0
255	692	0
255	52	0
255	539	0
255	243	0
255	434	0
356	11	0
356	13	0
356	20	0
356	459	0
356	43	0
356	230	0
356	32	0
356	38	0
356	447	0
356	632	0
356	39	0
356	391	0
356	277	0
356	138	0
356	143	0
356	46	0
356	65	0
356	633	0
356	124	0
356	94	0
356	142	0
356	174	0
356	88	1
356	531	0
356	692	0
356	52	0
356	539	0
356	243	0
356	434	0
413	11	0
413	13	0
413	20	0
413	459	0
413	43	0
413	230	0
413	32	0
413	38	0
413	447	0
413	632	0.3333333333333333
413	39	0
413	391	0
413	277	0
413	138	0
413	143	0
413	46	0
413	65	0
413	633	0.4
413	124	0
413	94	0
413	142	0
413	174	0
413	88	0
413	531	1
413	692	0
413	52	0
413	539	0
413	243	0
413	434	0
482	11	0
482	13	0
482	20	0.04918032786885246
482	459	0
482	43	0
482	230	0
482	32	0
482	38	0
482	447	0
482	632	0
482	39	0
482	391	0
482	277	0
482	138	0
482	143	0
482	46	0
482	65	0
482	633	0
482	124	0
482	94	0
482	142	0
482	174	0
482	88	0
482	531	0
482	692	1
482	52	0
482	539	0
482	243	0
482	434	0
490	11	0
490	13	0
490	20	0
490	459	0
490	43	0
490	230	0
490	32	0
490	38	0
490	447	0
490	632	0
490	39	0
490	391	0
490	277	0
490	138	0
490	143	0
490	46	0
490	65	0
490	633	0
490	124	0
490	94	0
490	142	0
490	174	0
490	88	0
490	531	0
490	692	0
490	52	1
490	539	0
490	243	0
490	434	0
519	11	0
519	13	0
519	20	0.016666666666666666
519	459	0
519	43	0
519	230	0.07142857142857142
519	32	0
519	38	0.20689655172413793
519	447	0
519	632	0
519	39	0
519	391	0
519	277	0.05714285714285714
519	138	0
519	143	0
519	46	0
519	65	0
519	633	0
519	124	0
519	94	0
519	142	0
519	174	0
519	88	0
519	531	0
519	692	0
519	52	0
519	539	1
519	243	0
519	434	0
573	11	0
573	13	0
573	20	0
573	459	0
573	43	0
