ID	symbol	community_type
GO:0030855	KDF1	-
GO:0009913	KDF1	-
GO:0008544	KDF1	-
GO:0034330	KDF1	-
GO:0043588	KDF1	-
GO:0030216	KDF1	-
GO:0031424	KDF1	-
GO:0045216	KDF1	-
GO:0034329	KDF1	-
GO:0070268	KDF1	-
GO:0016331	KDF1	-
GO:0120192	KDF1	-
GO:0001838	KDF1	-
GO:0006091	SLC16A7	-
GO:0019693	SLC16A7	-
GO:0045333	SLC16A7	-
GO:0009150	SLC16A7	-
GO:0006119	SLC16A7	-
GO:0006163	SLC16A7	-
GO:0009259	SLC16A7	-
GO:0015980	SLC16A7	-
GO:0072521	SLC16A7	-
GO:0016054	SLC16A7	-
GO:0046395	SLC16A7	-
GO:0022904	SLC16A7	-
GO:0046034	SLC16A7	-
GO:0042775	SLC16A7	-
GO:0042773	SLC16A7	-
GO:0009205	SLC16A7	-
GO:0009060	SLC16A7	-
GO:0009126	SLC16A7	-
GO:0009167	SLC16A7	-
GO:0009199	SLC16A7	-
GO:0009144	SLC16A7	-
GO:0009141	SLC16A7	-
GO:0009161	SLC16A7	-
GO:0009123	SLC16A7	-
GO:0044282	SLC16A7	-
GO:0022900	SLC16A7	-
GO:0007005	SLC16A7	-
GO:0072329	SLC16A7	-
GO:0051186	SLC16A7	-
GO:0006732	SLC16A7	-
GO:0006637	SLC16A7	-
GO:0035383	SLC16A7	-
GO:0032787	SLC16A7	-
GO:0006101	SLC16A7	-
GO:0009062	SLC16A7	-
GO:0006099	SLC16A7	-
GO:0072350	SLC16A7	-
GO:0006631	SLC16A7	-
GO:0006790	SLC16A7	-
GO:0033865	SLC16A7	-
GO:0033875	SLC16A7	-
GO:0034032	SLC16A7	-
GO:0006635	SLC16A7	-
GO:0044242	SLC16A7	-
GO:0006120	SLC16A7	-
GO:0009152	SLC16A7	-
GO:0019395	SLC16A7	-
GO:0034440	SLC16A7	-
GO:0006164	SLC16A7	-
GO:0009063	SLC16A7	-
GO:0072522	SLC16A7	-
GO:0046390	SLC16A7	-
GO:0035384	SLC16A7	-
GO:0071616	SLC16A7	-
GO:0042407	SLC16A7	-
GO:0016999	SLC16A7	-
GO:0009260	SLC16A7	-
GO:0016042	SLC16A7	-
GO:0033108	SLC16A7	-
GO:0042776	SLC16A7	-
GO:1901293	SLC16A7	-
GO:0015985	SLC16A7	-
GO:0015986	SLC16A7	-
GO:0009165	SLC16A7	-
GO:0006084	SLC16A7	-
GO:0010257	SLC16A7	-
GO:0032981	SLC16A7	-
GO:0007007	SLC16A7	-
GO:1990542	SLC16A7	-
GO:0006839	SLC16A7	-
GO:1902600	SLC16A7	-
GO:0033866	SLC16A7	-
GO:0034030	SLC16A7	-
GO:0034033	SLC16A7	-
GO:0006085	SLC16A7	-
GO:0051188	SLC16A7	-
GO:0006520	SLC16A7	-
GO:0043648	SLC16A7	-
GO:0009108	SLC16A7	-
GO:0007006	SLC16A7	-
GO:1901605	SLC16A7	-
GO:0030258	SLC16A7	-
GO:0006086	SLC16A7	-
GO:1901606	SLC16A7	-
GO:0044272	SLC16A7	-
GO:0033539	SLC16A7	-
GO:0009081	SLC16A7	-
GO:0009083	SLC16A7	-
GO:0046394	SLC16A7	-
GO:0016053	SLC16A7	-
GO:0006733	SLC16A7	-
GO:0006754	SLC16A7	-
GO:0006122	SLC16A7	-
GO:0005996	SLC16A7	-
GO:0006103	SLC16A7	-
GO:0009206	SLC16A7	-
GO:0009145	SLC16A7	-
GO:0009127	SLC16A7	-
GO:0009168	SLC16A7	-
GO:0006090	SLC16A7	-
GO:0009201	SLC16A7	-
GO:0009142	SLC16A7	-
GO:0006123	SLC16A7	-
GO:0019646	SLC16A7	-
GO:0032543	SLC16A7	-
GO:0009124	SLC16A7	-
GO:0009156	SLC16A7	-
GO:0070125	SLC16A7	-
GO:0035337	SLC16A7	-
GO:0072524	SLC16A7	-
GO:0042737	SLC16A7	-
GO:1901568	SLC16A7	-
GO:0019362	SLC16A7	-
GO:0046496	SLC16A7	-
GO:0140053	SLC16A7	-
GO:0005975	SLC16A7	-
GO:0019318	SLC16A7	-
GO:0070126	SLC16A7	-
GO:0072330	SLC16A7	-
GO:0009066	SLC16A7	-
GO:0015672	SLC16A7	-
GO:0006633	SLC16A7	-
GO:0006006	SLC16A7	-
GO:0046949	SLC16A7	-
GO:0019217	SLC16A7	-
GO:0000096	SLC16A7	-
GO:0050994	SLC16A7	-
GO:0009068	SLC16A7	-
GO:0046459	SLC16A7	-
GO:0006415	SLC16A7	-
GO:0046364	SLC16A7	-
GO:0042180	SLC16A7	-
GO:0006739	SLC16A7	-
GO:1901570	SLC16A7	-
GO:0010823	SLC16A7	-
GO:0006081	SLC16A7	-
GO:0000098	SLC16A7	-
GO:0006554	SLC16A7	-
GO:0017004	SLC16A7	-
GO:0006414	SLC16A7	-
GO:0019216	SLC16A7	-
GO:0006553	SLC16A7	-
GO:0019321	SLC16A7	-
GO:1901615	SLC16A7	-
GO:0007031	SLC16A7	-
GO:0019682	SLC16A7	-
GO:0046320	SLC16A7	-
GO:0051156	SLC16A7	-
GO:0008652	SLC16A7	-
GO:0051881	SLC16A7	-
GO:0002250	LIAS	-
GO:0042110	LIAS	-
GO:0001501	FN1	-
GO:0043062	FN1	-
GO:0030198	FN1	-
GO:0048705	FN1	-
GO:0006695	FN1	-
GO:1902653	FN1	-
GO:0016126	FN1	-
GO:0032963	FN1	-
GO:0009952	FN1	-
GO:0030199	FN1	-
GO:0045540	FN1	-
GO:0106118	FN1	-
GO:0006874	FN1	-
GO:0048514	FN1	-
GO:0055074	FN1	-
GO:0003416	FN1	-
GO:0001525	FN1	-
GO:0098868	FN1	-
GO:0072503	FN1	-
GO:0050817	FN1	-
GO:0090181	FN1	-
GO:0072507	FN1	-
GO:0030335	FN1	-
GO:0051216	FN1	-
GO:1902930	FN1	-
GO:0007596	FN1	-
GO:0050810	FN1	-
GO:0097756	FN1	-
GO:0048598	FN1	-
GO:0007599	FN1	-
GO:0046165	FN1	-
GO:2000147	FN1	-
GO:0048706	FN1	-
GO:0003002	FN1	-
GO:0006875	FN1	-
GO:0061448	FN1	-
GO:0040017	FN1	-
GO:0055065	FN1	-
GO:0051272	FN1	-
GO:0060348	FN1	-
GO:0051480	FN1	-
GO:0048562	FN1	-
GO:0030574	FN1	-
GO:0035265	FN1	-
GO:0008299	FN1	-
GO:0008203	FN1	-
GO:0060349	FN1	-
GO:0048704	FN1	-
GO:0007204	FN1	-
GO:0042060	FN1	-
GO:0019218	FN1	-
GO:1902652	FN1	-
GO:0060351	FN1	-
GO:0070208	FN1	-
GO:0030003	FN1	-
GO:0003417	FN1	-
GO:0045807	FN1	-
GO:0010596	ESAM	-
GO:0043537	ESAM	-
GO:0043535	ESAM	-
GO:0090051	ESAM	-
GO:0006936	CNN1	-
GO:0003012	CNN1	-
GO:0019080	GORASP1	-
GO:0006614	GORASP1	-
GO:0006613	GORASP1	-
GO:0070972	GORASP1	-
GO:0045047	GORASP1	-
GO:0072599	GORASP1	-
GO:0006413	GORASP1	-
GO:0000184	GORASP1	-
GO:0019083	GORASP1	-
GO:0000956	GORASP1	-
GO:0072594	GORASP1	-
GO:0006612	GORASP1	-
GO:0048511	GORASP1	-
GO:0090150	GORASP1	-
GO:0007623	GORASP1	-
GO:0006605	GORASP1	-
GO:0006402	GORASP1	-
GO:0006401	GORASP1	-
GO:0048512	GORASP1	-
GO:0007622	GORASP1	-
GO:0000280	MKI67	-
GO:0007059	MKI67	-
GO:0048285	MKI67	-
GO:0140014	MKI67	-
