comm1	comm2	terms1	terms2	jaccard
2	4	24	5	0
2	77	24	25	0
2	223	24	2	0
2	13	24	23	0.42424242424242425
2	341	24	1	0
2	241	24	2	0
2	101	24	9	0
2	117	24	45	0
2	153	24	23	0.021739130434782608
2	10	24	10	0
2	322	24	48	0
2	70	24	7	0
2	7	24	4	0
2	2	24	7	0
2	251	24	4	0
2	266	24	10	0
2	19	24	14	0
5	4	6	5	0
5	77	6	25	0
5	223	6	2	0
5	13	6	23	0
5	341	6	1	0
5	241	6	2	0
5	101	6	9	0
5	117	6	45	0
5	153	6	23	0.03571428571428571
5	10	6	10	0
5	322	6	48	0.058823529411764705
5	70	6	7	0
5	7	6	4	0
5	2	6	7	0
5	251	6	4	0
5	266	6	10	0
5	19	6	14	0
1	4	23	5	0.037037037037037035
1	77	23	25	0.45454545454545453
1	223	23	2	0
1	13	23	23	0
1	341	23	1	0
1	241	23	2	0
1	101	23	9	0
1	117	23	45	0
1	153	23	23	0
1	10	23	10	0
1	322	23	48	0
1	70	23	7	0
1	7	23	4	0
1	2	23	7	0
1	251	23	4	0
1	266	23	10	0
1	19	23	14	0
18	4	2	5	0
18	77	2	25	0
18	223	2	2	0
18	13	2	23	0
18	341	2	1	0
18	241	2	2	0
18	101	2	9	0
18	117	2	45	0
18	153	2	23	0
18	10	2	10	0
18	322	2	48	0
18	70	2	7	0
18	7	2	4	0
18	2	2	7	0
18	251	2	4	0
18	266	2	10	0
18	19	2	14	0
15	4	8	5	0
15	77	8	25	0
15	223	8	2	0
15	13	8	23	0
15	341	8	1	0
15	241	8	2	0.1111111111111111
15	101	8	9	0
15	117	8	45	0
15	153	8	23	0
15	10	8	10	0
15	322	8	48	0
15	70	8	7	0
15	7	8	4	0
15	2	8	7	0
15	251	8	4	0
15	266	8	10	0
15	19	8	14	0
12	4	45	5	0
12	77	45	25	0
12	223	45	2	0
12	13	45	23	0
12	341	45	1	0
12	241	45	2	0
12	101	45	9	0
12	117	45	45	1
12	153	45	23	0
12	10	45	10	0
12	322	45	48	0
12	70	45	7	0
12	7	45	4	0
12	2	45	7	0
12	251	45	4	0
12	266	45	10	0.03773584905660377
12	19	45	14	0
8	4	12	5	0
8	77	12	25	0.027777777777777776
8	223	12	2	0
8	13	12	23	0
8	341	12	1	0
8	241	12	2	0
8	101	12	9	0.23529411764705882
8	117	12	45	0
8	153	12	23	0
8	10	12	10	0.5714285714285714
8	322	12	48	0
8	70	12	7	0
8	7	12	4	0
8	2	12	7	0
8	251	12	4	0
8	266	12	10	0
8	19	12	14	0
6	4	4	5	0
6	77	4	25	0
6	223	4	2	0
6	13	4	23	0
6	341	4	1	0
6	241	4	2	0
6	101	4	9	0
6	117	4	45	0
6	153	4	23	0
6	10	4	10	0.07692307692307693
6	322	4	48	0
6	70	4	7	0
6	7	4	4	0
6	2	4	7	0
6	251	4	4	0
6	266	4	10	0
6	19	4	14	0
266	4	4	5	0
266	77	4	25	0
266	223	4	2	0
266	13	4	23	0
266	341	4	1	0
266	241	4	2	0
266	101	4	9	0
266	117	4	45	0
266	153	4	23	0
266	10	4	10	0
266	322	4	48	0
266	70	4	7	0
266	7	4	4	1
266	2	4	7	0
266	251	4	4	0
266	266	4	10	0
266	19	4	14	0
13	4	24	5	0.03571428571428571
13	77	24	25	0
13	223	24	2	0
13	13	24	23	0.044444444444444446
13	341	24	1	0
13	241	24	2	0
13	101	24	9	0
13	117	24	45	0
13	153	24	23	0.8076923076923077
13	10	24	10	0
13	322	24	48	0.02857142857142857
13	70	24	7	0
13	7	24	4	0
13	2	24	7	0
13	251	24	4	0
13	266	24	10	0
13	19	24	14	0
397	4	7	5	0
397	77	7	25	0
397	223	7	2	0
397	13	7	23	0
397	341	7	1	0
397	241	7	2	0
397	101	7	9	0
397	117	7	45	0
397	153	7	23	0
397	10	7	10	0
397	322	7	48	0.018518518518518517
397	70	7	7	0
397	7	7	4	0
397	2	7	7	1
397	251	7	4	0
397	266	7	10	0
397	19	7	14	0
65	4	4	5	0
65	77	4	25	0
65	223	4	2	0
65	13	4	23	0
65	341	4	1	0
65	241	4	2	0
65	101	4	9	0
65	117	4	45	0
65	153	4	23	0
65	10	4	10	0
65	322	4	48	0
65	70	4	7	0
65	7	4	4	0
65	2	4	7	0
65	251	4	4	1
65	266	4	10	0.16666666666666666
65	19	4	14	0
326	4	10	5	0
326	77	10	25	0
326	223	10	2	0
326	13	10	23	0
326	341	10	1	0
326	241	10	2	0
326	101	10	9	0
326	117	10	45	0.03773584905660377
326	153	10	23	0
326	10	10	10	0
326	322	10	48	0
326	70	10	7	0
326	7	10	4	0
326	2	10	7	0
326	251	10	4	0.16666666666666666
326	266	10	10	1
326	19	10	14	0
104	4	14	5	0
104	77	14	25	0
104	223	14	2	0.14285714285714285
104	13	14	23	0
104	341	14	1	0
104	241	14	2	0
104	101	14	9	0
104	117	14	45	0
104	153	14	23	0
104	10	14	10	0
104	322	14	48	0.01639344262295082
104	70	14	7	0
104	7	14	4	0
104	2	14	7	0
104	251	14	4	0
104	266	14	10	0
104	19	14	14	1
