ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
GO:0045216	cell-cell junction organization	18/424	133/12927	3.33454874546162e-7	2.60828402870008e-4	2.52021684130678e-4	ENSG00000039068/ENSG00000046604/ENSG00000072062/ENSG00000076826/ENSG00000083307/ENSG00000096696/ENSG00000112378/ENSG00000114346/ENSG00000130545/ENSG00000140832/ENSG00000148498/ENSG00000150054/ENSG00000154639/ENSG00000158769/ENSG00000165215/ENSG00000081277/ENSG00000072163/ENSG00000062038	18	1
GO:0043409	negative regulation of MAPK cascade	28/694	142/12927	1.65179399963816e-9	7.50079655235687e-6	7.10966912054781e-6	ENSG00000092820/ENSG00000111266/ENSG00000113575/ENSG00000117228/ENSG00000120129/ENSG00000128342/ENSG00000136826/ENSG00000136869/ENSG00000138166/ENSG00000143507/ENSG00000153721/ENSG00000158050/ENSG00000162772/ENSG00000164086/ENSG00000169242/ENSG00000174928/ENSG00000184545/ENSG00000197372/ENSG00000213024/ENSG00000276023/ENSG00000086061/ENSG00000121653/ENSG00000139318/ENSG00000136997/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291	28	327
GO:0042326	negative regulation of phosphorylation	50/694	383/12927	4.35761802187125e-9	9.89397171865867e-6	9.37805267970081e-6	ENSG00000078237/ENSG00000092820/ENSG00000099860/ENSG00000111266/ENSG00000111276/ENSG00000113575/ENSG00000117228/ENSG00000120129/ENSG00000124762/ENSG00000128342/ENSG00000136826/ENSG00000136869/ENSG00000138166/ENSG00000143507/ENSG00000145016/ENSG00000148841/ENSG00000153721/ENSG00000158050/ENSG00000158615/ENSG00000162772/ENSG00000163874/ENSG00000164086/ENSG00000167470/ENSG00000169242/ENSG00000173334/ENSG00000174840/ENSG00000174928/ENSG00000175137/ENSG00000177606/ENSG00000179820/ENSG00000180008/ENSG00000184545/ENSG00000184557/ENSG00000197045/ENSG00000197372/ENSG00000213024/ENSG00000276023/ENSG00000013588/ENSG00000090447/ENSG00000099942/ENSG00000086061/ENSG00000121653/ENSG00000139318/ENSG00000100100/ENSG00000136997/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291/ENSG00000105538	50	327
GO:0000188	inactivation of MAPK activity	11/694	24/12927	1.29713002243763e-8	1.96342247729643e-5	1.86104023219209e-5	ENSG00000111266/ENSG00000113575/ENSG00000120129/ENSG00000138166/ENSG00000143507/ENSG00000158050/ENSG00000164086/ENSG00000184545/ENSG00000276023/ENSG00000139318/ENSG00000138835	11	327
GO:0043407	negative regulation of MAP kinase activity	17/694	64/12927	2.70260012106021e-8	3.06812678743361e-5	2.90813997237242e-5	ENSG00000111266/ENSG00000113575/ENSG00000120129/ENSG00000138166/ENSG00000143507/ENSG00000158050/ENSG00000164086/ENSG00000184545/ENSG00000197372/ENSG00000213024/ENSG00000276023/ENSG00000086061/ENSG00000121653/ENSG00000139318/ENSG00000136158/ENSG00000138835/ENSG00000163291	17	327
GO:0045936	negative regulation of phosphate metabolic process	55/694	476/12927	5.57559379263336e-8	3.8387108838254e-5	3.63854212588511e-5	ENSG00000078237/ENSG00000087074/ENSG00000092820/ENSG00000099860/ENSG00000111266/ENSG00000111276/ENSG00000113575/ENSG00000117228/ENSG00000120129/ENSG00000124762/ENSG00000128342/ENSG00000131732/ENSG00000136826/ENSG00000136869/ENSG00000138166/ENSG00000143507/ENSG00000145016/ENSG00000148841/ENSG00000153721/ENSG00000158050/ENSG00000158615/ENSG00000162772/ENSG00000163874/ENSG00000164086/ENSG00000167470/ENSG00000169242/ENSG00000173334/ENSG00000174840/ENSG00000174928/ENSG00000175137/ENSG00000177606/ENSG00000179820/ENSG00000180008/ENSG00000184545/ENSG00000184557/ENSG00000197045/ENSG00000197372/ENSG00000204569/ENSG00000213024/ENSG00000276023/ENSG00000013588/ENSG00000090447/ENSG00000099942/ENSG00000086061/ENSG00000121671/ENSG00000121653/ENSG00000139318/ENSG00000100100/ENSG00000092978/ENSG00000136997/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291/ENSG00000105538	55	327
GO:0001933	negative regulation of protein phosphorylation	45/694	354/12927	5.92562398091074e-8	3.8387108838254e-5	3.63854212588511e-5	ENSG00000092820/ENSG00000099860/ENSG00000111266/ENSG00000111276/ENSG00000113575/ENSG00000117228/ENSG00000120129/ENSG00000124762/ENSG00000128342/ENSG00000136826/ENSG00000136869/ENSG00000138166/ENSG00000143507/ENSG00000148841/ENSG00000153721/ENSG00000158050/ENSG00000158615/ENSG00000162772/ENSG00000163874/ENSG00000164086/ENSG00000169242/ENSG00000173334/ENSG00000174928/ENSG00000175137/ENSG00000177606/ENSG00000179820/ENSG00000180008/ENSG00000184545/ENSG00000184557/ENSG00000197045/ENSG00000197372/ENSG00000213024/ENSG00000276023/ENSG00000013588/ENSG00000090447/ENSG00000099942/ENSG00000086061/ENSG00000121653/ENSG00000139318/ENSG00000136997/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291/ENSG00000105538	45	327
GO:0010563	negative regulation of phosphorus metabolic process	55/694	477/12927	5.98849450316446e-8	3.8387108838254e-5	3.63854212588511e-5	ENSG00000078237/ENSG00000087074/ENSG00000092820/ENSG00000099860/ENSG00000111266/ENSG00000111276/ENSG00000113575/ENSG00000117228/ENSG00000120129/ENSG00000124762/ENSG00000128342/ENSG00000131732/ENSG00000136826/ENSG00000136869/ENSG00000138166/ENSG00000143507/ENSG00000145016/ENSG00000148841/ENSG00000153721/ENSG00000158050/ENSG00000158615/ENSG00000162772/ENSG00000163874/ENSG00000164086/ENSG00000167470/ENSG00000169242/ENSG00000173334/ENSG00000174840/ENSG00000174928/ENSG00000175137/ENSG00000177606/ENSG00000179820/ENSG00000180008/ENSG00000184545/ENSG00000184557/ENSG00000197045/ENSG00000197372/ENSG00000204569/ENSG00000213024/ENSG00000276023/ENSG00000013588/ENSG00000090447/ENSG00000099942/ENSG00000086061/ENSG00000121671/ENSG00000121653/ENSG00000139318/ENSG00000100100/ENSG00000092978/ENSG00000136997/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291/ENSG00000105538	55	327
GO:0033673	negative regulation of kinase activity	33/694	219/12927	6.76275865901855e-8	3.8387108838254e-5	3.63854212588511e-5	ENSG00000099860/ENSG00000111266/ENSG00000111276/ENSG00000113575/ENSG00000120129/ENSG00000124762/ENSG00000138166/ENSG00000143507/ENSG00000145016/ENSG00000148841/ENSG00000158050/ENSG00000164086/ENSG00000167470/ENSG00000173334/ENSG00000175137/ENSG00000180008/ENSG00000184545/ENSG00000184557/ENSG00000197045/ENSG00000197372/ENSG00000213024/ENSG00000276023/ENSG00000013588/ENSG00000090447/ENSG00000086061/ENSG00000121653/ENSG00000139318/ENSG00000100100/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291/ENSG00000105538	33	327
GO:0051348	negative regulation of transferase activity	35/694	244/12927	9.52882645073057e-8	4.80782232364084e-5	4.55711945696343e-5	ENSG00000099860/ENSG00000111266/ENSG00000111276/ENSG00000113575/ENSG00000120129/ENSG00000124762/ENSG00000128016/ENSG00000138166/ENSG00000143507/ENSG00000145016/ENSG00000148841/ENSG00000158050/ENSG00000164086/ENSG00000166170/ENSG00000167470/ENSG00000173334/ENSG00000175137/ENSG00000180008/ENSG00000184545/ENSG00000184557/ENSG00000197045/ENSG00000197372/ENSG00000213024/ENSG00000276023/ENSG00000013588/ENSG00000090447/ENSG00000086061/ENSG00000121653/ENSG00000139318/ENSG00000100100/ENSG00000136158/ENSG00000138835/ENSG00000133895/ENSG00000163291/ENSG00000105538	35	327
