comm1	comm2	terms1	terms2	jaccard
4	4	17	17	1
4	312	17	1	0
4	41	17	67	0
4	11	17	11	0
4	268	17	13	0
4	2	17	128	0
4	13	17	4	0
4	78	17	16	0
4	9	17	158	0
4	7	17	36	0.019230769230769232
4	344	17	2	0
4	5	17	5	0
4	274	17	9	0
4	45	17	38	0
4	40	17	63	0
4	6	17	1	0
4	8	17	100	0
4	64	17	6	0
4	75	17	17	0
4	34	17	18	0
4	18	17	13	0
4	32	17	2	0
4	31	17	24	0
4	20	17	15	0
4	121	17	11	0.037037037037037035
4	101	17	1	0
4	46	17	8	0
4	133	17	1	0
4	134	17	14	0
4	176	17	3	0
4	36	17	7	0.043478260869565216
4	53	17	22	0
4	253	17	1	0
4	282	17	4	0
4	475	17	1	0
4	76	17	25	0
4	222	17	16	0
4	322	17	6	0
4	65	17	24	0
4	221	17	11	0
4	123	17	2	0
4	217	17	5	0
4	366	17	11	0
4	262	17	7	0
4	394	17	60	0
4	118	17	23	0
4	239	17	16	0
4	83	17	35	0
312	4	1	17	0
312	312	1	1	1
312	41	1	67	0
312	11	1	11	0
312	268	1	13	0
312	2	1	128	0
312	13	1	4	0
312	78	1	16	0
312	9	1	158	0
312	7	1	36	0
312	344	1	2	0
312	5	1	5	0
312	274	1	9	0
312	45	1	38	0
312	40	1	63	0
312	6	1	1	0
312	8	1	100	0
312	64	1	6	0
312	75	1	17	0
312	34	1	18	0
312	18	1	13	0
312	32	1	2	0
312	31	1	24	0
312	20	1	15	0
312	121	1	11	0
312	101	1	1	0
312	46	1	8	0
312	133	1	1	0
312	134	1	14	0
312	176	1	3	0
312	36	1	7	0
312	53	1	22	0
312	253	1	1	0
312	282	1	4	0
312	475	1	1	0
312	76	1	25	0
312	222	1	16	0
312	322	1	6	0
312	65	1	24	0
312	221	1	11	0
312	123	1	2	0
312	217	1	5	0
312	366	1	11	0
312	262	1	7	0
312	394	1	60	0
312	118	1	23	0
312	239	1	16	0
312	83	1	35	0
41	4	67	17	0
41	312	67	1	0
41	41	67	67	1
41	11	67	11	0
41	268	67	13	0
41	2	67	128	0
41	13	67	4	0
41	78	67	16	0
41	9	67	158	0
41	7	67	36	0.019801980198019802
41	344	67	2	0
41	5	67	5	0
41	274	67	9	0
41	45	67	38	0
41	40	67	63	0
41	6	67	1	0
41	8	67	100	0.04375
41	64	67	6	0
41	75	67	17	0
41	34	67	18	0.011904761904761904
41	18	67	13	0
41	32	67	2	0
41	31	67	24	0
41	20	67	15	0
41	121	67	11	0
41	101	67	1	0
41	46	67	8	0
41	133	67	1	0
41	134	67	14	0
41	176	67	3	0
41	36	67	7	0
41	53	67	22	0
41	253	67	1	0
41	282	67	4	0
41	475	67	1	0
41	76	67	25	0
41	222	67	16	0
41	322	67	6	0
41	65	67	24	0
41	221	67	11	0.0684931506849315
41	123	67	2	0
41	217	67	5	0
41	366	67	11	0
41	262	67	7	0.0136986301369863
41	394	67	60	0.032520325203252036
41	118	67	23	0
41	239	67	16	0
41	83	67	35	0.275
11	4	11	17	0
11	312	11	1	0
11	41	11	67	0
11	11	11	11	1
11	268	11	13	0
11	2	11	128	0
11	13	11	4	0
11	78	11	16	0
11	9	11	158	0
11	7	11	36	0
11	344	11	2	0
11	5	11	5	0
11	274	11	9	0
11	45	11	38	0
11	40	11	63	0
11	6	11	1	0
11	8	11	100	0
11	64	11	6	0
11	75	11	17	0
11	34	11	18	0
11	18	11	13	0.2631578947368421
11	32	11	2	0.18181818181818182
11	31	11	24	0
11	20	11	15	0
11	121	11	11	0
11	101	11	1	0
11	46	11	8	0
11	133	11	1	0
11	134	11	14	0
11	176	11	3	0
11	36	11	7	0
11	53	11	22	0
11	253	11	1	0
11	282	11	4	0
11	475	11	1	0
11	76	11	25	0.125
11	222	11	16	0
11	322	11	6	0
11	65	11	24	0.09375
11	221	11	11	0
11	123	11	2	0.08333333333333333
11	217	11	5	0
11	366	11	11	0
11	262	11	7	0
11	394	11	60	0
11	118	11	23	0
11	239	11	16	0
11	83	11	35	0
268	4	13	17	0
268	312	13	1	0
268	41	13	67	0
268	11	13	11	0
268	268	13	13	1
268	2	13	128	0
268	13	13	4	0
268	78	13	16	0
268	9	13	158	0
268	7	13	36	0
268	344	13	2	0
268	5	13	5	0
268	274	13	9	0
268	45	13	38	0
268	40	13	63	0
268	6	13	1	0
268	8	13	100	0
268	64	13	6	0
268	75	13	17	0
268	34	13	18	0
268	18	13	13	0
268	32	13	2	0
268	31	13	24	0
268	20	13	15	0
268	121	13	11	0
268	101	13	1	0
268	46	13	8	0
268	133	13	1	0
268	134	13	14	0
268	176	13	3	0
268	36	13	7	0
268	53	13	22	0
268	253	13	1	0
268	282	13	4	0
268	475	13	1	0
268	76	13	25	0
268	222	13	16	0
268	322	13	6	0
268	65	13	24	0
268	221	13	11	0
268	123	13	2	0
268	217	13	5	0
268	366	13	11	0
268	262	13	7	0
268	394	13	60	0
268	118	13	23	0
268	239	13	16	0
268	83	13	35	0
2	4	128	17	0
2	312	128	1	0
2	41	128	67	0
2	11	128	11	0
2	268	128	13	0
2	2	128	128	1
2	13	128	4	0
2	78	128	16	0
2	9	128	158	0
2	7	128	36	0
2	344	128	2	0
2	5	128	5	0
2	274	128	9	0.007352941176470588
2	45	128	38	0.05732484076433121
2	40	128	63	0.24836601307189543
2	6	128	1	0
2	8	128	100	0
2	64	128	6	0
2	75	128	17	0
2	34	128	18	0
2	18	128	13	0
2	32	128	2	0
2	31	128	24	0.17829457364341086
2	20	128	15	0
2	121	128	11	0
2	101	128	1	0
2	46	128	8	0
2	133	128	1	0
2	134	128	14	0
2	176	128	3	0
2	36	128	7	0
2	53	128	22	0
2	253	128	1	0
2	282	128	4	0
2	475	128	1	0
2	76	128	25	0
2	222	128	16	0
2	322	128	6	0
2	65	128	24	0
2	221	128	11	0
2	123	128	2	0
2	217	128	5	0
2	366	128	11	0.0859375
2	262	128	7	0
2	394	128	60	0
2	118	128	23	0.06338028169014084
2	239	128	16	0
2	83	128	35	0
13	4	4	17	0
13	312	4	1	0
13	41	4	67	0
13	11	4	11	0
13	268	4	13	0
13	2	4	128	0
13	13	4	4	1
13	78	4	16	0
13	9	4	158	0
13	7	4	36	0
13	344	4	2	0
13	5	4	5	0
13	274	4	9	0
13	45	4	38	0
13	40	4	63	0
13	6	4	1	0
13	8	4	100	0
13	64	4	6	0
13	75	4	17	0
13	34	4	18	0
13	18	4	13	0
13	32	4	2	0
13	31	4	24	0
13	20	4	15	0
13	121	4	11	0
13	101	4	1	0
13	46	4	8	0
13	133	4	1	0
13	134	4	14	0
13	176	4	3	0
13	36	4	7	0
13	53	4	22	0
13	253	4	1	0
13	282	4	4	0
13	475	4	1	0
13	76	4	25	0
13	222	4	16	0
13	322	4	6	0
13	65	4	24	0
13	221	4	11	0
13	123	4	2	0
13	217	4	5	0
13	366	4	11	0
13	262	4	7	0
13	394	4	60	0
13	118	4	23	0
13	239	4	16	0
13	83	4	35	0
78	4	16	17	0
78	312	16	1	0
78	41	16	67	0
78	11	16	11	0
78	268	16	13	0
78	2	16	128	0
78	13	16	4	0
78	78	16	16	1
78	9	16	158	0
78	7	16	36	0
78	344	16	2	0
78	5	16	5	0
78	274	16	9	0
78	45	16	38	0
78	40	16	63	0
78	6	16	1	0
78	8	16	100	0.02654867256637168
78	64	16	6	0
78	75	16	17	0
78	34	16	18	0
78	18	16	13	0
78	32	16	2	0
78	31	16	24	0
78	20	16	15	0
78	121	16	11	0
78	101	16	1	0
78	46	16	8	0
78	133	16	1	0
78	134	16	14	0
78	176	16	3	0
78	36	16	7	0
78	53	16	22	0
