ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
LTE2_UP.V1_DN	LTE2_UP.V1_DN	8/67	83/3943	6.524856860492e-05	0.00482839407676408	0.00473910656183104	ENSG00000121741/ENSG00000127870/ENSG00000136147/ENSG00000139496/ENSG00000139505/ENSG00000196199/ENSG00000244754/ENSG00000121390	8	63
PGF_UP.V1_UP	PGF_UP.V1_UP	7/42	96/3943	5.47067720099435e-05	0.0033918198646165	0.00310964809319679	ENSG00000116266/ENSG00000116473/ENSG00000116752/ENSG00000142875/ENSG00000143033/ENSG00000117500/ENSG00000117054	7	534
KRAS.DF.V1_DN	KRAS.DF.V1_DN	5/35	56/3943	0.000113089187701388	0.00520210263426384	0.00499973250890346	ENSG00000101166/ENSG00000101199/ENSG00000130699/ENSG00000149657/ENSG00000196700	5	277
CYCLIN_D1_UP.V1_UP	CYCLIN_D1_UP.V1_UP	3/10	65/3943	0.000472539587166775	0.0094507917433355	0.008953381651581	ENSG00000111321/ENSG00000159335/ENSG00000010219	3	312
VEGF_A_UP.V1_DN	VEGF_A_UP.V1_DN	19/69	101/3943	1.67152076444995e-15	9.19336420447472e-14	6.15823439534192e-14	ENSG00000072571/ENSG00000080986/ENSG00000089685/ENSG00000093009/ENSG00000100526/ENSG00000112742/ENSG00000113368/ENSG00000115163/ENSG00000126787/ENSG00000134057/ENSG00000137807/ENSG00000138160/ENSG00000138778/ENSG00000142731/ENSG00000156970/ENSG00000157456/ENSG00000164109/ENSG00000171848/ENSG00000076382	19	158
RPS14_DN.V1_DN	RPS14_DN.V1_DN	18/69	92/3943	5.03995017188455e-15	1.38598629726825e-13	9.28411873768206e-14	ENSG00000085840/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000121152/ENSG00000126787/ENSG00000135476/ENSG00000137807/ENSG00000138778/ENSG00000142945/ENSG00000148773/ENSG00000157456/ENSG00000163808/ENSG00000166851/ENSG00000186871/ENSG00000198826/ENSG00000198901/ENSG00000065328	18	158
PRC2_EZH2_UP.V1_DN	PRC2_EZH2_UP.V1_DN	13/69	65/3943	3.61073480677593e-11	6.6196804790892e-10	4.43423572761956e-10	ENSG00000072571/ENSG00000085999/ENSG00000090889/ENSG00000093009/ENSG00000104147/ENSG00000112742/ENSG00000113368/ENSG00000117724/ENSG00000121152/ENSG00000123485/ENSG00000126787/ENSG00000163808/ENSG00000065328	13	158
CSR_LATE_UP.V1_UP	CSR_LATE_UP.V1_UP	12/69	87/3943	1.95162330910857e-08	2.68348205002428e-07	1.79754778470526e-07	ENSG00000089685/ENSG00000092853/ENSG00000101447/ENSG00000111206/ENSG00000134690/ENSG00000143228/ENSG00000165244/ENSG00000170312/ENSG00000171848/ENSG00000175063/ENSG00000276043/ENSG00000122952	12	158
PRC2_EED_UP.V1_DN	PRC2_EED_UP.V1_DN	11/69	99/3943	7.78633278648346e-07	8.56496606513181e-06	5.73729784267202e-06	ENSG00000085840/ENSG00000085999/ENSG00000090889/ENSG00000092853/ENSG00000093009/ENSG00000134690/ENSG00000137807/ENSG00000156970/ENSG00000166851/ENSG00000065328/ENSG00000105011	11	158
RB_P130_DN.V1_UP	RB_P130_DN.V1_UP	8/69	52/3943	2.37352567032062e-06	2.17573186446057e-05	1.45742804317933e-05	ENSG00000085840/ENSG00000089685/ENSG00000112984/ENSG00000129195/ENSG00000157456/ENSG00000161800/ENSG00000170312/ENSG00000175063	8	158
GCNP_SHH_UP_LATE.V1_UP	GCNP_SHH_UP_LATE.V1_UP	10/69	96/3943	4.73173545128752e-06	3.71779214029734e-05	2.49038707962501e-05	ENSG00000126787/ENSG00000129810/ENSG00000137804/ENSG00000142945/ENSG00000158402/ENSG00000170312/ENSG00000171848/ENSG00000198901/ENSG00000237649/ENSG00000065328	10	158
RB_P107_DN.V1_UP	RB_P107_DN.V1_UP	8/69	83/3943	8.0838128849406e-05	0.000555762135839666	0.000372280856543317	ENSG00000075218/ENSG00000090889/ENSG00000093009/ENSG00000121152/ENSG00000164109/ENSG00000171848/ENSG00000198901/ENSG00000105011	8	158
CORDENONSI_YAP_CONSERVED_SIGNATURE	CORDENONSI_YAP_CONSERVED_SIGNATURE	4/69	19/3943	0.000273123997426741	0.00166909109538564	0.0011180514514545	ENSG00000072571/ENSG00000089685/ENSG00000117399/ENSG00000117724	4	158
