comm1	comm2	jaccard
150	32	0
150	9	0
150	174	0
150	155	0
150	10	0
150	144	0
150	95	0
150	149	0
150	120	0
150	175	0
150	173	0
150	97	0
150	86	0
150	69	0
150	147	0.03571428571428571
150	221	0
150	112	0
150	111	0
150	213	0
150	70	0
150	73	0
150	151	0
150	114	0
150	209	0
150	128	0
150	253	0
150	134	0
150	168	0
150	185	0
150	108	0
150	197	0
150	152	0
150	176	0
150	104	0
150	123	0
150	201	0
206	32	0
206	9	0
206	174	0
206	155	0
206	10	0
206	144	0
206	95	0
206	149	0
206	120	0
206	175	0
206	173	0
206	97	0
206	86	0
206	69	0
206	147	0
206	221	0
206	112	0
206	111	0
206	213	0
206	70	0
206	73	0
206	151	0
206	114	0
206	209	0
206	128	0
206	253	0
206	134	0
206	168	0
206	185	0
206	108	0
206	197	0
206	152	0
206	176	0
206	104	0
206	123	0
206	201	0
208	32	0
208	9	0.660377358490566
208	174	0
208	155	0
208	10	0
208	144	0.058823529411764705
208	95	0
208	149	0
208	120	0
208	175	0
208	173	0
208	97	0
208	86	0
208	69	0
208	147	0
208	221	0
208	112	0
208	111	0
208	213	0
208	70	0
208	73	0
208	151	0
208	114	0
208	209	0
208	128	0
208	253	0
208	134	0
208	168	0
208	185	0
208	108	0
208	197	0
208	152	0.05084745762711865
208	176	0
208	104	0.017241379310344827
208	123	0
208	201	0
139	32	0
139	9	0
139	174	1
139	155	0
139	10	0
139	144	0
139	95	0
139	149	0
139	120	0
139	175	0
139	173	0.023255813953488372
139	97	0
139	86	0
139	69	0
139	147	0
139	221	0
139	112	0
139	111	0
139	213	0
139	70	0.012987012987012988
139	73	0
139	151	0
139	114	0
139	209	0
139	128	0
139	253	0
139	134	0
139	168	0
139	185	0
139	108	0
139	197	0
139	152	0
139	176	0
139	104	0
139	123	0
139	201	0
54	32	0
54	9	0
54	174	0
54	155	0
54	10	0.7647058823529411
54	144	0
54	95	0
54	149	0
54	120	0
54	175	0
54	173	0
54	97	0
54	86	0
54	69	0
54	147	0
54	221	0
54	112	0
54	111	0
54	213	0
54	70	0.018518518518518517
54	73	0
54	151	0
54	114	0
54	209	0
54	128	0
54	253	0
54	134	0
54	168	0
54	185	0
54	108	0
54	197	0
54	152	0
54	176	0
54	104	0
54	123	0
54	201	0
159	32	0
159	9	0
159	174	0
159	155	0
159	10	0
159	144	0
159	95	0
159	149	1
159	120	0.14285714285714285
159	175	0
159	173	0
159	97	0
159	86	0.07692307692307693
159	69	0
159	147	0.043478260869565216
159	221	0
159	112	0
159	111	0
159	213	0
159	70	0
159	73	0
159	151	0
159	114	0
159	209	0
159	128	0
159	253	0
159	134	0
159	168	0
159	185	0
159	108	0
159	197	0
159	152	0
159	176	0
159	104	0.07142857142857142
159	123	0
159	201	0
161	32	0
161	9	0
161	174	0
161	155	0
161	10	0
161	144	0
161	95	0
161	149	0
161	120	0
161	175	0
161	173	0
161	97	0
161	86	0
161	69	0
161	147	0
161	221	0
161	112	0
161	111	0
161	213	0
161	70	0
161	73	0
161	151	0
161	114	0
161	209	0
161	128	0
161	253	0
161	134	0
161	168	0.2
161	185	0
161	108	0
161	197	0
161	152	0
161	176	0
161	104	0
161	123	0
161	201	0
80	32	0
80	9	0
80	174	0
80	155	0
80	10	0
80	144	0
80	95	0
80	149	0.047619047619047616
80	120	0.21739130434782608
80	175	0
80	173	0
80	97	0
80	86	0.4166666666666667
80	69	0
80	147	0.047619047619047616
80	221	0
80	112	0
80	111	0
80	213	0
80	70	0.05172413793103448
80	73	0
80	151	0
80	114	0
80	209	0
80	128	0
80	253	0
80	134	0.027777777777777776
80	168	0
80	185	0
80	108	0
80	197	0
80	152	0
80	176	0
80	104	0.20689655172413793
80	123	0
80	201	0
178	32	0
178	9	0
178	174	0
178	155	0
178	10	0
178	144	0
178	95	0
178	149	0
178	120	0
178	175	1
178	173	0
178	97	0
178	86	0
178	69	0
178	147	0
178	221	0
178	112	0
178	111	0
178	213	0
178	70	0.043478260869565216
178	73	0
178	151	0
178	114	0
178	209	0
178	128	0
178	253	0
178	134	0
178	168	0
178	185	0
178	108	0
178	197	0
178	152	0
178	176	0
178	104	0
178	123	0
178	201	0
5	32	0
5	9	0
5	174	0.023255813953488372
5	155	0
5	10	0
5	144	0
5	95	0
5	149	0
5	120	0
5	175	0
5	173	1
5	97	0
5	86	0
5	69	0
5	147	0
5	221	0
5	112	0
5	111	0
5	213	0
5	70	0
5	73	0
5	151	0.375
5	114	0
5	209	0
5	128	0
5	253	0
5	134	0
5	168	0
5	185	0
5	108	0
5	197	0.3333333333333333
5	152	0
5	176	0
5	104	0
5	123	0
5	201	0
484	32	0
484	9	0
484	174	0
484	155	0
484	10	0
484	144	0
484	95	0
484	149	0
484	120	0
484	175	0
484	173	0
484	97	0.5945945945945946
484	86	0
484	69	0
484	147	0
484	221	0
484	112	0
484	111	0
484	213	0
484	70	0.014705882352941176
484	73	0
484	151	0
484	114	0
484	209	0
484	128	0
484	253	0
484	134	0
484	168	0
484	185	0
484	108	0
484	197	0
484	152	0
484	176	0
484	104	0
484	123	0
484	201	0
193	32	0
193	9	0
193	174	0.01694915254237288
193	155	0
193	10	0
193	144	0
193	95	0
193	149	0
193	120	0
193	175	0
193	173	0
193	97	0
193	86	0
193	69	0.4782608695652174
193	147	0
193	221	0
193	112	0
193	111	0
193	213	0
193	70	0
193	73	0
193	151	0
193	114	0
193	209	0
193	128	0
193	253	0
193	134	0
193	168	0
193	185	0
193	108	0
193	197	0
193	152	0
193	176	0
193	104	0
193	123	0
193	201	0
611	32	0
611	9	0
611	174	0
611	155	0
611	10	0
611	144	0.03225806451612903
611	95	0
611	149	0.043478260869565216
611	120	0.07142857142857142
611	175	0
611	173	0
611	97	0
611	86	0.058823529411764705
611	69	0
611	147	1
611	221	0
611	112	0
611	111	0
611	213	0
611	70	0
611	73	0
611	151	0
611	114	0
611	209	0
611	128	0
611	253	0
611	134	0
611	168	0
611	185	0
611	108	0
611	197	0
611	152	0
611	176	0
611	104	0.05714285714285714
611	123	0
611	201	0
76	32	0
76	9	0
76	174	0
76	155	0
76	10	0
76	144	0
76	95	0
76	149	0
76	120	0
76	175	0
76	173	0
76	97	0
76	86	0
76	69	0
76	147	0
76	221	0
76	112	1
76	111	0
76	213	0
76	70	0
76	73	0.1111111111111111
76	151	0
76	114	0
76	209	0
76	128	0
76	253	0
76	134	0.045454545454545456
76	168	0
76	185	0
76	108	0
76	197	0
76	152	0
76	176	0
76	104	0
76	123	0.14285714285714285
76	201	0.14285714285714285
232	32	0
232	9	0
232	174	0
232	155	0
232	10	0
232	144	0
232	95	0
232	149	0
232	120	0
232	175	0
232	173	0
232	97	0
232	86	0
232	69	0
232	147	0
232	221	0
232	112	0
232	111	1
232	213	0
232	70	0
232	73	0
232	151	0
232	114	0
232	209	0
232	128	0
232	253	0
232	134	0
232	168	0
232	185	0
232	108	0
232	197	0
232	152	0
232	176	0
232	104	0
232	123	0
232	201	0
129	32	0
129	9	0
129	174	0.012987012987012988
129	155	0
129	10	0.018518518518518517
129	144	0
129	95	0
129	149	0
129	120	0
129	175	0.043478260869565216
129	173	0
129	97	0.014492753623188406
129	86	0
129	69	0
129	147	0
129	221	0
129	112	0
129	111	0
129	213	0
129	70	1
129	73	0
129	151	0
129	114	0
129	209	0
129	128	0
129	253	0
129	134	0
129	168	0
129	185	0
129	108	0
129	197	0
129	152	0
129	176	0
129	104	0
129	123	0
129	201	0
231	32	0
231	9	0
231	174	0
231	155	0
231	10	0
231	144	0
231	95	0
231	149	0
231	120	0
231	175	0
231	173	0
231	97	0
231	86	0
231	69	0
231	147	0
231	221	0
231	112	0.1
231	111	0
231	213	0
231	70	0
231	73	0.4
231	151	0
231	114	0
231	209	0
231	128	0
231	253	0
231	134	0
231	168	0
231	185	0
231	108	0
231	197	0
231	152	0
231	176	0
231	104	0
231	123	0.25
231	201	0.25
233	32	0
233	9	0
233	174	0
233	155	0
233	10	0
233	144	0
233	95	0
233	149	0
233	120	0
233	175	0
233	173	0.375
233	97	0
233	86	0
233	69	0
233	147	0
233	221	0
233	112	0
233	111	0
233	213	0
233	70	0
233	73	0
233	151	1
233	114	0
233	209	0
233	128	0
233	253	0
233	134	0
233	168	0
233	185	0
233	108	0
233	197	0.4
233	152	0
233	176	0
233	104	0
233	123	0
233	201	0
344	32	0
344	9	0
344	174	0
344	155	0
344	10	0
344	144	0
344	95	0
344	149	0
344	120	0
344	175	0
344	173	0
344	97	0
344	86	0
344	69	0
344	147	0
344	221	0
344	112	0
344	111	0
344	213	0
344	70	0
344	73	0
344	151	0
344	114	1
344	209	0
344	128	0
344	253	0
344	134	0
344	168	0
344	185	0
344	108	0
344	197	0
344	152	0
344	176	0
344	104	0
344	123	0
344	201	0
412	32	0
412	9	0
412	174	0
412	155	0
412	10	0
412	144	0
412	95	0
412	149	0
412	120	0
412	175	0
412	173	0
412	97	0
412	86	0
412	69	0
412	147	0
412	221	0
412	112	0
412	111	0
412	213	0
412	70	0
412	73	0
412	151	0
412	114	0
412	209	0
412	128	0
412	253	0
412	134	0
412	168	0
412	185	0
412	108	0
412	197	0
412	152	0
412	176	0
412	104	0
412	123	0
412	201	0
381	32	0
381	9	0
381	174	0
381	155	0
381	10	0
381	144	0
381	95	0
381	149	0
381	120	0
381	175	0
381	173	0
381	97	0
381	86	0
