comm1	comm2	jaccard
1	2	0
1	5	0
1	1	0
1	18	0
1	15	0
1	12	0
1	8	0
1	6	0
1	266	0
1	13	0
1	397	0
1	65	0
1	326	0
1	104	0
327	2	0
327	5	0.42857142857142855
327	1	0
327	18	0
327	15	0
327	12	0
327	8	0
327	6	0
327	266	0
327	13	0
327	397	0
327	65	0
327	326	0
327	104	0
331	2	0
331	5	0
331	1	0.3488372093023256
331	18	0
331	15	0
331	12	0
331	8	0.021739130434782608
331	6	0
331	266	0
331	13	0
331	397	0
331	65	0
331	326	0
331	104	0
343	2	0
343	5	0
343	1	0
343	18	0
343	15	0
343	12	0
343	8	0
343	6	0
343	266	0
343	13	0
343	397	0
343	65	0
343	326	0
343	104	0.13333333333333333
337	2	0.23809523809523808
337	5	0
337	1	0
337	18	0
337	15	0
337	12	0
337	8	0
337	6	0
337	266	0
337	13	0.04
337	397	0
337	65	0
337	326	0
337	104	0
351	2	0
351	5	0
351	1	0
351	18	0
351	15	0
351	12	0
351	8	0
351	6	0
351	266	0
351	13	0
351	397	0
351	65	0
351	326	0
351	104	0
345	2	0.030303030303030304
345	5	0
345	1	0
345	18	0
345	15	0.6363636363636364
345	12	0
345	8	0
345	6	0
345	266	0
345	13	0
345	397	0
345	65	0
345	326	0
345	104	0
336	2	0
336	5	0
336	1	0
336	18	0
336	15	0
336	12	0
336	8	0
336	6	0
336	266	0
336	13	0
336	397	0
336	65	0
336	326	0
336	104	0
332	2	0
332	5	0
332	1	0
332	18	0
332	15	0
332	12	0.9555555555555556
332	8	0
332	6	0
332	266	0
332	13	0
332	397	0
332	65	0
332	326	0.0392156862745098
332	104	0
344	2	0
344	5	0
344	1	0
344	18	0
344	15	0
344	12	0
344	8	0.25
344	6	0.09090909090909091
344	266	0
344	13	0
344	397	0
344	65	0
344	326	0
344	104	0
334	2	0.02127659574468085
334	5	0
334	1	0
334	18	0
334	15	0
334	12	0
334	8	0
334	6	0
334	266	0
334	13	0.5483870967741935
334	397	0
334	65	0
334	326	0
334	104	0
335	2	0
335	5	0
335	1	0
335	18	0
335	15	0
335	12	0
335	8	0.21428571428571427
335	6	0
335	266	0
335	13	0
335	397	0
335	65	0
335	326	0
335	104	0
342	2	0.17857142857142858
342	5	0
342	1	0
342	18	0
342	15	0
342	12	0
342	8	0
342	6	0
342	266	0
342	13	0
342	397	0
342	65	0
342	326	0
342	104	0
15	2	0
15	5	0
15	1	0
15	18	0
15	15	0
15	12	0
15	8	0
15	6	0
15	266	1
15	13	0
15	397	0
15	65	0
15	326	0
15	104	0
339	2	0
339	5	0
339	1	0
339	18	0
339	15	0
339	12	0
339	8	0
339	6	0
339	266	0
339	13	0
339	397	0
339	65	0
339	326	0
339	104	0
32	2	0
32	5	0
32	1	0
32	18	0
32	15	0
32	12	0
32	8	0
32	6	0
32	266	0
32	13	0
32	397	1
32	65	0
32	326	0
32	104	0
39	2	0
39	5	0
39	1	0
39	18	0
39	15	0
39	12	0
39	8	0
39	6	0
39	266	0
39	13	0
39	397	0
39	65	1
39	326	0.16666666666666666
39	104	0
341	2	0.034482758620689655
341	5	0
341	1	0
341	18	0
341	15	0
341	12	0
341	8	0
341	6	0
341	266	0
341	13	0
341	397	0
341	65	0
341	326	0
341	104	0
255	2	0
255	5	0
255	1	0
255	18	0
255	15	0
255	12	0
255	8	0
255	6	0
255	266	0
255	13	0
255	397	0
255	65	0
255	326	0
255	104	1
