comm1	comm2	jaccard
671	32	0.023255813953488372
671	9	0.012048192771084338
671	174	0
671	155	0
671	10	0.01818181818181818
671	144	0.041666666666666664
671	95	0
671	149	0
671	120	0
671	175	0
671	173	0
671	97	0
671	86	0
671	69	0
671	147	0.06666666666666667
671	221	0
671	112	0
671	111	0
671	213	0.02127659574468085
671	70	0
671	73	0
671	151	0
671	114	0
671	209	0
671	128	0
671	253	0
671	134	0
671	168	0
671	185	0.021739130434782608
671	108	0
671	197	0
671	152	0
671	176	0
671	104	0
671	123	0
671	201	0
672	32	0
672	9	0
672	174	0
672	155	0
672	10	0.47058823529411764
672	144	0
672	95	0
672	149	0
672	120	0
672	175	0
672	173	0
672	97	0
672	86	0
672	69	0
672	147	0
672	221	0
672	112	0
672	111	0
672	213	0
672	70	0.02040816326530612
672	73	0
672	151	0
672	114	0
672	209	0
672	128	0
672	253	0
672	134	0
672	168	0
672	185	0
672	108	0
672	197	0
672	152	0
672	176	0
672	104	0
672	123	0
672	201	0
673	32	0
673	9	0
673	174	0
673	155	0
673	10	0.6875
673	144	0
673	95	0
673	149	0
673	120	0
673	175	0
673	173	0
673	97	0
673	86	0
673	69	0
673	147	0
673	221	0
673	112	0
673	111	0
673	213	0
673	70	0.0196078431372549
673	73	0
673	151	0
673	114	0
673	209	0
673	128	0
673	253	0
673	134	0
673	168	0
673	185	0
673	108	0
673	197	0
673	152	0
673	176	0
673	104	0
673	123	0
673	201	0
665	32	0
665	9	0.6346153846153846
665	174	0
665	155	0
665	10	0
665	144	0.0625
665	95	0
665	149	0
665	120	0
665	175	0
665	173	0
665	97	0
665	86	0
665	69	0
665	147	0
665	221	0
665	112	0
665	111	0
665	213	0
665	70	0
665	73	0
665	151	0
665	114	0
665	209	0
665	128	0
665	253	0
665	134	0
665	168	0
665	185	0
665	108	0
665	197	0
665	152	0.03508771929824561
665	176	0
665	104	0.01818181818181818
665	123	0
665	201	0
19	32	0
19	9	0
19	174	1
19	155	0
19	10	0
19	144	0
19	95	0
19	149	0
19	120	0
19	175	0
19	173	0.023255813953488372
19	97	0
19	86	0
19	69	0
19	147	0
19	221	0
19	112	0
19	111	0
19	213	0
19	70	0.012987012987012988
19	73	0
19	151	0
19	114	0
19	209	0
19	128	0
19	253	0
19	134	0
19	168	0
19	185	0
19	108	0
19	197	0
19	152	0
19	176	0
19	104	0
19	123	0
19	201	0
47	32	0
47	9	0
47	174	0
47	155	0
47	10	0
47	144	0
47	95	0
47	149	1
47	120	0.14285714285714285
47	175	0
47	173	0
47	97	0
47	86	0.07692307692307693
47	69	0
47	147	0.043478260869565216
47	221	0
47	112	0
47	111	0
47	213	0
47	70	0
47	73	0
47	151	0
47	114	0
47	209	0
47	128	0
47	253	0
47	134	0
47	168	0
47	185	0
47	108	0
47	197	0
47	152	0
47	176	0
47	104	0.07142857142857142
47	123	0
47	201	0
50	32	0
50	9	0
50	174	0
50	155	0
50	10	0
50	144	0
50	95	0
50	149	0
50	120	0
50	175	0
50	173	0
50	97	0
50	86	0
50	69	0
50	147	0
50	221	0
50	112	0
50	111	0
50	213	0
50	70	0
50	73	0
50	151	0
50	114	0
50	209	0
50	128	0
50	253	0
50	134	0
50	168	0.2
50	185	0
50	108	0
50	197	0
50	152	0
50	176	0
50	104	0
50	123	0
50	201	0
71	32	0
71	9	0
71	174	0
71	155	0
71	10	0
71	144	0
71	95	0
71	149	0.047619047619047616
71	120	0.21739130434782608
71	175	0
71	173	0
71	97	0
71	86	0.4166666666666667
71	69	0
71	147	0.047619047619047616
71	221	0
71	112	0
71	111	0
71	213	0
71	70	0.05172413793103448
71	73	0
71	151	0
71	114	0
71	209	0
71	128	0
71	253	0
71	134	0.027777777777777776
71	168	0
71	185	0
71	108	0
71	197	0
71	152	0
71	176	0
71	104	0.20689655172413793
71	123	0
71	201	0
72	32	0
72	9	0
72	174	0
72	155	0
72	10	0
72	144	0
72	95	0
72	149	0
72	120	0
72	175	1
72	173	0
72	97	0
72	86	0
72	69	0
72	147	0
72	221	0
72	112	0
72	111	0
72	213	0
72	70	0.043478260869565216
72	73	0
72	151	0
72	114	0
72	209	0
72	128	0
72	253	0
72	134	0
72	168	0
72	185	0
72	108	0
72	197	0
72	152	0
72	176	0
72	104	0
72	123	0
72	201	0
77	32	0
77	9	0
77	174	0.023255813953488372
77	155	0
77	10	0
77	144	0
77	95	0
77	149	0
77	120	0
77	175	0
77	173	1
77	97	0
77	86	0
77	69	0
77	147	0
77	221	0
77	112	0
77	111	0
77	213	0
77	70	0
77	73	0
77	151	0.375
77	114	0
77	209	0
77	128	0
77	253	0
77	134	0
77	168	0
77	185	0
77	108	0
77	197	0.3333333333333333
77	152	0
77	176	0
77	104	0
77	123	0
77	201	0
87	32	0
87	9	0
87	174	0
87	155	0
87	10	0
87	144	0
87	95	0
87	149	0
87	120	0
87	175	0
87	173	0
87	97	0.5945945945945946
87	86	0
87	69	0
87	147	0
87	221	0
87	112	0
87	111	0
87	213	0
87	70	0.014705882352941176
87	73	0
87	151	0
87	114	0
87	209	0
87	128	0
87	253	0
87	134	0
87	168	0
87	185	0
87	108	0
87	197	0
87	152	0
87	176	0
87	104	0
87	123	0
87	201	0
678	32	0
678	9	0
678	174	0.01694915254237288
678	155	0
678	10	0
678	144	0
678	95	0
678	149	0
678	120	0
678	175	0
678	173	0
678	97	0
678	86	0
678	69	0.4782608695652174
678	147	0
678	221	0
678	112	0
678	111	0
678	213	0
678	70	0
678	73	0
678	151	0
678	114	0
678	209	0
678	128	0
678	253	0
678	134	0
678	168	0
678	185	0
678	108	0
678	197	0
678	152	0
678	176	0
678	104	0
678	123	0
678	201	0
95	32	0
95	9	0
95	174	0
