ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	commun
GO:0006695	cholesterol biosynthetic process	21/697	55/12927	2.56844658332074e-13	8.96634585437776e-10	7.96898924525352e-10	ENSG00000079459/ENSG00000104549/ENSG00000110921/ENSG00000112972/ENSG00000113161/ENSG00000120437/ENSG00000130203/ENSG00000147155/ENSG00000160211/ENSG00000160285/ENSG00000160752/ENSG00000167508/ENSG00000172893/ENSG00000185591/ENSG00000186480/ENSG00000278540/ENSG00000067064/ENSG00000012174/ENSG00000131473/ENSG00000147383/ENSG00000143815	21	2
GO:1902653	secondary alcohol biosynthetic process	21/697	56/12927	3.90435264723612e-13	8.96634585437776e-10	7.96898924525352e-10	ENSG00000079459/ENSG00000104549/ENSG00000110921/ENSG00000112972/ENSG00000113161/ENSG00000120437/ENSG00000130203/ENSG00000147155/ENSG00000160211/ENSG00000160285/ENSG00000160752/ENSG00000167508/ENSG00000172893/ENSG00000185591/ENSG00000186480/ENSG00000278540/ENSG00000067064/ENSG00000012174/ENSG00000131473/ENSG00000147383/ENSG00000143815	21	2
GO:0016126	sterol biosynthetic process	21/697	61/12927	2.73264848553967e-12	4.18368483136124e-09	3.71831958839399e-09	ENSG00000079459/ENSG00000104549/ENSG00000110921/ENSG00000112972/ENSG00000113161/ENSG00000120437/ENSG00000130203/ENSG00000147155/ENSG00000160211/ENSG00000160285/ENSG00000160752/ENSG00000167508/ENSG00000172893/ENSG00000185591/ENSG00000186480/ENSG00000278540/ENSG00000067064/ENSG00000012174/ENSG00000131473/ENSG00000147383/ENSG00000143815	21	2
GO:0001501	skeletal system development	58/697	401/12927	4.30885875095606e-12	4.9476470607853e-09	4.39730374637042e-09	ENSG00000071553/ENSG00000072840/ENSG00000077092/ENSG00000087245/ENSG00000101144/ENSG00000101265/ENSG00000102575/ENSG00000105997/ENSG00000106004/ENSG00000106006/ENSG00000108821/ENSG00000111186/ENSG00000112175/ENSG00000120075/ENSG00000120093/ENSG00000122592/ENSG00000132561/ENSG00000133985/ENSG00000134575/ENSG00000142173/ENSG00000143369/ENSG00000143387/ENSG00000145423/ENSG00000147155/ENSG00000158195/ENSG00000160801/ENSG00000163359/ENSG00000164050/ENSG00000164692/ENSG00000166341/ENSG00000168542/ENSG00000169231/ENSG00000170776/ENSG00000173917/ENSG00000177030/ENSG00000182742/ENSG00000183160/ENSG00000184916/ENSG00000186480/ENSG00000187955/ENSG00000188064/ENSG00000197576/ENSG00000204262/ENSG00000260027/ENSG00000266524/ENSG00000038427/ENSG00000012174/ENSG00000080815/ENSG00000105996/ENSG00000108511/ENSG00000120149/ENSG00000078399/ENSG00000112210/ENSG00000142156/ENSG00000128606/ENSG00000133048/ENSG00000140937/ENSG00000104415	58	2
GO:0043062	extracellular structure organization	47/697	323/12927	4.11628732520483e-10	3.78122153693316e-07	3.36062363097776e-07	ENSG00000049540/ENSG00000087245/ENSG00000091986/ENSG00000101144/ENSG00000108821/ENSG00000111863/ENSG00000115414/ENSG00000116962/ENSG00000117122/ENSG00000122707/ENSG00000129038/ENSG00000130203/ENSG00000130635/ENSG00000135218/ENSG00000137675/ENSG00000138316/ENSG00000140678/ENSG00000142173/ENSG00000142875/ENSG00000143382/ENSG00000143387/ENSG00000145423/ENSG00000148848/ENSG00000150093/ENSG00000160255/ENSG00000163359/ENSG00000163520/ENSG00000164692/ENSG00000166482/ENSG00000168477/ENSG00000168542/ENSG00000169604/ENSG00000172987/ENSG00000174059/ENSG00000175899/ENSG00000182492/ENSG00000187955/ENSG00000197635/ENSG00000204262/ENSG00000038427/ENSG00000078098/ENSG00000077942/ENSG00000083444/ENSG00000097007/ENSG00000087116/ENSG00000142156/ENSG00000106624	47	2
GO:0030198	extracellular matrix organization	42/697	286/12927	2.71918780239173e-09	2.08153826273087e-06	1.85000180660967e-06	ENSG00000049540/ENSG00000087245/ENSG00000091986/ENSG00000108821/ENSG00000111863/ENSG00000115414/ENSG00000116962/ENSG00000117122/ENSG00000122707/ENSG00000129038/ENSG00000130635/ENSG00000137675/ENSG00000138316/ENSG00000140678/ENSG00000142173/ENSG00000143382/ENSG00000143387/ENSG00000145423/ENSG00000148848/ENSG00000150093/ENSG00000160255/ENSG00000163359/ENSG00000163520/ENSG00000164692/ENSG00000166482/ENSG00000168477/ENSG00000168542/ENSG00000169604/ENSG00000172987/ENSG00000175899/ENSG00000182492/ENSG00000187955/ENSG00000197635/ENSG00000204262/ENSG00000038427/ENSG00000078098/ENSG00000077942/ENSG00000083444/ENSG00000097007/ENSG00000087116/ENSG00000142156/ENSG00000106624	42	2
GO:0045540	regulation of cholesterol biosynthetic process	14/697	38/12927	4.45718396629933e-09	2.5589807446516e-06	2.27433676596168e-06	ENSG00000079459/ENSG00000104549/ENSG00000110921/ENSG00000112972/ENSG00000113161/ENSG00000130203/ENSG00000160285/ENSG00000160752/ENSG00000167508/ENSG00000172893/ENSG00000185591/ENSG00000278540/ENSG00000067064/ENSG00000012174	14	2
GO:0106118	regulation of sterol biosynthetic process	14/697	38/12927	4.45718396629933e-09	2.5589807446516e-06	2.27433676596168e-06	ENSG00000079459/ENSG00000104549/ENSG00000110921/ENSG00000112972/ENSG00000113161/ENSG00000130203/ENSG00000160285/ENSG00000160752/ENSG00000167508/ENSG00000172893/ENSG00000185591/ENSG00000278540/ENSG00000067064/ENSG00000012174	14	2
GO:0032963	collagen metabolic process	20/697	80/12927	5.45760134359004e-09	2.78519588567878e-06	2.47538924098739e-06	ENSG00000087245/ENSG00000108821/ENSG00000117984/ENSG00000130635/ENSG00000137675/ENSG00000138316/ENSG00000142552/ENSG00000143387/ENSG00000150093/ENSG00000164692/ENSG00000164733/ENSG00000166482/ENSG00000168477/ENSG00000181104/ENSG00000078098/ENSG00000011028/ENSG00000083444/ENSG00000113721/ENSG00000087116/ENSG00000116473	20	2
GO:0046165	alcohol biosynthetic process	26/697	135/12927	1.16029544628833e-08	5.32923698480231e-06	4.73644814811174e-06	ENSG00000079459/ENSG00000104549/ENSG00000110921/ENSG00000112175/ENSG00000112972/ENSG00000113161/ENSG00000120437/ENSG00000130203/ENSG00000147155/ENSG00000160211/ENSG00000160285/ENSG00000160752/ENSG00000160801/ENSG00000167508/ENSG00000172893/ENSG00000176095/ENSG00000185591/ENSG00000186480/ENSG00000278540/ENSG00000067064/ENSG00000012174/ENSG00000068745/ENSG00000101333/ENSG00000131473/ENSG00000147383/ENSG00000143815	26	2
