ID	symbol	community_type
GO:0009913	KDF1	-
GO:0030216	KDF1	-
GO:0030855	KDF1	-
GO:0031424	KDF1	-
GO:0045216	KDF1	-
GO:0034330	KDF1	-
GO:0008544	KDF1	-
GO:0070268	KDF1	-
GO:0043588	KDF1	-
GO:0034329	KDF1	-
GO:0043409	ZBTB21	-
GO:0042326	ZBTB21	-
GO:0000188	ZBTB21	-
GO:0043407	ZBTB21	-
GO:0045936	ZBTB21	-
GO:0001933	ZBTB21	-
GO:0010563	ZBTB21	-
GO:0033673	ZBTB21	-
GO:0051348	ZBTB21	-
GO:0071901	ZBTB21	-
GO:0006469	ZBTB21	-
GO:1902532	ZBTB21	-
GO:0071900	ZBTB21	-
GO:0006091	CS	-
GO:0006119	CS	-
GO:0045333	CS	-
GO:0009150	CS	-
GO:0019693	CS	-
GO:0015980	CS	-
GO:0006163	CS	-
GO:0009259	CS	-
GO:0072521	CS	-
GO:0022904	CS	-
GO:0042775	CS	-
GO:0042773	CS	-
GO:0046034	CS	-
GO:0009205	CS	-
GO:0009126	CS	-
GO:0009167	CS	-
GO:0009199	CS	-
GO:0009144	CS	-
GO:0009141	CS	-
GO:0009161	CS	-
GO:0009123	CS	-
GO:0022900	CS	-
GO:0009060	CS	-
GO:0016054	CS	-
GO:0046395	CS	-
GO:0007005	CS	-
GO:0044282	CS	-
GO:0051186	CS	-
GO:0006120	CS	-
GO:0006637	CS	-
GO:0035383	CS	-
GO:0006101	CS	-
GO:0072329	CS	-
GO:0032787	CS	-
GO:0006732	CS	-
GO:0072350	CS	-
GO:0006099	CS	-
GO:0033108	CS	-
GO:0006790	CS	-
GO:0009062	CS	-
GO:0009152	CS	-
GO:0006164	CS	-
GO:0072522	CS	-
GO:1902600	CS	-
GO:0009260	CS	-
GO:0033865	CS	-
GO:0033875	CS	-
GO:0034032	CS	-
GO:0035384	CS	-
GO:0071616	CS	-
GO:0046390	CS	-
GO:0016999	CS	-
GO:0010257	CS	-
GO:0032981	CS	-
GO:1901293	CS	-
GO:0006631	CS	-
GO:0042407	CS	-
GO:0007007	CS	-
GO:0009165	CS	-
GO:1990542	CS	-
GO:0042776	CS	-
GO:0006084	CS	-
GO:0015985	CS	-
GO:0015986	CS	-
GO:0044242	CS	-
GO:0009063	CS	-
GO:0006635	CS	-
GO:0019395	CS	-
GO:0033866	CS	-
GO:0034030	CS	-
GO:0034033	CS	-
GO:0006839	CS	-
GO:0034440	CS	-
GO:0051188	CS	-
GO:0043648	CS	-
GO:0007006	CS	-
GO:0016042	CS	-
GO:0006085	CS	-
GO:0006520	CS	-
GO:0009108	CS	-
GO:0044272	CS	-
GO:1901605	CS	-
GO:0006086	CS	-
GO:0006123	CS	-
GO:0019646	CS	-
GO:0030258	CS	-
GO:1901606	CS	-
GO:0015672	CS	-
GO:0046394	CS	-
GO:0016053	CS	-
GO:0006103	CS	-
GO:0033539	CS	-
GO:0009081	CS	-
GO:0009083	CS	-
GO:0006754	CS	-
GO:0009127	CS	-
GO:0009168	CS	-
GO:0009206	CS	-
GO:0009145	CS	-
GO:0035337	CS	-
GO:0009142	CS	-
GO:0006733	CS	-
GO:0006122	CS	-
GO:0009201	CS	-
GO:0009124	CS	-
GO:0006090	CS	-
GO:0009156	CS	-
GO:0005996	CS	-
GO:0042180	CS	-
GO:0046949	CS	-
GO:0005975	CS	-
GO:0000096	CS	-
GO:0051881	CS	-
GO:0016051	CS	-
GO:0006633	CS	-
GO:0046459	CS	-
GO:0072330	CS	-
GO:0042737	CS	-
GO:0046364	CS	-
GO:0072524	CS	-
GO:0007031	CS	-
GO:0017004	CS	-
GO:0030497	CS	-
GO:1901568	CS	-
GO:0006006	CS	-
GO:0019362	CS	-
GO:0046496	CS	-
GO:1901570	CS	-
GO:0019318	CS	-
GO:0000098	CS	-
GO:0006554	CS	-
GO:0019217	CS	-
GO:0009066	CS	-
GO:0046320	CS	-
GO:0006553	CS	-
GO:0009068	CS	-
GO:0070125	CS	-
GO:0043574	CS	-
GO:0008652	CS	-
GO:0032543	CS	-
GO:0031998	CS	-
GO:1902001	CS	-
GO:0000038	CS	-
GO:0008535	CS	-
GO:0044273	CS	-
GO:0017001	CS	-
GO:0042398	CS	-
GO:0042744	CS	-
GO:0140053	CS	-
GO:0014823	CS	-
GO:1903825	CS	-
GO:1905039	CS	-
GO:0006767	CS	-
GO:0006081	CS	-
GO:1901615	CS	-
GO:0010565	CS	-
GO:0006066	CS	-
GO:0006744	CS	-
GO:1901663	CS	-
GO:0010823	CS	-
GO:0009069	CS	-
