ID	symbol	community_type
GO:0006695	MATN2	-
GO:1902653	MATN2	-
GO:0016126	MATN2	-
GO:0001501	MATN2	-
GO:0043062	MATN2	-
GO:0030198	MATN2	-
GO:0045540	MATN2	-
GO:0106118	MATN2	-
GO:0032963	MATN2	-
GO:0046165	MATN2	-
GO:0008203	MATN2	-
GO:0016125	MATN2	-
GO:1902652	MATN2	-
GO:0048514	MATN2	-
GO:1902930	MATN2	-
GO:0090181	MATN2	-
GO:1904018	MATN2	-
GO:0006694	MATN2	-
GO:0050810	MATN2	-
GO:0048705	MATN2	-
GO:0045766	MATN2	-
GO:0001525	MATN2	-
GO:0030335	MATN2	-
GO:0048598	MATN2	-
GO:1901617	MATN2	-
GO:0040017	MATN2	-
GO:0006874	MATN2	-
GO:2000147	MATN2	-
GO:0030199	MATN2	-
GO:0055074	MATN2	-
GO:0051272	MATN2	-
GO:0072503	MATN2	-
GO:0030574	MATN2	-
GO:0019218	MATN2	-
GO:0030003	MATN2	-
GO:0061448	MATN2	-
GO:1901342	MATN2	-
GO:0003416	MATN2	-
GO:0050900	MATN2	-
GO:0002686	MATN2	-
GO:0001503	MATN2	-
GO:0006875	MATN2	-
GO:0008202	MATN2	-
GO:0051216	MATN2	-
GO:0006873	MATN2	-
GO:0072507	MATN2	-
GO:0035265	MATN2	-
GO:0098868	MATN2	-
GO:0097756	MATN2	-
GO:0009952	MATN2	-
GO:0048568	MATN2	-
GO:0060348	MATN2	-
GO:0046890	MATN2	-
GO:0048562	MATN2	-
GO:0045019	MATN2	-
GO:1904406	MATN2	-
GO:0045765	MATN2	-
GO:0019216	MATN2	-
GO:0061061	MATN2	-
GO:0000188	ZBTB21	-
GO:0043409	ZBTB21	-
GO:0042326	ZBTB21	-
GO:0051348	ZBTB21	-
GO:0045936	ZBTB21	-
GO:0010563	ZBTB21	-
GO:0033673	ZBTB21	-
GO:0043407	ZBTB21	-
GO:0001933	ZBTB21	-
GO:0071901	ZBTB21	-
GO:0006469	ZBTB21	-
GO:1902532	ZBTB21	-
GO:1990823	ZBTB21	-
GO:1990830	ZBTB21	-
GO:0006091	BTBD6	-
GO:0006119	BTBD6	-
GO:0045333	BTBD6	-
GO:0015980	BTBD6	-
GO:0009150	BTBD6	-
GO:0019693	BTBD6	-
GO:0006163	BTBD6	-
GO:0009259	BTBD6	-
GO:0072521	BTBD6	-
GO:0022904	BTBD6	-
GO:0009060	BTBD6	-
GO:0022900	BTBD6	-
GO:0042775	BTBD6	-
GO:0042773	BTBD6	-
GO:0046034	BTBD6	-
GO:0009199	BTBD6	-
GO:0009205	BTBD6	-
GO:0009144	BTBD6	-
GO:0009141	BTBD6	-
GO:0009126	BTBD6	-
GO:0009167	BTBD6	-
GO:0009161	BTBD6	-
GO:0009123	BTBD6	-
GO:0016054	BTBD6	-
GO:0046395	BTBD6	-
GO:0006099	BTBD6	-
GO:0006101	BTBD6	-
GO:0072350	BTBD6	-
GO:0072329	BTBD6	-
GO:0007005	BTBD6	-
GO:0044282	BTBD6	-
GO:0042776	BTBD6	-
GO:0006637	BTBD6	-
GO:0035383	BTBD6	-
GO:0015985	BTBD6	-
GO:0015986	BTBD6	-
GO:0032787	BTBD6	-
GO:0009062	BTBD6	-
GO:0006120	BTBD6	-
GO:0034440	BTBD6	-
GO:0051186	BTBD6	-
GO:0016999	BTBD6	-
GO:0006635	BTBD6	-
GO:0019395	BTBD6	-
GO:0006790	BTBD6	-
GO:0006631	BTBD6	-
GO:1902600	BTBD6	-
GO:0042407	BTBD6	-
GO:0006164	BTBD6	-
GO:0044242	BTBD6	-
GO:0009152	BTBD6	-
GO:0046390	BTBD6	-
GO:0007007	BTBD6	-
GO:0033865	BTBD6	-
GO:0033875	BTBD6	-
GO:0034032	BTBD6	-
GO:0009260	BTBD6	-
GO:0072522	BTBD6	-
GO:0010257	BTBD6	-
GO:0032981	BTBD6	-
GO:0035384	BTBD6	-
GO:0071616	BTBD6	-
GO:1990542	BTBD6	-
GO:0033108	BTBD6	-
GO:0006520	BTBD6	-
GO:0043648	BTBD6	-
GO:0006732	BTBD6	-
GO:1901293	BTBD6	-
GO:0016042	BTBD6	-
GO:0009165	BTBD6	-
GO:0009063	BTBD6	-
GO:0006084	BTBD6	-
GO:0006085	BTBD6	-
GO:0007006	BTBD6	-
GO:0006086	BTBD6	-
GO:0033866	BTBD6	-
