comm1	comm2	jaccard
32	32	1
32	9	0
32	174	0
32	155	0
32	10	0
32	144	0
32	95	0
32	149	0
32	120	0
32	175	0
32	173	0
32	97	0
32	86	0
32	69	0
32	147	0
32	221	0
32	112	0
32	111	0
32	213	0
32	70	0
32	73	0
32	151	0
32	114	0
32	209	0
32	128	0
32	253	0
32	134	0
32	168	0
32	185	0
32	108	0
32	197	0
32	152	0
32	176	0
32	104	0
32	123	0
32	201	0
9	32	0
9	9	1
9	174	0
9	155	0
9	10	0
9	144	0.0196078431372549
9	95	0
9	149	0
9	120	0
9	175	0
9	173	0
9	97	0
9	86	0
9	69	0
9	147	0
9	221	0
9	112	0
9	111	0
9	213	0
9	70	0
9	73	0
9	151	0
9	114	0
9	209	0
9	128	0
9	253	0
9	134	0
9	168	0
9	185	0
9	108	0
9	197	0
9	152	0.05263157894736842
9	176	0
9	104	0.017857142857142856
9	123	0
9	201	0
174	32	0
174	9	0
174	174	1
174	155	0
174	10	0
174	144	0
174	95	0
174	149	0
174	120	0
174	175	0
174	173	0.023255813953488372
174	97	0
174	86	0
174	69	0
174	147	0
174	221	0
174	112	0
174	111	0
174	213	0
174	70	0.012987012987012988
174	73	0
174	151	0
174	114	0
174	209	0
174	128	0
174	253	0
174	134	0
174	168	0
174	185	0
174	108	0
174	197	0
174	152	0
174	176	0
174	104	0
174	123	0
174	201	0
155	32	0
155	9	0
155	174	0
155	155	1
155	10	0
155	144	0
155	95	0
155	149	0
155	120	0
155	175	0
155	173	0
155	97	0
155	86	0
155	69	0
155	147	0
155	221	0
155	112	0
155	111	0
155	213	0
155	70	0
155	73	0
155	151	0
155	114	0
155	209	0
155	128	0
155	253	0
155	134	0
155	168	0
155	185	0
155	108	0
155	197	0
155	152	0
155	176	0
155	104	0
155	123	0
155	201	0
10	32	0
10	9	0
10	174	0
10	155	0
10	10	1
10	144	0
10	95	0
10	149	0
10	120	0
10	175	0
10	173	0
10	97	0
10	86	0
10	69	0
10	147	0
10	221	0
10	112	0
10	111	0
10	213	0
10	70	0.018518518518518517
10	73	0
10	151	0
10	114	0
10	209	0
10	128	0
10	253	0
10	134	0
10	168	0
10	185	0
10	108	0
10	197	0
10	152	0
10	176	0
10	104	0
10	123	0
10	201	0
144	32	0
144	9	0.0196078431372549
144	174	0
144	155	0
144	10	0
144	144	1
144	95	0
144	149	0
144	120	0
144	175	0
144	173	0
144	97	0
144	86	0
144	69	0
144	147	0.03225806451612903
144	221	0
144	112	0
144	111	0
144	213	0
144	70	0
144	73	0
144	151	0
144	114	0
144	209	0
144	128	0
144	253	0
144	134	0
144	168	0
144	185	0
144	108	0
144	197	0
144	152	0
144	176	0
144	104	0
144	123	0
144	201	0
95	32	0
95	9	0
95	174	0
95	155	0
95	10	0
95	144	0
95	95	1
95	149	0
95	120	0
95	175	0
95	173	0
95	97	0
95	86	0
95	69	0
95	147	0
95	221	0
95	112	0
95	111	0
95	213	0
95	70	0
95	73	0
95	151	0
95	114	0
95	209	0
95	128	0
95	253	0
95	134	0
95	168	0
95	185	0
95	108	0
95	197	0
95	152	0
95	176	0
95	104	0
95	123	0
95	201	0
149	32	0
149	9	0
149	174	0
149	155	0
149	10	0
149	144	0
149	95	0
149	149	1
149	120	0.14285714285714285
149	175	0
149	173	0
149	97	0
149	86	0.07692307692307693
149	69	0
149	147	0.043478260869565216
149	221	0
149	112	0
149	111	0
149	213	0
149	70	0
149	73	0
149	151	0
149	114	0
149	209	0
149	128	0
149	253	0
149	134	0
149	168	0
149	185	0
149	108	0
149	197	0
149	152	0
149	176	0
149	104	0.07142857142857142
149	123	0
149	201	0
120	32	0
120	9	0
120	174	0
120	155	0
120	10	0
120	144	0
120	95	0
120	149	0.14285714285714285
120	120	1
120	175	0
120	173	0
